"test_ligand" "auroc" "aupr" "aupr_corrected" "pearson"
"CLEC4G" 0.543027390444762 0.16078088900967 0.0309619226838098 0.0639950064037643
"RSPO3" 0.54302034181122 0.157049176146586 0.027230209820725 0.0597364584298137
"IL7" 0.541397403672827 0.156041873396686 0.0262229070708258 0.0574296226193856
"IGSF11" 0.538271743593608 0.150601478345017 0.0207825120191562 0.0545929356588057
"CCL2" 0.537595775742231 0.155705282882958 0.0258863165570976 0.0471235205956202
"CRLF1" 0.534601469480429 0.15490504164755 0.0250860753216894 0.0531898016990062
"IFNG" 0.534040655272132 0.146509466102204 0.0166904997763435 0.0301766022831067
"CTHRC1" 0.533057312478311 0.149649619975502 0.0198306536496412 0.048006106696977
"SELP" 0.531213997449095 0.15398474827752 0.0241657819516592 0.0547967905270142
"IL27" 0.531013987604373 0.145864511469817 0.016045545143956 0.0366257173828716
"SCGB1A1" 0.530916436073797 0.150606343936718 0.0207873776108573 0.0502256956525319
"EFEMP2" 0.530495192598263 0.15403104679598 0.0242120804701198 0.0474740962139396
"FBLN1" 0.530493401232836 0.150860823617049 0.0210418572911885 0.0478191439411738
"NGF" 0.529897227028622 0.153950450368027 0.0241314840421666 0.0589334093324584
"COL15A1" 0.529273014061123 0.150362527357289 0.0205435610314286 0.0432333398521284
"CD40LG" 0.529209498473754 0.156879079663579 0.0270601133377184 0.0640859016361613
"IL4" 0.529180486142308 0.144649250161282 0.0148302838354213 0.0298390281953025
"IL12B" 0.5290503006067 0.153449186750135 0.0236302204242739 0.0612274520330456
"IHH" 0.528901578333138 0.148278198979727 0.0184592326538668 0.0397265690259057
"HLA-DMB" 0.52887774538435 0.154098858996699 0.0242798926708388 0.0481183700673646
"IL12A" 0.528619009907653 0.14665290478189 0.0168339384560291 0.0344982217544697
"CD40" 0.528521146835265 0.148312796170772 0.0184938298449117 0.025403839211793
"MIA" 0.528432045876397 0.14907733960003 0.0192583732741694 0.0447782138628633
"OCLN" 0.528326199545026 0.151652160227344 0.0218331939014832 0.045825764866217
"PIP" 0.527853084357421 0.1532024316377 0.023383465311839 0.0489628944702112
"CLEC2L" 0.527813713260652 0.152255804160907 0.0224368378350461 0.0458485471578349
"DLL3" 0.527648868698215 0.142533662076517 0.0127146957506567 0.0332990446176848
"LTA" 0.527551667652177 0.143489538905749 0.0136705725798884 0.00342659555051287
"WIF1" 0.527405982911307 0.150198187110875 0.0203792207850148 0.0372967809079769
"COL1A2" 0.527388497626988 0.152343864356414 0.0225248980305537 0.0463403809739801
"IFITM1" 0.527239308040709 0.151698317786269 0.0218793514604083 0.0502813657895847
"CCL1" 0.52718576179139 0.151758720245705 0.0219397539198442 0.0496532730049309
"IL23A" 0.5270532786349 0.143688292990841 0.0138693266649807 0.0266593669776035
"NPPB" 0.527045100662278 0.152541506552448 0.0227225402265877 0.0539515253329404
"CD226" 0.527011259432708 0.149715146552156 0.019896180226295 0.0417054074336041
"SECTM1" 0.526803499985355 0.151191123203709 0.0213721568778484 0.0432529752733842
"SIGLEC1" 0.526768918843982 0.150362011963211 0.0205430456373504 0.047384364636591
"IFNA4" 0.526753653295084 0.150409097222519 0.0205901308966584 0.0464121938407437
"IFNA5" 0.526740957966151 0.150561521626884 0.0207425553010233 0.0497550808033979
"C4BPA" 0.526712607661062 0.15013941997417 0.0203204536483096 0.0496960444806382
"IFNA14" 0.526524124863469 0.150763203971157 0.0209442376452964 0.0494996426266222
"SIGLEC6" 0.526432843111902 0.146103916488593 0.016284950162732 0.0395516555238522
"CCL7" 0.526403791837726 0.153236137810863 0.023417171485002 0.0502087578111456
"HMGB1" 0.526192566487694 0.148463772389672 0.0186448060638113 0.0426514241808358
"PCDHA7" 0.526129440327592 0.147102603900962 0.0172836375751015 0.0416269492830785
"IFNA7" 0.526088900949018 0.150828436214663 0.0210094698888028 0.0490301652038995
"ICAM2" 0.526074297426478 0.15369973112413 0.0238807647982698 0.050736276737508
"CCL3" 0.525910854802199 0.153648489354154 0.0238295230282939 0.0482118200304945
"IL13" 0.525799322832712 0.145852882539433 0.0160339162135722 0.034453452790969
"IFNL1" 0.525653053950943 0.147132154821815 0.0173131884959543 0.0422683935993008
"HLA-G" 0.525614383823253 0.149766514695642 0.0199475483697809 0.0309862767586746
"COL18A1" 0.525609321268774 0.153041609865826 0.0232226435399651 0.0456417472967416
"IFNA21" 0.52559643122621 0.14992900967148 0.0201100433456189 0.0481202155342275
"IFNA16" 0.525497672471107 0.149942066325182 0.0201230999993212 0.0464283384230729
"PTPRC" 0.525399303143265 0.150925721375316 0.0211067550494551 0.0419348368343502
"JAM2" 0.525326908614195 0.149805702907885 0.0199867365820243 0.0438390617472025
"ENG" 0.525307787735344 0.151714728344994 0.0218957620191331 0.0482976717378681
"JAML" 0.525202642373055 0.152832478367902 0.0230135120420411 0.0485776259120386
"IFNA10" 0.525193841316799 0.149613995314304 0.0197950289884434 0.038869745043455
"DMP1" 0.525187922022328 0.151478780538372 0.0216598142125115 0.0462889651061913
"IFNA2" 0.525175226693402 0.150357712058129 0.0205387457322686 0.0467198142631505
"GZMB" 0.524877626375381 0.153552716129926 0.0237337498040658 0.0479636925454689
"IFNK" 0.524867189724604 0.149164120088943 0.0193451537630826 0.0460512012727589
"GDF2" 0.524846355365778 0.147828921021833 0.0180099546959721 0.043870614594555
"CD38" 0.524718428508322 0.153290034946113 0.0234710686202525 0.0516064693043196
"MMRN2" 0.524651524903719 0.146824486036335 0.0170055197104748 0.0387075133443521
"CD5L" 0.524625121734957 0.144979805419148 0.0151608390932876 0.0236580811386731
"ASIP" 0.524620137065936 0.151680884600837 0.0218619182749761 0.0489200413440221
"FCAR" 0.524543069409644 0.151833231061456 0.0220142647355955 0.0398152887375757
"IFNA6" 0.524512966681847 0.151369322318797 0.0215503559929366 0.0457545808884378
"S100B" 0.524496299194793 0.151722403185888 0.0219034368600273 0.0417728327433294
"EXOC3-AS1" 0.524492599635745 0.146314735361665 0.0164957690358043 0.0414247946853964
"COL6A2" 0.524463626247026 0.151998306911845 0.0221793405859843 0.0455648435568051
"MPDZ" 0.52433682872864 0.151962839407338 0.0221438730814772 0.046452020848115
"REN" 0.524240289708962 0.155996644865388 0.026177678539527 0.0562314049289533
"IL15" 0.524015356519106 0.142330576921042 0.0125116105951809 0.0247366468077825
"PCDHA4" 0.523912314064053 0.149786242465103 0.0199672761392423 0.0419695373615969
"NECTIN2" 0.523886066666211 0.14624932446831 0.0164303581424491 0.0334462303233453
"IFNL3" 0.52386418085376 0.146087266588467 0.0162683002626061 0.0403854545512598
"NAALADL1" 0.523849382617588 0.15178946498395 0.021970498658089 0.0492042749781506
"IBSP" 0.523753310910629 0.149433078334183 0.0196141120083222 0.0430804118343755
"EBI3" 0.523742212233497 0.146598225838683 0.0167792595128222 0.0403962358768106
"CCL18" 0.52361222141152 0.149837238609392 0.0200182722835316 0.0414719230218733
"IFNA8" 0.523598669342604 0.149425213894573 0.0196062475687127 0.0415428666131553
"TNXB" 0.523567437275726 0.151134331554242 0.0213153652283814 0.039122603256893
"CCL11" 0.523537412433385 0.150973985317809 0.0211550189919487 0.0470272436651158
"TNF" 0.523480244510479 0.142891094706941 0.0130721283810806 0.0316211064786377
"SHH" 0.523317658626186 0.143606720929942 0.0137877546040815 0.0292786369702019
"IFNA13" 0.523289541977455 0.147726925000287 0.0179079586744261 0.0335023506026579
"IFNA1" 0.52303267575164 0.143636124196011 0.0138171578701505 0.023304037775419
"RSPO2" 0.523026600686265 0.14572368750028 0.0159047211744189 0.0366866512393074
"MATN1" 0.522952453734483 0.150761363747982 0.0209423974221218 0.0440951055187846
"COL19A1" 0.522933839111079 0.151328936948873 0.0215099706230121 0.0443068914083884
"HAS1" 0.522918106249471 0.151000968258705 0.0211820019328441 0.0390377166033285
"COL3A1" 0.522889950658006 0.150060805646453 0.0202418393205929 0.0434977635763224
"TNFSF9" 0.522838585201389 0.144030823359767 0.0142118570339066 0.0262683208364407
"JAG2" 0.522837806346854 0.148312869095171 0.0184939027693104 0.0399800518811061
"ICAM3" 0.522827798066072 0.152416929676988 0.0225979633511276 0.0494758341184842
"IFNA17" 0.522773317191312 0.148646060033934 0.0188270937080735 0.0402884491661646
"SPON2" 0.522759453580581 0.149106436698605 0.0192874703727439 0.0426968246764847
"CCL8" 0.522726118606463 0.151272631877938 0.0214536655520774 0.0480985271120447
"MFAP5" 0.522609056769773 0.142958330007101 0.0131393636812399 0.0331320602630056
"DLL4" 0.5225942585336 0.142333102999022 0.012514136673161 0.0264609126141956
"ADAM17" 0.522539193517936 0.148894921760345 0.0190759554344845 0.0459455533639749
"VSIG10" 0.522394871772504 0.150521401112609 0.020702434786748 0.0446519736086809
"IL21" 0.522384668778088 0.142501682253425 0.012682715927564 0.0339901902852588
"FAP" 0.522305692928189 0.146720633665595 0.0169016673397339 0.0365538768397582
"JAM3" 0.522277693107636 0.151988303916963 0.0221693375911025 0.046421499709642
"LTB" 0.522277498394001 0.136744825268841 0.00692585894297995 -0.0150451926828283
"IFNL4" 0.522276992138552 0.148148344191022 0.0183293778651613 0.0434887156313484
"IL1B" 0.522209114965783 0.142076924814791 0.0122579584889308 0.0263210141409954
"CD209" 0.522088859825502 0.149373237068823 0.0195542707429626 0.0485586288998037
"TRAF2" 0.522067791810316 0.152273656193565 0.0224546898677041 0.0461195837707429
"BTN1A1" 0.522062573484927 0.14834892687774 0.0185299605518798 0.0353720901165776
"IL36G" 0.52202382547178 0.141428859925529 0.0116098935996683 0.0161048418506188
"CCN6" 0.522012454195563 0.150958401711742 0.0211394353858818 0.0388354186076953
"CD14" 0.521932076407501 0.148813313854263 0.018994347528402 0.0400220212802312
"IL17A" 0.521902791476958 0.143691764556513 0.0138727982306519 0.0255477067359743
"ICAM1" 0.521868132450131 0.148753117037108 0.0189341507112471 0.0394449123291844
"EPO" 0.521867197824692 0.147655598703524 0.0178366323776634 0.0333043992456128
"CD274" 0.521860889102955 0.144283985065144 0.0144650187392835 0.0162077996474139
"BACE2" 0.521840015801399 0.150016976652094 0.0201980103262332 0.0464604130689525
"COL1A1" 0.52182755412883 0.145636308511977 0.0158173421861165 0.0330154992907106
"CD48" 0.521791064793841 0.149804912545164 0.0199859462193031 0.0508772242973912
"LILRB4" 0.521753562947957 0.150515446431828 0.0206964801059674 0.048471927129036
"WNT1" 0.521710803833955 0.141576099585925 0.0117571332600641 0.0184146853640227
"IL3" 0.521661658112768 0.140894086138157 0.0110751198122964 0.0236561557899886
"RECK" 0.521646392563868 0.146118730360283 0.0162997640344226 0.0378137005161085
"ROBO1" 0.521620261994205 0.149753449471821 0.0199344831459607 0.0421368855174475
"IL9" 0.521581903408327 0.146553387709275 0.0167344213834142 0.039147148763857
"DLL1" 0.52156305512857 0.145458050402389 0.0156390840765279 0.0311598687352735
"IGFL2" 0.521493269762187 0.145464448085978 0.0156454817601178 0.0171580757671839
"NCAM1" 0.521447161573687 0.151368770319987 0.0215498039941268 0.0388074507868992
"CEACAM1" 0.521436374438369 0.146618300623184 0.0167993342973232 0.035299019816457
"PROS1" 0.521354789425775 0.151313677588738 0.021494711262877 0.0396548977199324
"IL10" 0.521346338854058 0.141988594327883 0.0121696280020222 0.0305391719235665
"RBP3" 0.521318806346229 0.148406865439319 0.0185878991134582 0.0347332509695619
"TSLP" 0.521278461681292 0.145847590771144 0.016028624445283 0.0436466011545267
"ITGAL" 0.521202912791342 0.146966734053435 0.0171477677275749 0.0345316953099955
"HLA-C" 0.521184531824309 0.150281132911959 0.0204621665860984 0.0442685358022046
"CD47" 0.521098974653579 0.151130821550023 0.0213118552241622 0.0421627318719754
"TNFSF12" 0.521074479678439 0.141713030109436 0.011894063783575 0.0135113164199971
"PTPRZ1" 0.521040443735236 0.146293732017379 0.0164747656915188 0.0369668146530218
"SIRPB2" 0.520978719513294 0.15116530682247 0.0213463404966096 0.0432945961163184
"ALKAL1" 0.520967387179804 0.139559330331216 0.00974036400535547 0.0267222533038942
"GRN" 0.520925796347609 0.15054134877326 0.0207223824473989 0.0361184241391478
"ZG16B" 0.520896121989801 0.151296751781162 0.0214777854553013 0.0452605992385319
"DEFB1" 0.520857023492119 0.154624713574123 0.0248057472482625 0.0532957907584615
"CXADR" 0.520855972038499 0.150775462688368 0.0209564963625072 0.0373574716431434
"SYT1" 0.520850481114024 0.151507661827661 0.0216886955018004 0.044472806487312
"TGFBI" 0.520797363234701 0.150312636753705 0.0204936704278441 0.0453539432821962
"IFNE" 0.520776840417689 0.145725337608928 0.0159063712830677 0.0418582315727137
"IL36B" 0.520713363773044 0.140384709835322 0.0105657435094609 0.0147324828938286
"ICAM4" 0.520706431967679 0.150969921286861 0.021150954961 0.0463788423391996
"HAS2" 0.520687778401551 0.14901297251751 0.0191940061916498 0.0423659528442961
"SLPI" 0.520678821574393 0.146850817910756 0.0170318515848953 0.0394363586651416
"HLA-E" 0.520665853646379 0.149278560680895 0.0194595943550348 0.0346896872861057
"LAMA4" 0.520643578406665 0.151506922934707 0.0216879566088463 0.0456224942453804
"MXRA8" 0.520620134885145 0.151364939715574 0.0215459733897129 0.0441902976564869
"PF4" 0.52059968995359 0.143746310747317 0.0139273444214563 0.00929274355871664
"COL5A1" 0.520563628988592 0.146878688201929 0.0170597218760689 0.037270281851627
"SIRPA" 0.520550154805128 0.150279163005071 0.0204601966792103 0.0399291121438398
"MSN" 0.520537654189835 0.151678637759589 0.0218596714337281 0.0434151192742408
"BMP1" 0.520532903177166 0.146791046512131 0.0169720801862702 0.0387371962332767
"CDH9" 0.520532046437178 0.14006353201725 0.0102445656913897 0.0289235826447683
"DHH" 0.520497114811257 0.149709633697349 0.0198906673714885 0.0422904002618207
