"","gene_short_name","term","q_value","normalized_effect"
"1","A1BG","tissueIEL",0.632590599812861,-0.38222728239542
"2","A1BG-AS1","tissueIEL",1,0.418502865673501
"3","A2M","tissueIEL",1,-0.414121332526705
"4","A2M-AS1","tissueIEL",1,-2.12364753218965e-11
"5","A4GALT","tissueIEL",1,-2.12364753218965e-11
"6","AAAS","tissueIEL",5.93009596396809e-09,0.994838572893347
"7","AACS","tissueIEL",1,-0.451528463365277
"8","AAGAB","tissueIEL",8.20285309498674e-18,1.07499696272204
"9","AAK1","tissueIEL",1.87178105331946e-09,0.52111374745501
"10","AAMDC","tissueIEL",1,0.223334881769009
"11","AAMP","tissueIEL",1,-0.240199671839969
"12","AAR2","tissueIEL",1,0.323135414653999
"13","AARS","tissueIEL",0.318701913891205,0.457329892714137
"14","AARS2","tissueIEL",1,0.607426989528489
"15","AARSD1","tissueIEL",0.0107429535396898,0.614514277178323
"16","AASDH","tissueIEL",0.00143582329310735,0.847627877724237
"17","AASDHPPT","tissueIEL",0.673045372619685,0.410790943093564
"18","AASS","tissueIEL",1,0.242726086382317
"19","AATF","tissueIEL",0.000225528793260717,0.456108026432012
"20","AATK","tissueIEL",1,0.317001758059188
"21","ABALON","tissueIEL",0.597554768451257,0.754411578950767
"22","ABAT","tissueIEL",1,0.232284364408587
"23","ABCA1","tissueIEL",1,-0.482311994522906
"24","ABCA10","tissueIEL",1,-0.0399419032202246
"25","ABCA2","tissueIEL",1,0.402146369204868
"26","ABCA3","tissueIEL",1,0.601917759009828
"27","ABCA5","tissueIEL",0.045058663995874,0.53328768465723
"28","ABCA7","tissueIEL",1.99108548021377e-09,0.970762193703813
"29","ABCB1","tissueIEL",1,-0.15297221458584
"30","ABCB10","tissueIEL",0.349751012641333,0.753782689704208
"31","ABCB6","tissueIEL",1,0.0727637891867746
"32","ABCB7","tissueIEL",1,0.177687185718725
"33","ABCB8","tissueIEL",1.28364312844093e-11,1.15345832068778
"34","ABCB9","tissueIEL",1,-0.0380832275948289
"35","ABCC1","tissueIEL",1,-0.147723144377918
"36","ABCC10","tissueIEL",5.62675172553878e-06,0.941005274792616
"37","ABCC11","tissueIEL",1,0.735451709947154
"38","ABCC4","tissueIEL",1,0.975881100319933
"39","ABCC5","tissueIEL",1,0.400829168944558
"40","ABCD1","tissueIEL",1,0.523025084020532
"41","ABCD2","tissueIEL",5.43032818328008e-23,1.46556724155185
"42","ABCD3","tissueIEL",1,0.294354013946217
"43","ABCD4","tissueIEL",1,0.390080803470909
"44","ABCE1","tissueIEL",1,-0.277557569106333
"45","ABCF1","tissueIEL",5.60415153698101e-25,-0.876670138593906
"46","ABCF2","tissueIEL",1,0.0564919595670323
"47","ABCF3","tissueIEL",0.221795954181205,-0.622625402834248
"48","ABCG1","tissueIEL",1,0.035467056047748
"49","ABCG2","tissueIEL",1,0.0333672750135769
"50","ABHD10","tissueIEL",6.75068346967562e-12,1.09831718295255
"51","ABHD11","tissueIEL",1,0.632944271432866
"52","ABHD12","tissueIEL",1,-0.100970825008229
"53","ABHD13","tissueIEL",1,0.277338646427839
"54","ABHD14A","tissueIEL",1,0.122955896847084
"55","ABHD14B","tissueIEL",1,0.135541008733117
"56","ABHD15","tissueIEL",0.996461265101939,0.700022273080243
"57","ABHD15-AS1","tissueIEL",1,0.459248298977679
"58","ABHD16A","tissueIEL",1,0.0157509598808818
"59","ABHD17A","tissueIEL",1.26729686478545e-07,0.477821290481225
"60","ABHD17B","tissueIEL",1,0.0739342787717969
"61","ABHD18","tissueIEL",1,0.437537092811696
"62","ABHD2","tissueIEL",0.0022087489705977,0.664668640653114
"63","ABHD3","tissueIEL",1,-0.247270342694548
"64","ABHD4","tissueIEL",1,0.484068775987357
"65","ABHD5","tissueIEL",1,0.182411286413398
"66","ABHD6","tissueIEL",1,0.303154658918491
"67","ABHD8","tissueIEL",0.2146089699655,0.663586212774082
"68","ABI1","tissueIEL",1,-0.0986974154377989
"69","ABI2","tissueIEL",1,0.395670729132887
"70","ABI3","tissueIEL",8.04326397975645e-163,2.33669044127817
"71","ABITRAM","tissueIEL",1,0.0213833771208348
"72","ABL1","tissueIEL",1,0.0823961102303852
"73","ABL2","tissueIEL",1,0.0446072270598842
"74","ABLIM1","tissueIEL",1,-0.113499708274114
"75","ABLIM2","tissueIEL",1,-0.250996395006344
"76","ABR","tissueIEL",1,0.349530258715833
"77","ABRACL","tissueIEL",1,-0.140224402979552
"78","ABRAXAS1","tissueIEL",1,-0.131973845446975
"79","ABRAXAS2","tissueIEL",0.381944956622595,0.606072282042425
"80","ABT1","tissueIEL",1.990692360462e-07,-0.79577368943818
"81","ABTB1","tissueIEL",8.01678945455552e-17,0.947373351616082
"82","ABTB2","tissueIEL",1,-0.241460316010809
"83","AC000065.1","tissueIEL",1,-0.0201091723655615
"84","AC002091.1","tissueIEL",1,-2.12364753218965e-11
"85","AC002091.2","tissueIEL",1,-0.0201091723655615
"86","AC002116.2","tissueIEL",1,1.30031182884083
"87","AC002306.1","tissueIEL",1,-0.917800416867509
"88","AC002310.1","tissueIEL",0.00753198995621256,0.870056940349087
"89","AC002331.1","tissueIEL",1,-0.127718922171793
"90","AC002454.1","tissueIEL",1,-2.12364753218965e-11
"91","AC002460.2","tissueIEL",1,-0.274034982996547
"92","AC002463.1","tissueIEL",1,0.643184352052158
"93","AC002467.1","tissueIEL",1,0.13055888680526
"94","AC003681.1","tissueIEL",1,0.505433582517719
"95","AC004039.1","tissueIEL",1,-0.642884974391328
"96","AC004083.1","tissueIEL",1,-2.12364753218965e-11
"97","AC004241.1","tissueIEL",0.00177781017570901,0.975998727854635
"98","AC004253.1","tissueIEL",1,-0.310757896204708
"99","AC004551.1","tissueIEL",1,0.462891650039247
"100","AC004556.3","tissueIEL",1,-0.462487387928529
"101","AC004585.1","tissueIEL",0.0178996929820531,1.52993652852915
"102","AC004596.1","tissueIEL",0.0247634212865304,1.46288384536901
"103","AC004687.1","tissueIEL",1,0.413374854059006
"104","AC004771.3","tissueIEL",0.128123825881308,0.771838670131381
"105","AC004797.1","tissueIEL",0.266394634675421,0.729533086290668
"106","AC004812.2","tissueIEL",1,-0.0918865261344604
"107","AC004816.1","tissueIEL",1,0.340240335358935
"108","AC004817.3","tissueIEL",1,-0.164425822811696
"109","AC004817.5","tissueIEL",1,0.180127150147758
"110","AC004832.6","tissueIEL",0.000367276526640104,0.988522688270708
"111","AC004837.4","tissueIEL",1,0.464780366145504
"112","AC004847.1","tissueIEL",1,0.198442925852561
"113","AC004854.2","tissueIEL",2.00815968061493e-07,1.01162843589656
"114","AC004865.2","tissueIEL",1,0.846314715343027
"115","AC004895.1","tissueIEL",1,0.484345644879745
"116","AC004906.1","tissueIEL",0.893068939327702,0.826205534841591
"117","AC004917.1","tissueIEL",1,-2.12364753218965e-11
"118","AC004938.2","tissueIEL",0.434280239202749,0.656543504484554
"119","AC004943.2","tissueIEL",2.75282066563601e-18,1.67993008351312
"120","AC004951.1","tissueIEL",0.00032422397276823,0.896680971504288
"121","AC004974.1","tissueIEL",1,0.243244599828085
"122","AC005037.1","tissueIEL",1,-0.111903300977011
"123","AC005041.5","tissueIEL",1,0.308908133704821
"124","AC005052.2","tissueIEL",3.3065868558651e-10,1.33664239379374
"125","AC005070.3","tissueIEL",1,-0.295251548123643
"126","AC005083.1","tissueIEL",1,0.619944384270664
"127","AC005225.2","tissueIEL",1,-0.0167195872541791
"128","AC005229.4","tissueIEL",1,-0.549122042503882
"129","AC005237.1","tissueIEL",1,-0.114021891913004
"130","AC005261.1","tissueIEL",1,-0.137022031765713
"131","AC005264.1","tissueIEL",1,0.161352706728607
"132","AC005332.1","tissueIEL",1,-0.114732996852717
"133","AC005332.4","tissueIEL",0.0270903681073324,0.699491269072072
"134","AC005332.5","tissueIEL",1,-0.127718922195393
"135","AC005332.6","tissueIEL",1,0.584913956388072
