,log2fold,pval_adj
TRAV13-2,2.8932998180389404,0.021102525233837405
TRBV7-2,2.52524733543396,0.20480480611674842
ANKRD28,0.7621321678161621,0.20480480611674842
SAMSN1,0.5397661924362183,0.22567064338282533
NEDD9,0.5708587765693665,0.2637759172471431
TRAV30,4.020869255065918,0.38548172569206174
TRGC1,1.8526097536087036,0.49981519051358086
CCND2,0.7958887815475464,0.5556119438132285
ARID4B,0.38325488567352295,0.7799093377194312
SKAP1,0.3309781849384308,0.8143294394847803
CLIC3,0.7744778394699097,0.9426953069559371
CD96,0.33087143301963806,0.9426953069559371
VCP,0.4176449477672577,1.0
BAX,0.6017950773239136,1.0
RASGEF1B,0.3772491216659546,1.0
CLEC2B,0.4100123941898346,1.0
LSP1,0.2749052345752716,1.0
BTN3A2,0.531601071357727,1.0
SH3BGRL3,0.25175008177757263,1.0
ANKRD44,0.4518783688545227,1.0
GNG2,0.4327308237552643,1.0
ACTN4,0.50643390417099,1.0
FYB1,0.293499231338501,1.0
CKLF,0.4360070526599884,1.0
PSMB8,0.37014567852020264,1.0
SYTL3,0.5539138913154602,1.0
AOAH,0.36206263303756714,1.0
TRGV10,0.8387994170188904,1.0
TRAV4,1.5592496395111084,1.0
RGS1,0.4191878139972687,1.0
TRBV3-1,2.2408931255340576,1.0
RORA,0.37388065457344055,1.0
IFNG,0.6240807175636292,1.0
STK17B,0.21250507235527039,1.0
GZMA,0.5774629712104797,1.0
ABI3,0.36597302556037903,1.0
TRAV26-2,2.801966905593872,1.0
GAPDH,0.25450584292411804,1.0
LINC00892,1.2476288080215454,1.0
IL22,1.8460415601730347,1.0
ARPC5,0.4209325313568115,1.0
RHOA,0.2393718808889389,1.0
ACTR3,0.27301278710365295,1.0
AL139807.1,0.8475776314735413,1.0
INPP5D,0.5066860318183899,1.0
SH3BP1,0.41447538137435913,1.0
CYTOR,0.34882205724716187,1.0
CD3E,0.12184597551822662,1.0
ARPC4,0.3486461043357849,1.0
SEPTIN7,0.27879369258880615,1.0
ATP2B4,0.5675463080406189,1.0
ABCB1,0.4110904932022095,1.0
CCNI,0.25161972641944885,1.0
MAST4,0.5827061533927917,1.0
CD69,0.24881692230701447,1.0
RILPL2,0.630297839641571,1.0
RAP1B,0.33420947194099426,1.0
CBLB,0.305240660905838,1.0
GABARAPL1,0.44696635007858276,1.0
CYTIP,0.30822479724884033,1.0
FASLG,0.911063551902771,1.0
PARP14,0.5269877910614014,1.0
CTSC,0.35770535469055176,1.0
ATF3,0.3997538685798645,1.0
PSMB10,0.3337671160697937,1.0
ACTG1,0.21941909193992615,1.0
SUPT3H,0.5513302087783813,1.0
ARPC2,0.18191935122013092,1.0
CRIP1,0.272612601518631,1.0
CD53,0.2965974807739258,1.0
AL390957.1,0.9582780003547668,1.0
AKR1A1,0.6715593338012695,1.0
ZNF207,0.3405156433582306,1.0
PTPRC,0.14478571712970734,1.0
UBL7,0.6353240013122559,1.0
VIM,0.2799385190010071,1.0
EVL,0.14607058465480804,1.0
KDM5A,0.4188670814037323,1.0
NDFIP2,0.5210071206092834,1.0
MGAT1,0.5874555110931396,1.0
TBXAS1,0.8786212205886841,1.0
ISG15,0.37447604537010193,1.0
SCAF11,0.33581313490867615,1.0
ATF7IP,0.24331848323345184,1.0
PTPN4,0.44504615664482117,1.0
ARPC3,0.1709217131137848,1.0
KHDC4,0.7927972078323364,1.0
TNF,0.8224610686302185,1.0
PSMD6,0.5097835063934326,1.0
RSRC2,0.2342526614665985,1.0
MR1,0.7035068869590759,1.0
NPEPPS,0.5014718770980835,1.0
TMSB4X,0.09978244453668594,1.0
SYTL2,0.873548686504364,1.0
DDB1,0.5857964754104614,1.0
CHIC2,0.3497723937034607,1.0
HNRNPA2B1,0.14371716976165771,1.0
HCLS1,0.22099317610263824,1.0
B2M,0.05159957706928253,1.0
TBC1D20,1.0186543464660645,1.0
TRAV8-4,1.9682978391647339,1.0
EIF3M,0.31278517842292786,1.0
PPP1R12A,0.29003533720970154,1.0
PIM2,0.41504526138305664,1.0
MCOLN2,0.5300713777542114,1.0
NCF4,0.673244297504425,1.0
BAZ1A,0.3670889735221863,1.0
NSL1,0.703125,1.0
CLIC1,0.18644268810749054,1.0
PML,0.5868579745292664,1.0
SNW1,0.399509072303772,1.0
ST6GALNAC6,0.6748946309089661,1.0
MTR,0.6121821403503418,1.0
GLCCI1,0.49489524960517883,1.0
ZC3H13,0.48431047797203064,1.0
PLEKHF1,0.5126644968986511,1.0
CORO1A,0.16066594421863556,1.0
TRIM8,0.5050665736198425,1.0
ITK,0.3324655294418335,1.0
HADHB,0.5608907341957092,1.0
ITGAL,0.3217456042766571,1.0
SMARCA2,0.35423099994659424,1.0
KCNAB2,0.5802149772644043,1.0
TMBIM6,0.1934988647699356,1.0
TLN1,0.2528018355369568,1.0
MCL1,0.2717055082321167,1.0
CD40LG,0.9818915724754333,1.0
TRA2B,0.17029759287834167,1.0
ACTR2,0.22563017904758453,1.0
MFSD10,0.42343148589134216,1.0
PSMA3-AS1,0.4638560116291046,1.0
HMGB1,0.1615385264158249,1.0
GBP2,0.2961064875125885,1.0
RDX,0.6902226209640503,1.0
MAD2L2,0.5216947793960571,1.0
NCOR1,0.32795512676239014,1.0
OSTF1,0.27621087431907654,1.0
IL12RB1,0.6684092283248901,1.0
RAB33A,0.5805662870407104,1.0
CD6,0.20856858789920807,1.0
ITGA4,0.29596203565597534,1.0
MAN2B1,0.6799479722976685,1.0
COX17,0.4019169509410858,1.0
SUB1,0.20668348670005798,1.0
PIM1,0.505117654800415,1.0
MON2,0.44287988543510437,1.0
PCED1B,0.5019117593765259,1.0
CDC14B,2.2813477516174316,1.0
SRRM2,0.2626349627971649,1.0
PCBD1,0.7256686091423035,1.0
SP140,0.2952428460121155,1.0
ETFDH,0.7815353870391846,1.0
GPR34,0.5895606875419617,1.0
CUL1,0.5642661452293396,1.0
RUNX2,0.7717799544334412,1.0
CHCHD3,0.4591448903083801,1.0
CMIP,0.4441133737564087,1.0
UBE4A,0.427709698677063,1.0
CBX3,0.2873134911060333,1.0
ERCC6L2,0.6747310161590576,1.0
SON,0.17586331069469452,1.0
HLA-DRB5,0.5024927258491516,1.0
RALGDS,0.379489541053772,1.0
PPP3CA,0.5774553418159485,1.0
PARK7,0.22401650249958038,1.0
HIGD2A,0.21530386805534363,1.0
JAK1,0.25082865357398987,1.0
PPP4R3B,0.36900362372398376,1.0
HDAC1,0.3496147692203522,1.0
GOLT1B,0.638560950756073,1.0
UNK,0.6077878475189209,1.0
PPP1R16B,0.27346837520599365,1.0
PHF11,0.39925330877304077,1.0
CENPK,0.5507895946502686,1.0
MAP4,0.3397248089313507,1.0
BCL2L11,0.9874170422554016,1.0
TAX1BP1,0.26362454891204834,1.0
UBE2D3,0.13752199709415436,1.0
POLD4,0.2759159505367279,1.0
PRDM1,0.4322596490383148,1.0
SF3A1,0.33798548579216003,1.0
RNF213,0.2028801441192627,1.0
RAPGEF1,0.3948156535625458,1.0
ROCK1,0.2628491520881653,1.0
PFN1,0.1509758085012436,1.0
CTSS,0.46174952387809753,1.0
TRAF6,0.9417930245399475,1.0
UBE3A,0.34560588002204895,1.0
SLC30A9,0.5206594467163086,1.0
SMARCB1,0.4786173403263092,1.0
ALOX5AP,0.19324876368045807,1.0
KLF6,0.19589471817016602,1.0
HSPA9,0.2422051727771759,1.0
ADA,0.5529316067695618,1.0
LINC00426,0.7378450632095337,1.0
SLC20A2,1.0093106031417847,1.0
TASOR,0.36632993817329407,1.0
CD200R1,0.6809599995613098,1.0
TCF12,0.4882602393627167,1.0
BECN1,0.42306193709373474,1.0
PHYKPL,0.3076140582561493,1.0
RGL4,0.3685492277145386,1.0
KIF21A,0.7966182827949524,1.0
AC010609.1,1.228170394897461,1.0
CD63,0.26842424273490906,1.0
CD5,0.3104989230632782,1.0
TRBC2,0.14983391761779785,1.0
ZNF101,1.0701916217803955,1.0
