,0
226,AC012306.2
227,AC012313.1
228,AC012358.3
229,AC012360.3
230,AC012368.1
231,AC012447.1
232,AC012507.3
233,AC012615.1
234,AC012640.2
235,AC012645.3
236,AC013264.1
237,AC013400.1
238,AC013460.1
239,AC013472.2
240,AC013652.1
241,AC015813.1
242,AC015849.1
243,AC015871.1
244,AC015912.3
245,AC015923.1
246,AC015971.1
247,AC015982.2
248,AC016065.1
249,AC016074.2
250,AC016405.3
251,AC016590.1
252,AC016596.1
253,AC016727.1
254,AC016831.1
255,AC016831.5
256,AC016831.7
257,AC016876.1
258,AC017002.1
259,AC017002.5
260,AC017083.1
261,AC017083.2
262,AC018362.1
263,AC018521.5
264,AC018754.1
265,AC018797.3
266,AC018816.1
267,AC018845.3
268,AC019163.1
269,AC019205.1
270,AC020659.1
271,AC020765.2
272,AC020911.2
273,AC020913.1
274,AC020915.2
275,AC020916.1
276,AC021028.1
277,AC021054.1
278,AC021092.1
279,AC021188.1
280,AC021683.5
281,AC021752.1
282,AC022075.1
283,AC022098.1
284,AC022098.4
285,AC022126.1
286,AC022182.1
287,AC022182.2
288,AC022210.2
289,AC022211.2
290,AC022217.3
291,AC022364.1
292,AC022706.1
293,AC022893.1
294,AC022916.1
295,AC023157.3
296,AC023424.3
297,AC023509.3
298,AC023509.6
299,AC023908.3
300,AC024257.3
301,AC024909.1
302,AC024940.1
303,AC025031.2
304,AC025159.1
305,AC025164.1
306,AC025165.2
307,AC025171.1
308,AC025171.2
309,AC025171.3
310,AC025181.2
311,AC025259.3
312,AC025682.1
313,AC025917.1
314,AC025946.1
315,AC026202.2
316,AC026341.1
317,AC026347.1
318,AC026470.2
319,AC026471.1
320,AC026979.2
321,AC027018.1
322,AC027097.1
323,AC027097.2
324,AC027243.3
325,AC027290.1
326,AC027644.3
327,AC034102.3
328,AC034102.5
329,AC034102.6
330,AC034236.2
331,AC040970.1
332,AC044849.1
333,AC046134.2
334,AC048341.1
335,AC048382.5
336,AC051619.4
337,AC053513.1
338,AC053527.2
339,AC053545.1
340,AC055733.2
341,AC055839.2
342,AC058791.1
343,AC060780.1
344,AC064807.1
345,AC064836.4
346,AC067751.1
347,AC067852.2
348,AC067945.4
349,AC068193.1
350,AC068282.1
351,AC068338.2
352,AC068587.4
353,AC068631.1
354,AC068724.3
355,AC068888.1
356,AC069431.1
357,AC069544.1
358,AC072022.2
359,AC072061.1
360,AC073111.4
361,AC073167.1
362,AC073332.1
363,AC073342.1
364,AC073343.2
365,AC073389.1
366,AC073475.1
367,AC073517.1
368,AC073896.2
369,AC073934.1
370,AC074032.1
371,AC074117.1
372,AC074366.1
373,AC078785.1
374,AC078795.1
375,AC078846.1
376,AC078881.1
377,AC078883.1
378,AC078923.1
379,AC078929.1
380,AC079305.1
381,AC079305.3
382,AC079447.1
383,AC079781.5
384,AC079793.1
385,AC079807.1
386,AC079921.1
387,AC079922.2
388,AC080112.4
389,AC083798.2
390,AC083862.3
391,AC083870.1
392,AC083880.1
393,AC083949.1
394,AC084018.2
395,AC084026.2
396,AC084198.2
397,AC084262.1
398,AC087164.1
399,AC087239.1
400,AC087286.2
401,AC087286.4
402,AC087362.1
403,AC087500.1
404,AC087623.2
405,AC087854.1
406,AC090061.1
407,AC090125.1
408,AC090152.1
409,AC090517.5
410,AC090617.4
411,AC090772.2
412,AC090825.1
413,AC090971.2
414,AC091045.1
415,AC091114.1
416,AC091180.2
417,AC091271.1
418,AC091729.3
419,AC091814.1
420,AC092053.2
421,AC092053.3
422,AC092120.3
423,AC092164.1
424,AC092279.1
425,AC092295.2
426,AC092329.4
427,AC092343.1
428,AC092580.2
429,AC092580.4
430,AC092617.1
431,AC092652.1
432,AC092652.2
433,AC092683.1
434,AC092745.5
435,AC092755.2
436,AC092803.1
437,AC092821.3
438,AC092835.1
439,AC092902.4
440,AC092910.3
441,AC092944.1
442,AC093010.2
443,AC093019.2
444,AC093157.1
445,AC093249.6
446,AC093323.1
447,AC093423.2
448,AC093462.1
449,AC093484.3
450,AC093495.1
451,AC093510.1
452,AC093535.1
453,AC093635.1
454,AC096564.1
455,AC096677.1
456,AC096734.2
457,AC097376.3
458,AC097382.3
459,AC097534.2
460,AC097713.1
461,AC098484.4
462,AC098829.1
463,AC099063.1
464,AC099063.4
465,AC099343.3
466,AC099518.4
467,AC099778.1
468,AC099811.4
469,AC100778.3
470,AC100810.1
471,AC103591.3
472,AC103724.3
473,AC104078.1
474,AC104078.2
475,AC104109.2
476,AC104123.1
477,AC104170.1
478,AC104316.1
479,AC104365.1
480,AC104461.1
481,AC104472.4
482,AC104506.1
483,AC104596.1
484,AC104695.2
485,AC104850.2
486,AC104984.2
487,AC105020.6
488,AC105052.4
489,AC105916.1
490,AC106791.1
491,AC106818.2
492,AC107081.2
493,AC107214.1
494,AC107959.1
495,AC108047.1
496,AC108134.3
497,AC108519.1
498,AC109446.3
499,AC109472.1
500,AC109587.1
501,AC110769.2
502,AC111182.1
503,AC112907.3
504,AC113410.4
505,AC114271.1
506,AC114316.1
507,AC114488.2
508,AC114760.2
509,AC114947.2
510,AC114956.3
511,AC115618.1
512,AC116348.2
513,AC116366.1
514,AC116366.2
515,AC116407.2
516,AC117382.2
517,AC118549.1
518,AC119396.1
519,AC120193.1
520,AC121338.1
521,AC121761.1
522,AC122719.3
523,AC123595.1
524,AC123768.3
525,AC123912.1
526,AC124014.1
527,AC124016.1
528,AC124248.1
529,AC125494.1
530,AC125611.3
531,AC127070.1
532,AC127502.2
533,AC127521.1
534,AC127526.2
535,AC131237.1
536,AC131571.1
537,AC131971.1
538,AC132192.2
539,AC132938.3
540,AC133644.2
541,AC135457.1
542,AC136475.1
543,AC136475.3
544,AC137810.1
545,AC138150.1
546,AC139530.1
547,AC139720.1
548,AC139887.2
549,AC141424.1
550,AC144652.1
551,AC145124.1
552,AC145285.6
553,AC147067.1
554,AC147651.4
555,AC211433.1
556,AC211476.2
557,AC215522.2
558,AC231533.1
559,AC231981.1
560,AC233976.1
561,AC234582.1
562,AC239799.2
563,AC242426.2
564,AC242842.1
565,AC243829.1
566,AC243829.4
567,AC243960.1
568,AC243960.3
569,AC243965.1
570,AC244090.1
571,AC244131.2
572,AC244197.2
573,AC244502.1
574,AC245014.3
575,AC245033.2
576,AC245060.5
577,AC245297.3
578,AC245407.2
579,AC246785.3
580,AC253572.2
581,ACAA1
582,ACAA2
583,ACACA
584,ACACB
585,ACAD10
586,ACAD11
587,ACAD8
588,ACAD9
589,ACADM
590,ACADS
591,ACADSB
592,ACADVL
593,ACAP1
594,ACAP2
595,ACAP3
596,ACAT1
597,ACAT2
598,ACBD3
599,ACBD4
600,ACBD5
601,ACBD6
602,ACCS
603,ACD
604,ACER2
605,ACER3
606,ACIN1
607,ACLY
608,ACO1
609,ACO2
610,ACOT13
611,ACOT2
612,ACOT4
613,ACOT7
614,ACOT8
615,ACOT9
616,ACOX1
617,ACOX3
618,ACOXL
619,ACP1
620,ACP2
621,ACP5
622,ACP6
623,ACSF2
624,ACSF3
625,ACSL1
626,ACSL3
627,ACSL4
628,ACSL5
629,ACSL6
630,ACSS1
631,ACSS2
632,ACTA2
633,ACTB
634,ACTG1
635,ACTL6A
636,ACTN4
637,ACTR10
638,ACTR1A
639,ACTR1B
640,ACTR2
641,ACTR3
642,ACTR3B
643,ACTR3C
644,ACTR5
645,ACTR6
646,ACTR8
647,ACVR1
648,ACVR2A
649,ACY1
650,ACYP1
651,ACYP2
652,AD000090.1
653,ADA
654,ADA2
655,ADAL
656,ADAM10
657,ADAM12
658,ADAM15
659,ADAM17
660,ADAM19
661,ADAM22
662,ADAM23
663,ADAM28
664,ADAM8
665,ADAM9
666,ADAMTS10
667,ADAMTS17
668,ADAMTSL4-AS1
669,ADAMTSL5
670,ADAP1
671,ADAR
672,ADARB1
673,ADARB2
674,ADAT1
675,ADAT2
676,ADAT3
677,ADCK2
678,ADCK5
679,ADCY3
680,ADCY7
681,ADCY9
682,ADD1
683,ADD3
684,ADGRE5
685,ADGRF3
686,ADGRG1
687,ADGRG5
688,ADGRL1
689,ADGRV1
690,ADH5
691,ADHFE1
692,ADI1
693,ADIPOR1
694,ADIPOR2
695,ADK
696,ADNP
697,ADNP-AS1
698,ADNP2
699,ADO
700,ADORA2A
701,ADPGK
702,ADPGK-AS1
703,ADPRHL2
704,ADPRM
705,ADRB2
706,ADRM1
707,ADSL
708,ADSS
709,ADTRP
710,AEBP2
711,AEN
712,AF111167.1
713,AF117829.1
714,AF129075.2
715,AF165147.1
716,AF213884.3
717,AF274853.1
718,AFAP1
719,AFAP1L2
720,AFDN
721,AFF1
722,AFF3
723,AFF4
724,AFG1L
725,AFG3L2
726,AFMID
727,AFTPH
728,AGA
729,AGAP2
730,AGAP3
731,AGAP4
732,AGBL2
733,AGBL3
734,AGBL5
735,AGER
736,AGFG1
737,AGFG2
738,AGGF1
739,AGK
740,AGL
741,AGO1
742,AGO2
743,AGO3
744,AGO4
745,AGPAT1
746,AGPAT2
747,AGPAT3
748,AGPAT4
749,AGPAT5
750,AGPS
751,AGTPBP1
752,AGTRAP
753,AHCTF1
754,AHCY
755,AHCYL1
756,AHCYL2
757,AHDC1
758,AHI1
759,AHNAK
760,AHR
761,AHRR
762,AHSA1
763,AIDA
764,AIF1
765,AIFM1
766,AIFM2
767,AIG1
768,AIM2
769,AIMP1
770,AIMP2
771,AIP
772,AJM1
773,AK1
774,AK2
775,AK3
776,AK6
777,AK9
778,AKAP1
779,AKAP10
780,AKAP11
781,AKAP13
782,AKAP17A
783,AKAP5
784,AKAP7
785,AKAP8
786,AKAP8L
787,AKAP9
788,AKIP1
789,AKIRIN1
790,AKIRIN2
791,AKNA
792,AKR1A1
793,AKR1B1
794,AKR7A2
795,AKT1
796,AKT1S1
797,AKT2
798,AKT3
799,AKTIP
800,AL008635.1
801,AL020997.5
802,AL021155.5
803,AL021707.1
804,AL021918.5
805,AL022157.1
806,AL022345.4
807,AL031428.1
808,AL031602.2
809,AL031727.2
810,AL031772.1
811,AL031963.3
812,AL035071.2
813,AL035427.1
814,AL035530.2
815,AL035587.2
816,AL035634.1
817,AL035661.2
818,AL049780.2
819,AL049828.1
820,AL049869.3
821,AL050309.1
822,AL050341.2
823,AL078459.1
824,AL078600.1
825,AL080250.1
826,AL080276.2
827,AL096677.1
828,AL096794.1
829,AL096870.8
830,AL109628.2
831,AL109761.1
832,AL109914.1
833,AL110114.1
834,AL117332.1
835,AL117336.2
836,AL117381.1
837,AL118516.1
838,AL118558.3
839,AL121574.1
840,AL121601.1
841,AL121603.2
842,AL121820.1
843,AL121832.2
844,AL121944.1
845,AL121985.1
846,AL122035.1
847,AL132780.1
848,AL133268.4
849,AL133338.1
850,AL133405.2
851,AL133415.1
852,AL133477.2
853,AL133480.1
854,AL133493.1
855,AL133523.1
856,AL135791.1
857,AL135818.1
858,AL135905.2
859,AL135925.1
860,AL135999.1
861,AL136038.3
862,AL136038.5
863,AL136040.2
864,AL136320.1
865,AL136368.1
866,AL136419.3
867,AL136454.1
868,AL136456.1
869,AL136962.1
870,AL136987.1
871,AL137003.1
872,AL137009.1
873,AL137060.3
874,AL137779.2
875,AL137856.1
876,AL137857.1
877,AL138720.1
878,AL138724.1
879,AL138778.1
880,AL138828.1
881,AL138930.1
882,AL138963.4
883,AL139011.1
884,AL139089.1
885,AL139099.1
886,AL139106.1
887,AL139246.3
888,AL139246.5
889,AL139260.1
890,AL139274.2
891,AL139383.1
892,AL139393.3
893,AL139807.1
894,AL157392.3
895,AL157394.3
896,AL157402.2
897,AL157756.1
898,AL157786.1
899,AL157911.1
900,AL157912.1
901,AL157938.2
902,AL158071.1
903,AL158071.3
904,AL158071.4
905,AL158152.1
906,AL158198.1
907,AL158207.2
908,AL158832.1
909,AL160408.2
910,AL161421.1
911,AL161725.1
912,AL162231.2
913,AL162253.2
914,AL162258.2
915,AL162377.1
916,AL162458.1
917,AL163973.2
918,AL353194.1
919,AL353660.1
920,AL353708.3
921,AL353719.1
922,AL353759.1
923,AL353807.5
924,AL354696.2
925,AL354707.1
926,AL354710.2
927,AL354733.3
928,AL354740.1
929,AL354920.1
930,AL355001.2
931,AL355075.4
932,AL355304.1
933,AL355490.2
934,AL355916.1
935,AL356234.2
936,AL356417.1
937,AL356417.3
938,AL356481.1
939,AL356488.3
940,AL356512.1
941,AL356599.1
942,AL357054.4
943,AL357992.1
944,AL358790.1
945,AL359220.1
946,AL359232.1
947,AL359513.1
948,AL360091.3
949,AL360178.1
950,AL360270.3
951,AL365272.1
952,AL365295.1
953,AL365356.1
954,AL365361.1
955,AL390728.5
956,AL390728.6
957,AL390957.1
958,AL391069.2
959,AL391832.4
960,AL391839.1
961,AL391839.3
962,AL391863.1
963,AL392023.2
964,AL392046.1
965,AL392086.3
966,AL392172.1
967,AL441883.1
968,AL441992.1
969,AL442067.3
970,AL445524.1
971,AL450322.2
972,AL450326.1
973,AL450352.1
974,AL450992.1
975,AL450992.3
976,AL450998.2
977,AL451085.1
978,AL451085.2
979,AL451165.2
980,AL499604.1
981,AL512625.3
982,AL512662.2
983,AL512791.2
984,AL513303.1
985,AL513550.1
986,AL589990.1
987,AL590006.1
988,AL590068.4
989,AL590550.1
990,AL590764.1
991,AL591043.2
992,AL591368.1
993,AL591518.1
994,AL591846.2
995,AL591895.1
996,AL592183.1
997,AL592295.4
998,AL592429.2
999,AL603756.1
1000,AL603839.3
1001,AL606489.1
1002,AL606760.3
1003,AL606807.1
1004,AL627171.1
1005,AL627171.2
1006,AL645465.1
1007,AL645568.1
1008,AL645728.1
1009,AL645941.3
1010,AL662844.4
1011,AL683807.1
1012,AL691403.1
1013,AL691432.2
1014,AL731577.2
1015,ALAD
1016,ALAS1
1017,ALCAM
1018,ALDH16A1
1019,ALDH18A1
1020,ALDH3A2
1021,ALDH5A1
1022,ALDH6A1
1023,ALDH9A1
1024,ALDOA
1025,ALDOC
1026,ALG1
1027,ALG10
1028,ALG10B
1029,ALG11
1030,ALG12
1031,ALG13
1032,ALG14
1033,ALG1L2
1034,ALG1L9P
1035,ALG2
1036,ALG3
1037,ALG5
1038,ALG6
1039,ALG8
1040,ALG9
1041,ALKBH1
1042,ALKBH2
1043,ALKBH3
1044,ALKBH4
1045,ALKBH5
1046,ALKBH6
1047,ALKBH7
1048,ALKBH8
1049,ALMS1
1050,ALOX12-AS1
1051,ALOX5AP
1052,ALPK1
1053,ALPK2
1054,ALS2
1055,ALYREF
1056,AMACR
1057,AMBRA1
1058,AMD1
1059,AMDHD2
1060,AMFR
1061,AMMECR1
1062,AMMECR1L
1063,AMN1
1064,AMPD2
1065,AMPD3
1066,AMY2B
1067,AMZ1
1068,AMZ2
1069,ANAPC1
1070,ANAPC10
1071,ANAPC11
1072,ANAPC13
1073,ANAPC15
1074,ANAPC16
1075,ANAPC2
1076,ANAPC4
1077,ANAPC5
1078,ANAPC7
1079,ANGEL1
1080,ANGEL2
1081,ANGPT2
1082,ANGPTL6
1083,ANK1
1084,ANK3
1085,ANKAR
1086,ANKDD1A
1087,ANKEF1
1088,ANKFY1
1089,ANKH
1090,ANKHD1
1091,ANKIB1
1092,ANKLE2
1093,ANKMY1
1094,ANKMY2
1095,ANKRA2
1096,ANKRD10
1097,ANKRD11
1098,ANKRD12
1099,ANKRD13A
1100,ANKRD13C
1101,ANKRD13D
1102,ANKRD16
1103,ANKRD17
1104,ANKRD23
1105,ANKRD26
1106,ANKRD27
1107,ANKRD28
1108,ANKRD30BL
1109,ANKRD33B
1110,ANKRD34A
1111,ANKRD35
1112,ANKRD36
1113,ANKRD36B
1114,ANKRD36C
1115,ANKRD37
1116,ANKRD39
1117,ANKRD40
1118,ANKRD42
1119,ANKRD44
1120,ANKRD46
1121,ANKRD49
1122,ANKRD52
1123,ANKRD54
1124,ANKRD55
1125,ANKS1A
1126,ANKS1B
1127,ANKS3
1128,ANKUB1
1129,ANKZF1
1130,ANO10
1131,ANO6
1132,ANO8
1133,ANO9
1134,ANP32A
1135,ANP32B
1136,ANP32E
1137,ANTKMT
1138,ANTXR2
1139,ANXA1
1140,ANXA11
1141,ANXA2
1142,ANXA2R
1143,ANXA4
1144,ANXA5
1145,ANXA6
1146,ANXA7
1147,AOAH
1148,AOPEP
1149,AP000331.1
1150,AP000442.1
1151,AP000446.1
1152,AP000763.3
1153,AP000779.1
1154,AP000787.1
1155,AP000873.2
1156,AP000919.2
1157,AP000919.3
1158,AP000926.2
1159,AP001011.1
1160,AP001267.1
1161,AP001318.2
1162,AP001347.1
1163,AP001816.1
1164,AP002336.2
1165,AP002360.1
1166,AP002381.2
1167,AP002387.2
1168,AP002490.1
1169,AP002495.1
1170,AP002748.4
1171,AP002812.2
1172,AP003086.1
1173,AP003307.1
1174,AP003392.5
1175,AP003472.1
1176,AP003717.4
1177,AP003721.2
1178,AP003721.4
1179,AP003774.2
1180,AP004609.3
1181,AP005019.1
1182,AP005131.5
1183,AP005329.3
1184,AP005482.1
1185,AP006565.1
1186,AP006621.3
1187,AP1AR
1188,AP1B1
1189,AP1G1
1190,AP1G2
1191,AP1M1
1192,AP1S1
1193,AP1S2
1194,AP1S3
1195,AP2A1
1196,AP2A2
1197,AP2B1
1198,AP2M1
1199,AP2S1
1200,AP3B1
1201,AP3D1
1202,AP3M1
1203,AP3M2
1204,AP3S1
1205,AP3S2
1206,AP4B1
1207,AP4B1-AS1
1208,AP4E1
1209,AP4M1
1210,AP4S1
1211,AP5B1
1212,AP5M1
1213,AP5S1
1214,AP5Z1
1215,APAF1
1216,APBA2
1217,APBA3
1218,APBB1
1219,APBB1IP
1220,APBB3
1221,APC
1222,APEH
1223,APEX1
1224,APEX2
1225,APH1A
1226,APH1B
1227,API5
1228,APIP
1229,APLF
1230,APLP2
1231,APMAP
1232,APOBEC3C
1233,APOBEC3D
1234,APOBEC3F
1235,APOBEC3G
1236,APOBEC3H
1237,APOBR
1238,APOL1
1239,APOL2
1240,APOL3
1241,APOL6
1242,APOLD1
1243,APOM
1244,APOO
1245,APOOL
1246,APP
1247,APPBP2
1248,APPL1
1249,APPL2
1250,APRT
1251,APTR
1252,APTX
1253,AQP3
1254,AQR
1255,ARAF
1256,ARAP1
1257,ARAP2
1258,ARAP3
1259,ARCN1
1260,AREG
1261,AREL1
1262,ARF1
1263,ARF3
1264,ARF4
1265,ARF4-AS1
1266,ARF5
1267,ARF6
1268,ARFGAP1
1269,ARFGAP2
1270,ARFGAP3
1271,ARFGEF1
1272,ARFGEF2
1273,ARFIP1
1274,ARFIP2
1275,ARFRP1
1276,ARG2
1277,ARGLU1
1278,ARHGAP1
1279,ARHGAP10
1280,ARHGAP11A
1281,ARHGAP12
1282,ARHGAP15
1283,ARHGAP17
1284,ARHGAP18
1285,ARHGAP19
1286,ARHGAP21
1287,ARHGAP25
1288,ARHGAP26
1289,ARHGAP27
1290,ARHGAP30
1291,ARHGAP31
1292,ARHGAP33
1293,ARHGAP35
1294,ARHGAP4
1295,ARHGAP45
1296,ARHGAP5
1297,ARHGAP9
1298,ARHGDIA
1299,ARHGDIB
1300,ARHGEF1
1301,ARHGEF12
1302,ARHGEF18
1303,ARHGEF19
1304,ARHGEF2
1305,ARHGEF3
1306,ARHGEF37
1307,ARHGEF39
1308,ARHGEF40
1309,ARHGEF6
1310,ARHGEF7
1311,ARHGEF9
1312,ARID1A
1313,ARID1B
1314,ARID2
1315,ARID3A
1316,ARID3B
1317,ARID4A
1318,ARID4B
1319,ARID5A
1320,ARID5B
1321,ARIH1
1322,ARIH2
1323,ARIH2OS
1324,ARL1
1325,ARL10
1326,ARL13B
1327,ARL14EP
1328,ARL15
1329,ARL16
1330,ARL17A
1331,ARL17B
1332,ARL2
1333,ARL2BP
1334,ARL3
1335,ARL4A
1336,ARL4C
1337,ARL4D
1338,ARL5A
1339,ARL5B
1340,ARL6
1341,ARL6IP1
1342,ARL6IP4
1343,ARL6IP5
1344,ARL6IP6
1345,ARL8A
1346,ARL8B
1347,ARMC1
1348,ARMC10
1349,ARMC2
1350,ARMC5
1351,ARMC6
1352,ARMC7
1353,ARMC8
1354,ARMC9
1355,ARMCX2
1356,ARMCX3
1357,ARMCX4
1358,ARMCX5-GPRASP2
1359,ARMCX6
1360,ARMH1
1361,ARMH3
1362,ARMH4
1363,ARMT1
1364,ARNT
1365,ARNTL
1366,ARPC1A
1367,ARPC1B
1368,ARPC2
1369,ARPC3
1370,ARPC4
1371,ARPC5
1372,ARPC5L
1373,ARPP19
1374,ARRB1
1375,ARRB2
1376,ARRDC1
1377,ARRDC1-AS1
1378,ARRDC2
1379,ARRDC3
1380,ARRDC3-AS1
1381,ARSA
1382,ARSB
1383,ARSG
1384,ARSK
1385,ARV1
1386,ASAH1
1387,ASAH2B
1388,ASAP1
1389,ASB1
1390,ASB16-AS1
1391,ASB2
1392,ASB3
1393,ASB6
1394,ASB7
1395,ASB8
1396,ASCC1
1397,ASCC2
1398,ASCC3
1399,ASF1A
1400,ASF1B
1401,ASH1L
1402,ASH1L-AS1
1403,ASH2L
1404,ASIP
1405,ASL
1406,ASMT
1407,ASMTL
1408,ASNS
1409,ASNSD1
1410,ASPH
1411,ASPSCR1
1412,ASTE1
1413,ASTL
1414,ASTN2
1415,ASXL1
1416,ASXL2
1417,ATAD1
1418,ATAD2
1419,ATAD2B
1420,ATAD3A
1421,ATAD3B
1422,ATAD5
1423,ATAT1
1424,ATE1
1425,ATF1
1426,ATF2
1427,ATF3
1428,ATF4
1429,ATF5
1430,ATF6
1431,ATF6B
1432,ATF7
1433,ATF7IP
1434,ATF7IP2
1435,ATG10
1436,ATG101
1437,ATG12
1438,ATG13
1439,ATG14
1440,ATG16L1
1441,ATG16L2
1442,ATG2A
1443,ATG2B
1444,ATG3
1445,ATG4A
1446,ATG4B
1447,ATG4C
1448,ATG4D
1449,ATG5
1450,ATG7
1451,ATG9A
1452,ATG9B
1453,ATIC
1454,ATL2
1455,ATL3
1456,ATM
1457,ATMIN
1458,ATN1
1459,ATOX1
1460,ATP10A
1461,ATP10D
1462,ATP11A
1463,ATP11B
1464,ATP11C
1465,ATP13A1
1466,ATP13A2
1467,ATP13A3
1468,ATP13A4
1469,ATP1A1
1470,ATP1A1-AS1
1471,ATP1A3
1472,ATP1B1
1473,ATP1B3
1474,ATP23
1475,ATP2A1-AS1
1476,ATP2A2
1477,ATP2A3
1478,ATP2B1
1479,ATP2B1-AS1
1480,ATP2B4
1481,ATP2C1
1482,ATP5F1A
1483,ATP5F1B
1484,ATP5F1C
1485,ATP5F1D
1486,ATP5F1E
1487,ATP5IF1
1488,ATP5MC1
1489,ATP5MC2
1490,ATP5MC3
1491,ATP5MD
1492,ATP5ME
1493,ATP5MF
1494,ATP5MG
1495,ATP5MPL
1496,ATP5PB
1497,ATP5PD
1498,ATP5PF
1499,ATP5PO
1500,ATP6AP1
1501,ATP6AP2
1502,ATP6V0A1
1503,ATP6V0A2
1504,ATP6V0B
1505,ATP6V0C
1506,ATP6V0D1
1507,ATP6V0E1
1508,ATP6V0E2
1509,ATP6V1A
1510,ATP6V1B2
1511,ATP6V1C1
1512,ATP6V1D
1513,ATP6V1E1
1514,ATP6V1E2
1515,ATP6V1F
1516,ATP6V1G1
1517,ATP6V1G2
1518,ATP6V1H
1519,ATP7A
1520,ATP8A1
1521,ATP8A2
1522,ATP8B1
1523,ATP8B2
1524,ATP8B3
1525,ATP8B4
1526,ATP9A
1527,ATP9B
1528,ATPAF1
1529,ATPAF2
1530,ATPSCKMT
1531,ATR
1532,ATRAID
1533,ATRIP
1534,ATRN
1535,ATRX
1536,ATXN1
1537,ATXN10
1538,ATXN1L
1539,ATXN2
1540,ATXN2L
1541,ATXN3
1542,ATXN7
1543,ATXN7L1
1544,ATXN7L2
1545,ATXN7L3
1546,ATXN7L3B
1547,AUH
1548,AUP1
1549,AURKA
1550,AURKAIP1
1551,AUTS2
1552,AVEN
1553,AVL9
