,0
225,AC016747.1
226,AC016831.1
227,AC016831.5
228,AC016831.7
229,AC016876.1
230,AC017002.1
231,AC017083.1
232,AC017083.2
233,AC017104.1
234,AC018362.1
235,AC018521.5
236,AC018682.1
237,AC018754.1
238,AC018797.3
239,AC018816.1
240,AC018845.3
241,AC019163.1
242,AC019205.1
243,AC020659.1
244,AC020765.2
245,AC020913.1
246,AC020915.2
247,AC020916.1
248,AC021028.1
249,AC021054.1
250,AC021092.1
251,AC021188.1
252,AC021683.5
253,AC021752.1
254,AC022075.1
255,AC022098.1
256,AC022098.4
257,AC022126.1
258,AC022146.2
259,AC022182.1
260,AC022182.2
261,AC022210.2
262,AC022217.3
263,AC022364.1
264,AC022506.2
265,AC022706.1
266,AC022916.1
267,AC023157.3
268,AC023424.3
269,AC023509.3
270,AC023632.2
271,AC024257.3
272,AC025159.1
273,AC025164.1
274,AC025165.2
275,AC025171.1
276,AC025171.2
277,AC025171.3
278,AC025180.1
279,AC025259.3
280,AC025682.1
281,AC025917.1
282,AC025946.1
283,AC026202.2
284,AC026341.1
285,AC026347.1
286,AC026470.2
287,AC026471.1
288,AC026979.2
289,AC027097.1
290,AC027097.2
291,AC027243.3
292,AC027290.1
293,AC027644.3
294,AC034102.3
295,AC034102.6
296,AC034236.2
297,AC040970.1
298,AC044849.1
299,AC046134.2
300,AC048341.1
301,AC053513.1
302,AC053527.2
303,AC055733.2
304,AC055839.2
305,AC058791.1
306,AC060780.1
307,AC064807.1
308,AC064836.4
309,AC067852.2
310,AC067945.4
311,AC068282.1
312,AC068338.2
313,AC068587.4
314,AC068631.1
315,AC068724.3
316,AC068888.1
317,AC069185.1
318,AC069431.1
319,AC072022.2
320,AC072061.1
321,AC073111.4
322,AC073115.2
323,AC073167.1
324,AC073332.1
325,AC073342.1
326,AC073343.2
327,AC073389.1
328,AC073475.1
329,AC073896.2
330,AC074032.1
331,AC074117.1
332,AC078795.1
333,AC078846.1
334,AC078881.1
335,AC078883.1
336,AC078923.1
337,AC078929.1
338,AC079305.1
339,AC079305.3
340,AC079447.1
341,AC079781.5
342,AC079793.1
343,AC079807.1
344,AC079921.1
345,AC079922.2
346,AC083798.2
347,AC083862.3
348,AC083870.1
349,AC083880.1
350,AC083949.1
351,AC084018.2
352,AC084026.2
353,AC084198.2
354,AC087164.1
355,AC087239.1
356,AC087286.2
357,AC087286.4
358,AC087500.1
359,AC087623.2
360,AC087854.1
361,AC090061.1
362,AC090152.1
363,AC090517.5
364,AC090617.10
365,AC090617.4
366,AC090644.1
367,AC090772.2
368,AC090825.1
369,AC091045.1
370,AC091271.1
371,AC091729.3
372,AC091814.1
373,AC091978.1
374,AC092053.2
375,AC092053.3
376,AC092120.3
377,AC092164.1
378,AC092279.1
379,AC092295.2
380,AC092329.4
381,AC092343.1
382,AC092580.2
383,AC092580.4
384,AC092650.1
385,AC092652.1
386,AC092652.2
387,AC092683.1
388,AC092755.2
389,AC092803.1
390,AC092821.3
391,AC092910.3
392,AC092944.1
393,AC093010.2
394,AC093019.2
395,AC093157.1
396,AC093323.1
397,AC093423.2
398,AC093462.1
399,AC093484.3
400,AC093495.1
401,AC093510.1
402,AC093535.1
403,AC093635.1
404,AC093865.1
405,AC096564.1
406,AC096677.1
407,AC096734.2
408,AC097376.3
409,AC097382.3
410,AC097534.2
411,AC098484.4
412,AC098829.1
413,AC099063.4
414,AC099343.3
415,AC099778.1
416,AC100778.3
417,AC100810.1
418,AC103591.3
419,AC103702.2
420,AC103724.3
421,AC104066.4
422,AC104078.1
423,AC104078.2
424,AC104109.2
425,AC104123.1
426,AC104162.2
427,AC104170.1
428,AC104316.1
429,AC104365.1
430,AC104506.1
431,AC104596.1
432,AC104695.2
433,AC104806.2
434,AC104850.2
435,AC104958.1
436,AC105020.6
437,AC105052.4
438,AC105916.1
439,AC106791.1
440,AC106818.2
441,AC107081.2
442,AC107214.1
443,AC107223.1
444,AC107959.1
445,AC108047.1
446,AC108134.3
447,AC108519.1
448,AC109472.1
449,AC109587.1
450,AC110769.2
451,AC112907.3
452,AC113410.4
453,AC114271.1
454,AC114316.1
455,AC114760.2
456,AC114947.2
457,AC114956.3
458,AC115618.1
459,AC116366.1
460,AC116366.2
461,AC117382.2
462,AC118549.1
463,AC119396.1
464,AC119673.2
465,AC120193.1
466,AC121761.1
467,AC122719.3
468,AC123912.1
469,AC124016.1
470,AC124248.1
471,AC125494.1
472,AC125611.3
473,AC127070.1
474,AC127502.2
475,AC127521.1
476,AC131237.1
477,AC131571.1
478,AC131971.1
479,AC132192.2
480,AC132938.3
481,AC135457.1
482,AC136475.1
483,AC136475.3
484,AC137810.1
485,AC138150.1
486,AC138969.1
487,AC139530.1
488,AC139887.2
489,AC141424.1
490,AC142472.1
491,AC144652.1
492,AC145124.1
493,AC145285.6
494,AC147067.1
495,AC147651.4
496,AC211476.2
497,AC215522.2
498,AC231533.1
499,AC231981.1
500,AC234582.1
501,AC239799.2
502,AC242426.2
503,AC242842.1
504,AC243829.1
505,AC243829.4
506,AC243960.1
507,AC243960.3
508,AC243965.1
509,AC244090.1
510,AC244131.2
511,AC244197.2
512,AC244502.1
513,AC245014.3
514,AC245060.5
515,AC245140.2
516,AC245297.3
517,AC245407.2
518,AC246785.3
519,AC253572.2
520,ACAA1
521,ACAA2
522,ACACA
523,ACACB
524,ACAD10
525,ACAD11
526,ACAD8
527,ACAD9
528,ACADM
529,ACADS
530,ACADSB
531,ACADVL
532,ACAP1
533,ACAP2
534,ACAP3
535,ACAT1
536,ACAT2
537,ACBD3
538,ACBD4
539,ACBD5
540,ACBD6
541,ACCS
542,ACD
543,ACER2
544,ACER3
545,ACIN1
546,ACLY
547,ACO1
548,ACO2
549,ACOT13
550,ACOT2
551,ACOT4
552,ACOT7
553,ACOT8
554,ACOT9
555,ACOX1
556,ACOX3
557,ACOXL
558,ACP1
559,ACP2
560,ACP5
561,ACP6
562,ACSF2
563,ACSF3
564,ACSL1
565,ACSL3
566,ACSL4
567,ACSL5
568,ACSL6
569,ACSM3
570,ACSS1
571,ACTA2
572,ACTB
573,ACTG1
574,ACTL6A
575,ACTN4
576,ACTR10
577,ACTR1A
578,ACTR1B
579,ACTR2
580,ACTR3
581,ACTR3B
582,ACTR3C
583,ACTR5
584,ACTR6
585,ACTR8
586,ACVR1
587,ACVR1B
588,ACVR2A
589,ACY1
590,ACYP1
591,ACYP2
592,AD000090.1
593,ADA
594,ADA2
595,ADAL
596,ADAM10
597,ADAM12
598,ADAM15
599,ADAM17
600,ADAM19
601,ADAM22
602,ADAM28
603,ADAM8
604,ADAM9
605,ADAMTS10
606,ADAMTS17
607,ADAMTS6
608,ADAMTSL4-AS1
609,ADAMTSL5
610,ADAP1
611,ADAR
612,ADARB1
613,ADARB2
614,ADAT1
615,ADAT2
616,ADAT3
617,ADCK1
618,ADCK2
619,ADCK5
620,ADCY3
621,ADCY7
622,ADCY9
623,ADD1
624,ADD3
625,ADGRE5
626,ADGRF3
627,ADGRG1
628,ADGRG5
629,ADGRL1
630,ADGRV1
631,ADH5
632,ADHFE1
633,ADI1
634,ADIPOR1
635,ADIPOR2
636,ADK
637,ADNP
638,ADNP-AS1
639,ADNP2
640,ADO
641,ADORA2A
642,ADPGK
643,ADPGK-AS1
644,ADPRHL2
645,ADPRM
646,ADRB1
647,ADRB2
648,ADRM1
649,ADSL
650,ADSS
651,AEBP2
652,AEN
653,AF111167.1
654,AF117829.1
655,AF165147.1
656,AF213884.3
657,AF274853.1
658,AFAP1
659,AFAP1L2
660,AFDN
661,AFF1
662,AFF4
663,AFG1L
664,AFG3L2
665,AFMID
666,AFTPH
667,AGA
668,AGAP2
669,AGAP3
670,AGAP4
671,AGBL2
672,AGBL3
673,AGBL5
674,AGER
675,AGFG1
676,AGFG2
677,AGGF1
678,AGK
679,AGL
680,AGO1
681,AGO2
682,AGO3
683,AGO4
684,AGPAT1
685,AGPAT2
686,AGPAT3
687,AGPAT4
688,AGPAT5
689,AGPS
690,AGTPBP1
691,AGTRAP
692,AHCTF1
693,AHCY
694,AHCYL1
695,AHCYL2
696,AHDC1
697,AHI1
698,AHNAK
699,AHR
700,AHRR
701,AHSA1
702,AIDA
703,AIFM1
704,AIFM2
705,AIG1
706,AIM2
707,AIMP1
708,AIMP2
709,AIP
710,AJM1
711,AK1
712,AK2
713,AK3
714,AK6
715,AK9
716,AKAP1
717,AKAP10
718,AKAP11
719,AKAP13
720,AKAP17A
721,AKAP5
722,AKAP7
723,AKAP8
724,AKAP8L
725,AKAP9
726,AKIP1
727,AKIRIN1
728,AKIRIN2
729,AKNA
730,AKR1A1
731,AKR1B1
732,AKR7A2
733,AKT1
734,AKT1S1
735,AKT2
736,AKT3
737,AKTIP
738,AL020997.5
739,AL021155.5
740,AL021396.1
741,AL021707.1
742,AL021918.5
743,AL022157.1
744,AL022345.4
745,AL031428.1
746,AL031599.1
747,AL031602.2
748,AL031727.2
749,AL031772.1
750,AL031963.3
751,AL034397.3
752,AL034405.1
753,AL035530.2
754,AL035587.2
755,AL035634.1
756,AL035661.2
757,AL049780.2
758,AL049828.1
759,AL049869.3
760,AL050309.1
761,AL050341.2
762,AL078459.1
763,AL078600.1
764,AL080250.1
765,AL080276.2
766,AL096677.1
767,AL096794.1
768,AL096870.8
769,AL109628.2
770,AL109761.1
771,AL110114.1
772,AL117332.1
773,AL117336.2
774,AL117381.1
775,AL118516.1
776,AL118558.3
777,AL121574.1
778,AL121603.2
779,AL121820.1
780,AL121832.2
781,AL121944.1
782,AL122035.1
783,AL132780.1
784,AL133268.4
785,AL133415.1
786,AL133477.2
787,AL133480.1
788,AL133493.1
789,AL133523.1
790,AL135791.1
791,AL135818.1
792,AL135905.2
793,AL135925.1
794,AL135999.1
795,AL136018.1
796,AL136038.3
797,AL136038.5
798,AL136040.2
799,AL136320.1
800,AL136454.1
801,AL136456.1
802,AL136962.1
803,AL136987.1
804,AL137003.1
805,AL137009.1
806,AL137779.2
807,AL137856.1
808,AL137857.1
809,AL138720.1
810,AL138724.1
811,AL138778.1
812,AL138828.1
813,AL138930.1
814,AL138963.4
815,AL139011.1
816,AL139089.1
817,AL139106.1
818,AL139246.5
819,AL139260.1
820,AL139274.2
821,AL139383.1
822,AL139393.3
823,AL139807.1
824,AL157392.3
825,AL157394.3
826,AL157402.2
827,AL157756.1
828,AL157786.1
829,AL157912.1
830,AL157938.2
831,AL158071.1
832,AL158071.3
833,AL158071.4
834,AL158152.1
835,AL158198.1
836,AL158832.1
837,AL160408.2
838,AL161421.1
839,AL161725.1
840,AL162231.2
841,AL162253.2
842,AL162258.2
843,AL162377.1
844,AL163051.1
845,AL163973.2
846,AL353194.1
847,AL353708.3
848,AL353719.1
849,AL353759.1
850,AL353807.5
851,AL354696.2
852,AL354707.1
853,AL354710.2
854,AL354733.3
855,AL354740.1
856,AL355001.2
857,AL355075.4
858,AL355304.1
859,AL355490.2
860,AL355916.1
861,AL356020.1
862,AL356124.1
863,AL356234.2
864,AL356417.1
865,AL356417.3
866,AL356441.1
867,AL356488.3
868,AL356512.1
869,AL356599.1
870,AL357054.4
871,AL357992.1
872,AL358472.5
873,AL359220.1
874,AL359232.1
875,AL359513.1
876,AL360091.3
877,AL360178.1
878,AL360270.3
879,AL365272.1
880,AL365295.1
881,AL365361.1
882,AL390728.5
883,AL390728.6
884,AL390957.1
885,AL391839.1
886,AL391839.3
887,AL391863.1
888,AL392046.1
889,AL392086.3
890,AL392172.1
891,AL441992.1
892,AL442067.3
893,AL442663.3
894,AL450992.1
895,AL450992.3
896,AL450998.2
897,AL451085.1
898,AL451085.2
899,AL451165.2
900,AL499604.1
901,AL512625.3
902,AL512791.2
903,AL513303.1
904,AL513550.1
905,AL589990.1
906,AL590006.1
907,AL590068.4
908,AL590550.1
909,AL590714.1
910,AL590764.1
911,AL591043.2
912,AL591368.1
913,AL591518.1
914,AL591846.2
915,AL591895.1
916,AL592183.1
917,AL592295.4
918,AL592429.2
919,AL596325.1
920,AL603756.1
921,AL603839.3
922,AL606489.1
923,AL606760.3
924,AL606807.1
925,AL627171.1
926,AL627171.2
927,AL645465.1
928,AL645568.1
929,AL645728.1
930,AL645941.3
931,AL662844.4
932,AL683807.1
933,AL691403.1
934,AL691432.2
935,AL731577.2
936,ALAD
937,ALAS1
938,ALCAM
939,ALDH16A1
940,ALDH18A1
941,ALDH3A2
942,ALDH5A1
943,ALDH6A1
944,ALDH9A1
945,ALDOA
946,ALDOC
947,ALG1
948,ALG10
949,ALG10B
950,ALG11
951,ALG12
952,ALG13
953,ALG14
954,ALG1L2
955,ALG2
956,ALG3
957,ALG5
958,ALG6
959,ALG8
960,ALG9
961,ALKBH1
962,ALKBH2
963,ALKBH3
964,ALKBH4
965,ALKBH5
966,ALKBH6
967,ALKBH7
968,ALKBH8
969,ALMS1
970,ALOX12-AS1
971,ALOX5AP
972,ALPK1
973,ALPK2
974,ALS2
975,ALYREF
976,AMACR
977,AMBRA1
978,AMD1
979,AMDHD2
980,AMFR
981,AMIGO2
982,AMMECR1
983,AMMECR1L
984,AMN1
985,AMPD2
986,AMPD3
987,AMY2B
988,AMZ1
989,AMZ2
990,ANAPC1
991,ANAPC10
992,ANAPC11
993,ANAPC13
994,ANAPC15
995,ANAPC16
996,ANAPC2
997,ANAPC4
998,ANAPC5
999,ANAPC7
1000,ANGEL1
1001,ANGEL2
1002,ANGPT2
1003,ANGPTL6
1004,ANK3
1005,ANKAR
1006,ANKDD1A
1007,ANKEF1
1008,ANKFY1
1009,ANKH
1010,ANKHD1
1011,ANKIB1
1012,ANKLE2
1013,ANKMY1
1014,ANKMY2
1015,ANKRA2
1016,ANKRD10
1017,ANKRD11
1018,ANKRD12
1019,ANKRD13A
1020,ANKRD13C
1021,ANKRD13D
1022,ANKRD16
1023,ANKRD17
1024,ANKRD23
1025,ANKRD26
1026,ANKRD27
1027,ANKRD28
1028,ANKRD30BL
1029,ANKRD33B
1030,ANKRD34A
1031,ANKRD35
1032,ANKRD36
1033,ANKRD36B
1034,ANKRD36C
1035,ANKRD37
1036,ANKRD39
1037,ANKRD40
1038,ANKRD42
1039,ANKRD44
1040,ANKRD46
1041,ANKRD49
1042,ANKRD52
1043,ANKRD54
1044,ANKS1A
1045,ANKS3
1046,ANKS6
1047,ANKUB1
1048,ANKZF1
1049,ANO10
1050,ANO6
1051,ANO8
1052,ANO9
1053,ANP32A
1054,ANP32B
1055,ANP32E
1056,ANTKMT
1057,ANTXR2
1058,ANXA1
1059,ANXA11
1060,ANXA2
1061,ANXA2R
1062,ANXA4
1063,ANXA5
1064,ANXA6
1065,ANXA7
1066,AOAH
1067,AOPEP
1068,AP000331.1
1069,AP000442.1
1070,AP000763.3
1071,AP000787.1
1072,AP000873.2
1073,AP000919.2
1074,AP000919.3
1075,AP000926.2
1076,AP001011.1
1077,AP001267.1
1078,AP001318.2
1079,AP001347.1
1080,AP001816.1
1081,AP002336.2
1082,AP002360.1
1083,AP002381.2
1084,AP002387.2
1085,AP002490.1
1086,AP002495.1
1087,AP002748.4
1088,AP002762.2
1089,AP003086.1
1090,AP003307.1
1091,AP003392.5
1092,AP003472.1
1093,AP003717.4
1094,AP003721.4
1095,AP003774.2
1096,AP004609.3
1097,AP005019.1
1098,AP005131.5
1099,AP005329.1
1100,AP005329.3
1101,AP005482.1
1102,AP006565.1
1103,AP006621.3
1104,AP1AR
1105,AP1B1
1106,AP1G1
1107,AP1G2
1108,AP1M1
1109,AP1S1
1110,AP1S2
1111,AP1S3
1112,AP2A1
1113,AP2A2
1114,AP2B1
1115,AP2M1
1116,AP2S1
1117,AP3B1
1118,AP3D1
1119,AP3M1
1120,AP3M2
1121,AP3S1
1122,AP3S2
1123,AP4B1
1124,AP4B1-AS1
1125,AP4E1
1126,AP4M1
1127,AP4S1
1128,AP5B1
1129,AP5M1
1130,AP5S1
1131,AP5Z1
1132,APAF1
1133,APBA2
1134,APBA3
1135,APBB1
1136,APBB1IP
1137,APBB3
1138,APC
1139,APEH
1140,APEX1
1141,APEX2
1142,APH1A
1143,APH1B
1144,API5
1145,APIP
1146,APLF
1147,APLP2
1148,APMAP
1149,APOA1
1150,APOBEC3C
1151,APOBEC3D
1152,APOBEC3F
1153,APOBEC3G
1154,APOBEC3H
1155,APOBR
1156,APOL1
1157,APOL2
1158,APOL3
1159,APOL6
1160,APOLD1
1161,APOM
1162,APOO
1163,APOOL
1164,APP
1165,APPBP2
1166,APPL1
1167,APPL2
1168,APRT
1169,APTR
1170,APTX
1171,AQP3
1172,AQR
1173,ARAF
1174,ARAP1
1175,ARAP2
1176,ARC
1177,ARCN1
1178,AREG
1179,AREL1
1180,ARF1
1181,ARF3
1182,ARF4
1183,ARF4-AS1
1184,ARF5
1185,ARF6
1186,ARFGAP1
1187,ARFGAP2
1188,ARFGAP3
1189,ARFGEF1
1190,ARFGEF2
1191,ARFIP1
1192,ARFIP2
1193,ARFRP1
1194,ARG2
1195,ARGLU1
1196,ARHGAP1
1197,ARHGAP10
1198,ARHGAP11A
1199,ARHGAP12
1200,ARHGAP15
1201,ARHGAP17
1202,ARHGAP18
1203,ARHGAP19
1204,ARHGAP21
1205,ARHGAP25
1206,ARHGAP26
1207,ARHGAP27
1208,ARHGAP30
1209,ARHGAP31
1210,ARHGAP33
1211,ARHGAP35
1212,ARHGAP4
1213,ARHGAP45
1214,ARHGAP5
1215,ARHGAP9
1216,ARHGDIA
1217,ARHGDIB
1218,ARHGEF1
1219,ARHGEF12
1220,ARHGEF18
1221,ARHGEF19
1222,ARHGEF2
1223,ARHGEF3
1224,ARHGEF40
1225,ARHGEF6
1226,ARHGEF7
1227,ARHGEF9
1228,ARID1A
1229,ARID1B
1230,ARID2
1231,ARID3A
1232,ARID3B
1233,ARID4A
1234,ARID4B
1235,ARID5A
1236,ARID5B
1237,ARIH1
1238,ARIH2
1239,ARIH2OS
1240,ARL1
1241,ARL10
1242,ARL13B
1243,ARL14EP
1244,ARL15
1245,ARL16
1246,ARL17A
1247,ARL17B
1248,ARL2
1249,ARL2BP
1250,ARL3
1251,ARL4A
1252,ARL4C
1253,ARL4D
1254,ARL5A
1255,ARL5B
1256,ARL6
1257,ARL6IP1
1258,ARL6IP4
1259,ARL6IP5
1260,ARL6IP6
1261,ARL8A
1262,ARL8B
1263,ARMC1
1264,ARMC10
1265,ARMC2
1266,ARMC5
1267,ARMC6
1268,ARMC7
1269,ARMC8
1270,ARMC9
1271,ARMCX2
1272,ARMCX3
1273,ARMCX4
1274,ARMCX5-GPRASP2
1275,ARMCX6
1276,ARMH1
1277,ARMH3
1278,ARMH4
1279,ARMT1
1280,ARNT
1281,ARNTL
1282,ARPC1A
1283,ARPC1B
1284,ARPC2
1285,ARPC3
1286,ARPC4
1287,ARPC5
1288,ARPC5L
1289,ARPP19
1290,ARRB1
1291,ARRB2
1292,ARRDC1
1293,ARRDC1-AS1
1294,ARRDC2
1295,ARRDC3
1296,ARRDC3-AS1
1297,ARRDC5
1298,ARSA
1299,ARSB
1300,ARSG
1301,ARSK
1302,ARV1
1303,ASAH1
1304,ASAH2B
1305,ASAP1
1306,ASB1
1307,ASB16-AS1
1308,ASB2
1309,ASB3
1310,ASB6
1311,ASB7
1312,ASB8
1313,ASCC1
1314,ASCC2
1315,ASCC3
1316,ASF1A
1317,ASF1B
1318,ASH1L
1319,ASH1L-AS1
1320,ASH2L
1321,ASIC1
1322,ASIP
1323,ASL
1324,ASMT
1325,ASMTL
1326,ASNS
1327,ASNSD1
1328,ASPH
1329,ASPM
1330,ASPSCR1
1331,ASTE1
1332,ASTL
1333,ASTN2
1334,ASXL1
1335,ASXL2
1336,ATAD1
1337,ATAD2
1338,ATAD2B
1339,ATAD3A
1340,ATAD3B
1341,ATAD5
1342,ATAT1
1343,ATE1
1344,ATF1
1345,ATF2
1346,ATF3
1347,ATF4
1348,ATF5
1349,ATF6
1350,ATF6B
1351,ATF7
1352,ATF7IP
1353,ATF7IP2
1354,ATG10
1355,ATG101
1356,ATG12
1357,ATG13
1358,ATG14
1359,ATG16L1
1360,ATG16L2
1361,ATG2A
1362,ATG2B
1363,ATG3
1364,ATG4A
1365,ATG4B
1366,ATG4C
1367,ATG4D
1368,ATG5
1369,ATG7
1370,ATG9A
1371,ATIC
1372,ATL1
1373,ATL2
1374,ATL3
1375,ATM
1376,ATMIN
1377,ATN1
1378,ATOX1
1379,ATP10A
1380,ATP10D
1381,ATP11A
1382,ATP11B
1383,ATP11C
1384,ATP13A1
1385,ATP13A2
1386,ATP13A3
1387,ATP13A4
1388,ATP1A1
1389,ATP1A1-AS1
1390,ATP1A3
1391,ATP1B1
1392,ATP1B2
1393,ATP1B3
1394,ATP23
1395,ATP2A1-AS1
1396,ATP2A2
1397,ATP2A3
1398,ATP2B1
1399,ATP2B1-AS1
1400,ATP2B4
1401,ATP2C1
1402,ATP5F1A
1403,ATP5F1B
1404,ATP5F1C
1405,ATP5F1D
1406,ATP5F1E
1407,ATP5IF1
1408,ATP5MC1
1409,ATP5MC2
1410,ATP5MC3
1411,ATP5MD
1412,ATP5ME
1413,ATP5MF
1414,ATP5MG
1415,ATP5MPL
1416,ATP5PB
1417,ATP5PD
1418,ATP5PF
1419,ATP5PO
1420,ATP6AP1
1421,ATP6AP2
1422,ATP6V0A2
1423,ATP6V0B
1424,ATP6V0C
1425,ATP6V0D1
1426,ATP6V0E1
1427,ATP6V0E2
1428,ATP6V1A
1429,ATP6V1B2
1430,ATP6V1C1
1431,ATP6V1D
1432,ATP6V1E1
1433,ATP6V1E2
1434,ATP6V1F
1435,ATP6V1G1
1436,ATP6V1G2
1437,ATP6V1H
1438,ATP7A
1439,ATP8A1
1440,ATP8B1
1441,ATP8B2
1442,ATP8B4
1443,ATP9B
1444,ATPAF1
1445,ATPAF2
1446,ATPSCKMT
1447,ATR
1448,ATRAID
1449,ATRIP
1450,ATRN
1451,ATRX
1452,ATXN1
1453,ATXN10
1454,ATXN1L
1455,ATXN2
1456,ATXN2L
1457,ATXN3
1458,ATXN7
1459,ATXN7L1
1460,ATXN7L2
1461,ATXN7L3
1462,ATXN7L3B
1463,AUH
1464,AUP1
1465,AURKA
1466,AURKAIP1
1467,AUTS2
1468,AVEN
1469,AVL9
1470,AVPI1
1471,AXIN1
1472,AZI2
1473,AZIN1
1474,AZIN1-AS1
1475,AZIN2
1476,B2M
1477,B3GALNT2
1478,B3GALT2
1479,B3GALT4
1480,B3GALT6
1481,B3GAT3
1482,B3GLCT
1483,B3GNT10
1484,B3GNT2
1485,B3GNTL1
1486,B4GALT1
1487,B4GALT3
1488,B4GALT4
1489,B4GALT5
1490,B4GALT7
1491,B4GAT1
1492,B9D2
1493,BABAM1
1494,BABAM2
1495,BACH1
1496,BACH2
1497,BAD
1498,BAG1
1499,BAG2
1500,BAG3
1501,BAG4
1502,BAG5
1503,BAG6
1504,BAHD1
1505,BAIAP2
1506,BAIAP3
1507,BAK1
1508,BAMBI
1509,BANF1
1510,BANP
1511,BAP1
1512,BARD1
1513,BATF
1514,BAX
1515,BAZ1A
1516,BAZ1B
1517,BAZ2A
1518,BAZ2B
1519,BBC3
1520,BBIP1
1521,BBOF1
1522,BBS1
1523,BBS12
1524,BBS2
1525,BBS4
1526,BBS7
1527,BBS9
1528,BBX
1529,BCAP29
1530,BCAP31
1531,BCAS2
1532,BCAS3
1533,BCAS4
1534,BCAT1
1535,BCAT2
1536,BCCIP
1537,BCDIN3D
1538,BCKDHA
1539,BCKDHB
1540,BCKDK
1541,BCL10
1542,BCL11B
1543,BCL2
1544,BCL2A1
1545,BCL2L1
1546,BCL2L11
1547,BCL2L12
1548,BCL2L13
1549,BCL3
1550,BCL6
1551,BCL7B
1552,BCL7C
1553,BCL9
1554,BCL9L
1555,BCLAF1
1556,BCLAF3
1557,BCOR
1558,BCORL1
1559,BCR
1560,BCS1L
1561,BDH1
1562,BDH2
1563,BDNF-AS
