,0
1562,BCL7B
1563,BCL7C
1564,BCL9
1565,BCL9L
1566,BCLAF1
1567,BCLAF3
1568,BCOR
1569,BCORL1
1570,BCR
1571,BCS1L
1572,BDH1
1573,BDH2
1574,BDP1
1575,BECN1
1576,BEND4
1577,BEST1
1578,BET1
1579,BET1L
1580,BEX2
1581,BEX3
1582,BEX4
1583,BEX5
1584,BFAR
1585,BFSP2
1586,BFSP2-AS1
1587,BHLHE40
1588,BHLHE40-AS1
1589,BICD1
1590,BICD2
1591,BICDL1
1592,BICRA
1593,BICRAL
1594,BID
1595,BIK
1596,BIN1
1597,BIN2
1598,BIN3
1599,BIRC2
1600,BIRC3
1601,BIRC6
1602,BISPR
1603,BIVM
1604,BLCAP
1605,BLK
1606,BLM
1607,BLMH
1608,BLOC1S1
1609,BLOC1S2
1610,BLOC1S4
1611,BLOC1S5
1612,BLOC1S6
1613,BLVRA
1614,BLVRB
1615,BLZF1
1616,BMERB1
1617,BMF
1618,BMI1
1619,BMP1
1620,BMP2K
1621,BMPR1A
1622,BMPR2
1623,BMS1
1624,BMT2
1625,BNIP1
1626,BNIP2
1627,BNIP3
1628,BNIP3L
1629,BOD1
1630,BOD1L1
1631,BOLA1
1632,BOLA2
1633,BOLA2B
1634,BOLA3
1635,BOP1
1636,BORA
1637,BORCS5
1638,BORCS6
1639,BORCS7
1640,BORCS8
1641,BPGM
1642,BPHL
1643,BPNT1
1644,BPTF
1645,BRAF
1646,BRAP
1647,BRAT1
1648,BRCA1
1649,BRCA2
1650,BRCC3
1651,BRD1
1652,BRD2
1653,BRD3
1654,BRD3OS
1655,BRD4
1656,BRD7
1657,BRD8
1658,BRD9
1659,BRF1
1660,BRF2
1661,BRI3
1662,BRI3BP
1663,BRIP1
1664,BRIX1
1665,BRK1
1666,BRMS1
1667,BRMS1L
1668,BROX
1669,BRPF1
1670,BRPF3
1671,BRSK1
1672,BRWD1
1673,BRWD3
1674,BSCL2
1675,BSDC1
1676,BSG
1677,BST2
1678,BTAF1
1679,BTBD1
1680,BTBD10
1681,BTBD11
1682,BTBD19
1683,BTBD2
1684,BTBD6
1685,BTBD7
1686,BTBD8
1687,BTBD9
1688,BTD
1689,BTF3
1690,BTF3L4
1691,BTG1
1692,BTG2
1693,BTG3
1694,BTG3-AS1
1695,BTLA
1696,BTN2A1
1697,BTN2A2
1698,BTN3A1
1699,BTN3A2
1700,BTN3A3
1701,BTRC
1702,BUB1
1703,BUB3
1704,BUD13
1705,BUD23
1706,BUD31
1707,BX284668.5
1708,BX284668.6
1709,BX664615.2
1710,BX890604.2
1711,BZW1
1712,BZW2
1713,C10orf143
1714,C10orf88
1715,C10orf91
1716,C11orf1
1717,C11orf24
1718,C11orf49
1719,C11orf54
1720,C11orf58
1721,C11orf65
1722,C11orf68
1723,C11orf71
1724,C11orf80
1725,C11orf96
1726,C11orf98
1727,C12orf10
1728,C12orf29
1729,C12orf4
1730,C12orf43
1731,C12orf45
1732,C12orf49
1733,C12orf57
1734,C12orf60
1735,C12orf65
1736,C12orf66
1737,C12orf73
1738,C12orf75
1739,C12orf76
1740,C14orf119
1741,C14orf28
1742,C14orf93
1743,C15orf39
1744,C15orf40
1745,C15orf41
1746,C15orf61
1747,C16orf46
1748,C16orf54
1749,C16orf58
1750,C16orf70
1751,C16orf72
1752,C16orf87
1753,C16orf91
1754,C17orf107
1755,C17orf49
1756,C17orf67
1757,C17orf75
1758,C17orf80
1759,C18orf21
1760,C18orf25
1761,C18orf32
1762,C19orf12
1763,C19orf25
1764,C19orf44
1765,C19orf47
1766,C19orf48
1767,C19orf53
1768,C19orf54
1769,C19orf73
1770,C1D
1771,C1GALT1
1772,C1GALT1C1
1773,C1QBP
1774,C1QTNF6
1775,C1RL
1776,C1RL-AS1
1777,C1S
1778,C1orf109
1779,C1orf112
1780,C1orf122
1781,C1orf131
1782,C1orf141
1783,C1orf159
1784,C1orf162
1785,C1orf174
1786,C1orf21
1787,C1orf216
1788,C1orf35
1789,C1orf43
1790,C1orf50
1791,C1orf52
1792,C1orf54
1793,C1orf56
1794,C1orf61
1795,C20orf194
1796,C20orf27
1797,C21orf62-AS1
1798,C21orf91
1799,C21orf91-OT1
1800,C22orf34
1801,C22orf39
1802,C2CD2
1803,C2CD2L
1804,C2CD3
1805,C2CD4D
1806,C2CD5
1807,C2orf27A
1808,C2orf42
1809,C2orf49
1810,C2orf68
1811,C2orf69
1812,C2orf74
1813,C2orf76
1814,C2orf81
1815,C2orf92
1816,C3AR1
1817,C3orf18
1818,C3orf33
1819,C3orf35
1820,C3orf38
1821,C4orf19
1822,C4orf3
1823,C4orf33
1824,C4orf46
1825,C4orf47
1826,C4orf48
1827,C5orf15
1828,C5orf22
1829,C5orf24
1830,C5orf30
1831,C5orf34
1832,C5orf51
1833,C5orf56
1834,C5orf58
1835,C5orf63
1836,C6orf120
1837,C6orf136
1838,C6orf226
1839,C6orf47
1840,C6orf62
1841,C6orf89
1842,C6orf99
1843,C7orf25
1844,C7orf26
1845,C7orf31
1846,C7orf50
1847,C8orf33
1848,C8orf37-AS1
1849,C8orf76
1850,C8orf82
1851,C9orf16
1852,C9orf40
1853,C9orf72
1854,C9orf78
1855,C9orf85
1856,CA10
1857,CA11
1858,CA2
1859,CA5B
1860,CAAP1
1861,CAB39
1862,CAB39L
1863,CABIN1
1864,CABYR
1865,CACNA1C
1866,CACNA1C-AS1
1867,CACNA1D
1868,CACNA2D2
1869,CACNA2D4
1870,CACNB1
1871,CACNB3
1872,CACTIN
1873,CACUL1
1874,CACYBP
1875,CAD
1876,CADM1
1877,CAGE1
1878,CALCB
1879,CALCOCO1
1880,CALCOCO2
1881,CALHM2
1882,CALHM6
1883,CALM1
1884,CALM2
1885,CALM3
1886,CALR
1887,CALU
1888,CALY
1889,CAMK1
1890,CAMK1D
1891,CAMK2D
1892,CAMK2G
1893,CAMK2N1
1894,CAMK4
1895,CAMKK1
1896,CAMKK2
1897,CAMKMT
1898,CAMLG
1899,CAMSAP1
1900,CAMTA1
1901,CAMTA1-DT
1902,CAMTA2
1903,CAND1
1904,CANT1
1905,CANX
1906,CAP1
1907,CAPG
1908,CAPN1
1909,CAPN10
1910,CAPN12
1911,CAPN15
1912,CAPN2
1913,CAPN7
1914,CAPNS1
1915,CAPRIN1
1916,CAPRIN2
1917,CAPS2
1918,CAPZA1
1919,CAPZA2
1920,CAPZB
1921,CARD11
1922,CARD16
1923,CARD19
1924,CARD6
1925,CARD8
1926,CARD8-AS1
1927,CARF
1928,CARHSP1
1929,CARM1
1930,CARMIL1
1931,CARMIL2
1932,CARNMT1
1933,CARS
1934,CARS2
1935,CASC1
1936,CASC11
1937,CASC3
1938,CASC4
1939,CASD1
1940,CASK
1941,CASP1
1942,CASP10
1943,CASP2
1944,CASP3
1945,CASP4
1946,CASP6
1947,CASP7
1948,CASP8
1949,CASP8AP2
1950,CASP9
1951,CASS4
1952,CAST
1953,CASTOR1
1954,CASTOR2
1955,CASTOR3
1956,CASZ1
1957,CAT
1958,CATSPERB
1959,CATSPERE
1960,CATSPERG
1961,CBFA2T2
1962,CBFB
1963,CBL
1964,CBLB
1965,CBLL1
1966,CBR1
1967,CBR3
1968,CBR3-AS1
1969,CBR4
1970,CBWD1
1971,CBWD2
1972,CBWD5
1973,CBX1
1974,CBX3
1975,CBX4
1976,CBX5
1977,CBX6
1978,CBX7
1979,CBY1
1980,CC2D1A
1981,CC2D1B
1982,CCAR1
1983,CCAR2
1984,CCDC102A
1985,CCDC107
1986,CCDC112
1987,CCDC115
1988,CCDC117
1989,CCDC12
1990,CCDC120
1991,CCDC121
1992,CCDC122
1993,CCDC124
1994,CCDC125
1995,CCDC126
1996,CCDC127
1997,CCDC130
1998,CCDC134
1999,CCDC136
2000,CCDC137
2001,CCDC138
2002,CCDC14
2003,CCDC141
2004,CCDC142
2005,CCDC144A
2006,CCDC146
2007,CCDC15
2008,CCDC152
2009,CCDC157
2010,CCDC159
2011,CCDC167
2012,CCDC171
2013,CCDC173
2014,CCDC174
2015,CCDC18
2016,CCDC18-AS1
2017,CCDC184
2018,CCDC186
2019,CCDC191
2020,CCDC200
2021,CCDC22
2022,CCDC25
2023,CCDC28A
2024,CCDC28B
2025,CCDC30
2026,CCDC32
2027,CCDC34
2028,CCDC39
2029,CCDC43
2030,CCDC47
2031,CCDC50
2032,CCDC57
2033,CCDC58
2034,CCDC59
2035,CCDC6
2036,CCDC61
2037,CCDC65
2038,CCDC66
2039,CCDC69
2040,CCDC7
2041,CCDC71
2042,CCDC71L
2043,CCDC77
2044,CCDC82
2045,CCDC84
2046,CCDC85B
2047,CCDC85C
2048,CCDC86
2049,CCDC88A
2050,CCDC88B
2051,CCDC88C
2052,CCDC9
2053,CCDC90B
2054,CCDC91
2055,CCDC92
2056,CCDC93
2057,CCDC97
2058,CCHCR1
2059,CCL20
2060,CCL28
2061,CCL3
2062,CCL3L1
2063,CCL4
2064,CCL4L2
2065,CCL5
2066,CCM2
2067,CCNB1
2068,CCNB1IP1
2069,CCNC
2070,CCND2
2071,CCND2-AS1
2072,CCND3
2073,CCNDBP1
2074,CCNE2
2075,CCNG1
2076,CCNG2
2077,CCNH
2078,CCNI
2079,CCNI2
2080,CCNJ
2081,CCNK
2082,CCNL1
2083,CCNL2
2084,CCNQ
2085,CCNT1
2086,CCNT2
2087,CCNT2-AS1
2088,CCNY
2089,CCNYL1
2090,CCP110
2091,CCPG1
2092,CCR2
2093,CCR4
2094,CCR5
2095,CCR5AS
2096,CCR6
2097,CCR7
2098,CCR9
2099,CCRL2
2100,CCS
2101,CCSAP
2102,CCSER2
2103,CCT2
2104,CCT3
2105,CCT4
2106,CCT5
2107,CCT6A
2108,CCT6B
2109,CCT7
2110,CCT8
2111,CCZ1
2112,CCZ1B
2113,CD101
2114,CD109
2115,CD151
2116,CD160
2117,CD164
2118,CD2
2119,CD200R1
2120,CD226
2121,CD244
2122,CD247
2123,CD248
2124,CD27
2125,CD27-AS1
2126,CD274
2127,CD28
2128,CD2AP
2129,CD2BP2
2130,CD300A
2131,CD302
2132,CD320
2133,CD37
2134,CD38
2135,CD3D
2136,CD3E
2137,CD3G
2138,CD4
2139,CD40LG
2140,CD44
2141,CD44-AS1
2142,CD46
2143,CD47
2144,CD48
2145,CD5
2146,CD52
2147,CD53
2148,CD55
2149,CD58
2150,CD59
2151,CD6
2152,CD63
2153,CD69
2154,CD7
2155,CD70
2156,CD72
2157,CD74
2158,CD79A
2159,CD79B
2160,CD81
2161,CD82
2162,CD83
2163,CD84
2164,CD8A
2165,CD8B
2166,CD9
2167,CD96
2168,CD99
2169,CD99L2
2170,CDADC1
2171,CDAN1
2172,CDC123
2173,CDC14A
2174,CDC14B
2175,CDC16
2176,CDC20
2177,CDC23
2178,CDC25B
2179,CDC26
2180,CDC27
2181,CDC34
2182,CDC37
2183,CDC37L1
2184,CDC37L1-DT
2185,CDC40
2186,CDC42
2187,CDC42-AS1
2188,CDC42BPG
2189,CDC42EP3
2190,CDC42EP4
2191,CDC42SE1
2192,CDC42SE2
2193,CDC5L
2194,CDC7
2195,CDC73
2196,CDCA4
2197,CDCA7
2198,CDH13
2199,CDH23
2200,CDIP1
2201,CDIPT
2202,CDK10
2203,CDK11A
2204,CDK11B
2205,CDK12
2206,CDK13
2207,CDK16
2208,CDK17
2209,CDK19
2210,CDK2
2211,CDK2AP2
2212,CDK4
2213,CDK5
2214,CDK5RAP1
2215,CDK5RAP2
2216,CDK5RAP3
2217,CDK6
2218,CDK7
2219,CDK8
2220,CDK9
2221,CDKAL1
2222,CDKL1
2223,CDKL2
2224,CDKL3
2225,CDKL5
2226,CDKN1A
2227,CDKN1B
2228,CDKN1C
2229,CDKN2A
2230,CDKN2AIP
2231,CDKN2AIPNL
2232,CDKN2B-AS1
2233,CDKN2C
2234,CDKN2D
2235,CDKN3
2236,CDPF1
2237,CDR2
2238,CDRT4
2239,CDS2
2240,CDV3
2241,CDYL
2242,CDYL2
2243,CEACAM21
2244,CEBPA
2245,CEBPB
2246,CEBPD
2247,CEBPG
2248,CEBPZ
2249,CEBPZOS
2250,CELF1
2251,CELF2
2252,CEMIP2
2253,CENPB
2254,CENPC
2255,CENPE
2256,CENPF
2257,CENPH
2258,CENPJ
2259,CENPK
2260,CENPL
2261,CENPM
2262,CENPN
2263,CENPP
2264,CENPQ
2265,CENPS
2266,CENPT
2267,CENPU
2268,CENPV
2269,CENPW
2270,CENPX
2271,CEP104
2272,CEP112
2273,CEP120
2274,CEP126
2275,CEP128
2276,CEP131
2277,CEP135
2278,CEP152
2279,CEP162
2280,CEP164
2281,CEP170
2282,CEP19
2283,CEP192
2284,CEP250
2285,CEP290
2286,CEP295
2287,CEP350
2288,CEP41
2289,CEP44
2290,CEP57
2291,CEP57L1
2292,CEP63
2293,CEP68
2294,CEP70
2295,CEP72
2296,CEP76
2297,CEP78
2298,CEP83
2299,CEP85
2300,CEP85L
2301,CEP89
2302,CEP95
2303,CEP97
2304,CEPT1
2305,CERK
2306,CERNA1
2307,CERS2
2308,CERS4
2309,CERS5
2310,CERS6
2311,CERT1
2312,CES2
2313,CETN2
2314,CETN3
2315,CFAP20
2316,CFAP298
2317,CFAP36
2318,CFAP410
2319,CFAP44
2320,CFAP45
2321,CFAP54
2322,CFAP70
2323,CFAP97
2324,CFDP1
2325,CFH
2326,CFL1
2327,CFL2
2328,CFLAR
2329,CFLAR-AS1
2330,CGAS
2331,CGGBP1
2332,CGRRF1
2333,CH25H
2334,CHAC1
2335,CHAC2
2336,CHAF1A
2337,CHAF1B
2338,CHAMP1
2339,CHCHD1
2340,CHCHD10
2341,CHCHD2
2342,CHCHD3
2343,CHCHD4
2344,CHCHD5
2345,CHCHD6
2346,CHCHD7
2347,CHD1
2348,CHD1L
2349,CHD2
2350,CHD3
2351,CHD4
2352,CHD6
2353,CHD7
2354,CHD8
2355,CHD9
2356,CHEK1
2357,CHEK2
2358,CHERP
2359,CHFR
2360,CHI3L2
2361,CHIC1
2362,CHIC2
2363,CHID1
2364,CHKA
2365,CHKB
2366,CHKB-DT
2367,CHM
2368,CHML
2369,CHMP1A
2370,CHMP1B
2371,CHMP2A
2372,CHMP2B
2373,CHMP3
2374,CHMP4A
2375,CHMP4B
2376,CHMP5
2377,CHMP6
2378,CHMP7
2379,CHN1
2380,CHN2
2381,CHODL
2382,CHORDC1
2383,CHP1
2384,CHPF
2385,CHPF2
2386,CHPT1
2387,CHRAC1
2388,CHRM3
2389,CHRM3-AS2
2390,CHRNA1
2391,CHRNB1
2392,CHRNE
2393,CHROMR
2394,CHST10
2395,CHST11
2396,CHST12
2397,CHST14
2398,CHST7
2399,CHSY1
2400,CHSY3
2401,CHTF18
2402,CHTF8
2403,CHTOP
2404,CHUK
2405,CHURC1
2406,CIAO1
2407,CIAO2A
2408,CIAO2B
2409,CIAO3
2410,CIAPIN1
2411,CIB1
2412,CIC
2413,CIDEB
2414,CINP
2415,CIP2A
2416,CIPC
2417,CIR1
2418,CIRBP
2419,CISD1
2420,CISD2
2421,CISD3
2422,CISH
2423,CITED2
2424,CITED4
2425,CIZ1
2426,CKAP2
2427,CKAP4
2428,CKAP5
2429,CKB
2430,CKLF
2431,CKMT2-AS1
2432,CKS1B
2433,CKS2
2434,CLASP1
2435,CLASP2
2436,CLASRP
2437,CLCC1
2438,CLCF1
2439,CLCN3
2440,CLCN5
2441,CLCN6
2442,CLCN7
2443,CLDN7
2444,CLDND1
2445,CLDND2
2446,CLEC16A
2447,CLEC2B
2448,CLEC2D
2449,CLECL1
2450,CLHC1
2451,CLIC1
2452,CLIC3
2453,CLIC4
2454,CLIC5
2455,CLINT1
2456,CLIP1
2457,CLIP2
2458,CLIP4
2459,CLK1
2460,CLK2
2461,CLK3
2462,CLK4
2463,CLMP
2464,CLN3
2465,CLN5
2466,CLN6
2467,CLN8
2468,CLNK
2469,CLNS1A
2470,CLOCK
2471,CLP1
2472,CLPB
2473,CLPP
2474,CLPTM1
2475,CLPTM1L
2476,CLPX
2477,CLSPN
2478,CLSTN1
2479,CLSTN3
2480,CLTA
2481,CLTB
2482,CLTC
2483,CLU
2484,CLUAP1
2485,CLUH
2486,CLYBL
2487,CMAS
2488,CMC1
2489,CMC2
2490,CMC4
2491,CMIP
2492,CMPK1
2493,CMSS1
2494,CMTM1
2495,CMTM3
2496,CMTM6
2497,CMTM7
2498,CMTM8
2499,CMTR1
2500,CMTR2
2501,CNBD2
2502,CNBP
2503,CNDP2
2504,CNEP1R1
2505,CNIH1
2506,CNIH2
2507,CNIH3
2508,CNIH4
2509,CNKSR2
2510,CNN2
2511,CNNM2
2512,CNNM3
2513,CNNM4
2514,CNOT1
2515,CNOT10
2516,CNOT11
2517,CNOT2
2518,CNOT3
2519,CNOT4
2520,CNOT6
2521,CNOT6L
2522,CNOT7
2523,CNOT8
2524,CNOT9
2525,CNP
2526,CNPPD1
2527,CNPY2
2528,CNPY3
2529,CNPY4
2530,CNST
2531,CNTRL
2532,CNTROB
2533,COA1
2534,COA3
2535,COA4
2536,COA5
2537,COA6
2538,COA6-AS1
2539,COA8
2540,COASY
2541,COG1
2542,COG2
2543,COG3
2544,COG4
2545,COG5
2546,COG6
2547,COG7
2548,COG8
2549,COIL
2550,COL18A1
2551,COL5A1
2552,COL5A3
2553,COL6A2
2554,COL6A3
2555,COLGALT1
2556,COLQ
2557,COMMD1
2558,COMMD10
2559,COMMD2
2560,COMMD3
2561,COMMD4
2562,COMMD5
2563,COMMD6
2564,COMMD7
2565,COMMD8
2566,COMMD9
2567,COMT
2568,COMTD1
2569,COP1
2570,COPA
2571,COPB1
2572,COPB2
2573,COPE
2574,COPG1
2575,COPG2
2576,COPS2
2577,COPS3
2578,COPS4
2579,COPS5
2580,COPS6
2581,COPS7A
2582,COPS7B
2583,COPS8
2584,COPS9
2585,COPZ1
2586,COQ10A
2587,COQ10B
2588,COQ2
2589,COQ4
2590,COQ5
2591,COQ6
2592,COQ7
2593,COQ8A
2594,COQ8B
2595,COQ9
2596,CORO1A
2597,CORO1B
2598,CORO1C
2599,CORO2A
2600,CORO7
2601,COTL1
2602,COX10
2603,COX10-AS1
2604,COX11
2605,COX14
2606,COX15
2607,COX16
2608,COX17
2609,COX18
2610,COX19
2611,COX20
2612,COX4I1
2613,COX5A
2614,COX5B
2615,COX6A1
2616,COX6B1
2617,COX6C
2618,COX7A2
2619,COX7A2L
2620,COX7B
2621,COX7C
2622,COX8A
2623,CPA5
2624,CPB2-AS1
2625,CPD
2626,CPEB2
2627,CPEB3
2628,CPEB4
2629,CPLANE1
2630,CPNE1
2631,CPNE3
2632,CPNE7
2633,CPNE8
2634,CPOX
2635,CPPED1
2636,CPQ
2637,CPSF1
2638,CPSF2
2639,CPSF3
2640,CPSF4
2641,CPSF6
2642,CPSF7
2643,CPT1A
2644,CPT1B
2645,CPT2
2646,CPTP
2647,CR381653.1
2648,CRACR2A
2649,CRACR2B
2650,CRADD
2651,CRAMP1
2652,CRAT
2653,CRBN
2654,CRCP
2655,CREB1
2656,CREB3
2657,CREB3L2
2658,CREBBP
2659,CREBL2
2660,CREBRF
2661,CREBZF
2662,CREG1
2663,CRELD1
2664,CRELD2
2665,CREM
2666,CRIM1
2667,CRIP1
2668,CRIP2
2669,CRIPT
2670,CRK
2671,CRKL
2672,CRLF3
2673,CRLS1
2674,CRNKL1
2675,CROCC
2676,CROT
2677,CRTAM
2678,CRTAP
2679,CRTC1
2680,CRTC2
2681,CRTC3
2682,CRTC3-AS1
2683,CRY1
2684,CRY2
2685,CRYBG1
2686,CRYL1
2687,CRYZ
2688,CRYZL1
2689,CS
2690,CSAD
2691,CSDE1
2692,CSE1L
2693,CSF1
2694,CSF2
2695,CSGALNACT1
2696,CSGALNACT2
2697,CSK
2698,CSKMT
2699,CSMD1
2700,CSNK1A1
2701,CSNK1D
2702,CSNK1E
2703,CSNK1G1
2704,CSNK1G2
2705,CSNK1G3
2706,CSNK2A1
2707,CSNK2A2
2708,CSNK2B
2709,CSPP1
2710,CSRNP1
2711,CSRNP2
2712,CSRP1
2713,CST7
2714,CSTB
2715,CSTF1
2716,CSTF2
2717,CSTF2T
2718,CSTF3
2719,CTBP1
2720,CTBP1-AS
2721,CTBP1-DT
2722,CTBS
2723,CTC1
2724,CTCF
2725,CTDNEP1
2726,CTDP1
2727,CTDSP1
2728,CTDSP2
2729,CTDSPL2
2730,CTH
2731,CTIF
2732,CTLA4
2733,CTNNA1
2734,CTNNAL1
2735,CTNNB1
2736,CTNNBIP1
2737,CTNNBL1
2738,CTNND1
2739,CTNS
2740,CTPS1
2741,CTPS2
2742,CTR9
2743,CTSA
2744,CTSB
2745,CTSC
2746,CTSD
2747,CTSF
2748,CTSH
2749,CTSL
2750,CTSS
2751,CTSW
2752,CTSZ
2753,CTU1
2754,CTU2
2755,CUBN
2756,CUEDC2
2757,CUL1
2758,CUL2
2759,CUL3
2760,CUL4A
2761,CUL4B
2762,CUL5
2763,CUL7
2764,CUL9
2765,CUTA
2766,CUTC
2767,CUX1
2768,CWC15
2769,CWC22
2770,CWC25
2771,CWC27
2772,CWF19L1
2773,CWF19L2
2774,CXADR
2775,CXCL13
2776,CXCL16
2777,CXCR3
2778,CXCR4
2779,CXCR6
2780,CXXC1
2781,CXXC5
2782,CXorf38
2783,CXorf40A
2784,CXorf40B
2785,CXorf56
2786,CYB561
2787,CYB561A3
2788,CYB561D1
2789,CYB561D2
2790,CYB561D2-1
2791,CYB5A
2792,CYB5B
2793,CYB5D1
2794,CYB5D2
2795,CYB5R1
2796,CYB5R3
2797,CYB5R4
2798,CYBA
2799,CYBC1
2800,CYC1
2801,CYCS
2802,CYFIP1
2803,CYFIP2
2804,CYHR1
2805,CYLD
2806,CYP20A1
2807,CYP2F1
2808,CYP2R1
2809,CYP2U1
2810,CYP4F22
2811,CYP4V2
2812,CYP51A1
2813,CYREN
2814,CYSLTR1
2815,CYSLTR2
2816,CYSTM1
2817,CYTH1
2818,CYTH2
2819,CYTH3
2820,CYTH4
2821,CYTIP
2822,CYTOR
2823,CZIB
2824,D2HGDH
2825,DAAM1
2826,DAB1
2827,DAD1
2828,DAG1
2829,DAGLB
2830,DALRD3
2831,DANCR
2832,DAP
2833,DAP3
2834,DAPK2
2835,DAPK3
2836,DAPP1
2837,DARS
2838,DARS-AS1
2839,DARS2
2840,DAXX
2841,DAZAP1
2842,DAZAP2
2843,DBF4
2844,DBI
2845,DBN1
2846,DBNDD2
2847,DBNL
2848,DBP
2849,DBR1
2850,DBT
2851,DCAF1
2852,DCAF10
2853,DCAF11
2854,DCAF12
2855,DCAF13
2856,DCAF15
2857,DCAF16
2858,DCAF17
2859,DCAF4
2860,DCAF5
2861,DCAF6
2862,DCAF7
2863,DCAF8
2864,DCAKD
2865,DCBLD1
2866,DCK
2867,DCLRE1A
2868,DCLRE1B
2869,DCLRE1C
2870,DCP1A
2871,DCP1B
2872,DCP2
2873,DCPS
2874,DCTD
2875,DCTN1
2876,DCTN2
2877,DCTN3
2878,DCTN4
2879,DCTN5
2880,DCTN6
2881,DCTPP1
2882,DCUN1D1
2883,DCUN1D2
2884,DCUN1D3
2885,DCUN1D4
2886,DCUN1D5
2887,DCXR
2888,DDA1
2889,DDAH2
2890,DDB1
2891,DDB2
2892,DDHD1
2893,DDHD2
2894,DDI2
2895,DDIAS
2896,DDIT3
2897,DDIT4
2898,DDIT4-AS1
2899,DDN-AS1
2900,DDOST
2901,DDR2
2902,DDRGK1
2903,DDT
2904,DDX1
2905,DDX10
2906,DDX11
2907,DDX17
2908,DDX18
2909,DDX19A
2910,DDX19B
2911,DDX20
2912,DDX21
2913,DDX23
2914,DDX24
2915,DDX27
2916,DDX28
2917,DDX31
2918,DDX39A
2919,DDX39B
2920,DDX3X
2921,DDX3Y
2922,DDX41
2923,DDX42
2924,DDX43
2925,DDX46
2926,DDX47
2927,DDX49
2928,DDX5
2929,DDX50
2930,DDX51
2931,DDX52
2932,DDX54
2933,DDX55
2934,DDX56
2935,DDX58
2936,DDX59
2937,DDX6
2938,DDX60
2939,DDX60L
2940,DEAF1
2941,DEC1
2942,DECR1
2943,DEDD
2944,DEDD2
2945,DEF6
2946,DEF8
2947,DEGS1
2948,DEK
2949,DELE1
2950,DENND10
2951,DENND11
2952,DENND1A
2953,DENND1B
2954,DENND1C
2955,DENND2C
2956,DENND2D
2957,DENND3
2958,DENND4A
2959,DENND4B
2960,DENND4C
2961,DENND5A
2962,DENND6A
2963,DENND6B
2964,DENR
2965,DEPDC5
2966,DERA
2967,DERL1
2968,DERL2
2969,DESI1
2970,DESI2
2971,DEXI
2972,DFFA
2973,DFFB
2974,DGAT1
2975,DGCR2
2976,DGCR6L
2977,DGCR8
2978,DGKA
2979,DGKD
2980,DGKE
2981,DGKH
2982,DGKQ
2983,DGKZ
2984,DGLUCY
2985,DGUOK
2986,DHCR24
2987,DHCR7
2988,DHDDS
2989,DHFR
2990,DHFR2
2991,DHODH
2992,DHPS
2993,DHRS1
2994,DHRS12
2995,DHRS13
2996,DHRS3
2997,DHRS4
2998,DHRS4-AS1
2999,DHRS4L2
3000,DHRS7
3001,DHRS7B
3002,DHRSX
3003,DHTKD1
3004,DHX15
3005,DHX16
3006,DHX29
3007,DHX30
3008,DHX32
3009,DHX33
3010,DHX34
3011,DHX35
3012,DHX36
3013,DHX37
3014,DHX38
3015,DHX40
3016,DHX57
3017,DHX58
3018,DHX8
3019,DHX9
3020,DIABLO
3021,DIAPH1
3022,DIAPH2
3023,DICER1
3024,DIDO1
3025,DIMT1
3026,DIP2A
3027,DIP2B
3028,DIP2C
3029,DIPK1A
3030,DIPK2A
3031,DIRC3
3032,DIS3
3033,DIS3L
3034,DIS3L2
3035,DISC1
3036,DISC1FP1
3037,DISP1
3038,DIXDC1
3039,DKC1
3040,DLAT
3041,DLD
3042,DLEC1
3043,DLEU1
3044,DLEU2
3045,DLEU7
3046,DLG1
3047,DLG2
3048,DLG3
3049,DLG4
3050,DLG5
3051,DLGAP1
3052,DLGAP1-AS1
3053,DLGAP1-AS2
3054,DLGAP3
3055,DLGAP4
3056,DLGAP4-AS1
3057,DLL1
3058,DLST
3059,DLX2
3060,DMAC1
3061,DMAC2
3062,DMAC2L
3063,DMAP1
3064,DMGDH
3065,DMPK
3066,DMTF1
3067,DMTN
3068,DMWD
3069,DMXL1
3070,DNAAF2
3071,DNAAF5
3072,DNAH1
3073,DNAH6
3074,DNAJA1
3075,DNAJA2
3076,DNAJA3
3077,DNAJA4
3078,DNAJB1
3079,DNAJB11
3080,DNAJB12
3081,DNAJB14
3082,DNAJB2
3083,DNAJB4
3084,DNAJB6
3085,DNAJB9
3086,DNAJC1
3087,DNAJC10
3088,DNAJC11
3089,DNAJC13
3090,DNAJC14
3091,DNAJC15
3092,DNAJC16
3093,DNAJC17
3094,DNAJC18
3095,DNAJC19
3096,DNAJC2
3097,DNAJC21
3098,DNAJC24
3099,DNAJC25
3100,DNAJC27
3101,DNAJC27-AS1
3102,DNAJC3
3103,DNAJC3-DT
3104,DNAJC30
3105,DNAJC4
3106,DNAJC5
3107,DNAJC6
3108,DNAJC7
3109,DNAJC8
3110,DNAJC9
3111,DNAL1
3112,DNAL4
3113,DNASE1
3114,DNASE1L1
3115,DNASE2
3116,DNHD1
3117,DNLZ
3118,DNM1L
3119,DNM2
3120,DNM3
3121,DNMBP
3122,DNMT1
3123,DNMT3A
3124,DNPEP
3125,DNPH1
3126,DNTTIP1
3127,DNTTIP2
3128,DOCK10
3129,DOCK11
3130,DOCK2
3131,DOCK3
3132,DOCK4
3133,DOCK5
3134,DOCK8
3135,DOCK9
3136,DOHH
3137,DOK1
3138,DOK2
3139,DOK6
3140,DOLPP1
3141,DONSON
3142,DOP1A
3143,DOP1B
3144,DOT1L
