"","gene_short_name","term","q_value","normalized_effect"
"1","A1BG","tissueLP",1,0.167918434481431
"2","A1BG-AS1","tissueLP",1,0.252110963282159
"3","A2M","tissueLP",1,-2.12286687225522
"4","A2M-AS1","tissueLP",1,-1.05028896999644
"5","A4GALT","tissueLP",1,2.49867267297542e-13
"6","AAAS","tissueLP",1,-0.218317246316992
"7","AACS","tissueLP",1,-0.0682958204270561
"8","AAGAB","tissueLP",1,-0.0298275483816
"9","AAK1","tissueLP",2.77680163698983e-07,-0.629652429162735
"10","AAMDC","tissueLP",1,0.122755144092926
"11","AAMP","tissueLP",1.33704230606235e-19,0.937283761822159
"12","AAR2","tissueLP",0.172048505201177,0.648944888411805
"13","AARS","tissueLP",1,0.147210606828632
"14","AARS2","tissueLP",1,-0.346553782237953
"15","AARSD1","tissueLP",1,0.282876331980797
"16","AASDH","tissueLP",1,-0.58428490767615
"17","AASDHPPT","tissueLP",1,0.062089241351083
"18","AASS","tissueLP",1,-0.59439079654576
"19","AATF","tissueLP",1,0.280228444327349
"20","AATK","tissueLP",1,0.233746018144352
"21","ABALON","tissueLP",1,-0.917689808656956
"22","ABAT","tissueLP",1,0.518367524101977
"23","ABCA1","tissueLP",1,0.326257382953654
"24","ABCA10","tissueLP",1,-0.240298178763254
"25","ABCA2","tissueLP",1,0.292934617622803
"26","ABCA3","tissueLP",1,-0.781499036729481
"27","ABCA5","tissueLP",1,-0.346727799961711
"28","ABCA7","tissueLP",1,0.00955588496068055
"29","ABCB1","tissueLP",3.09830386586861e-82,1.12917358533341
"30","ABCB10","tissueLP",1,-0.234096645691383
"31","ABCB6","tissueLP",1,-0.279992914352622
"32","ABCB7","tissueLP",1,0.0186699295174055
"33","ABCB8","tissueLP",1,-0.311999089614918
"34","ABCB9","tissueLP",1,-0.583048267730401
"35","ABCC1","tissueLP",1,0.0327330029273521
"36","ABCC10","tissueLP",1,-0.352576890225915
"37","ABCC11","tissueLP",1,-0.701407708167879
"38","ABCC4","tissueLP",1,0.0529204740042656
"39","ABCC5","tissueLP",1,0.0486648152346099
"40","ABCD1","tissueLP",1,-0.407045934646
"41","ABCD2","tissueLP",1,-0.0731514862670295
"42","ABCD3","tissueLP",1,-0.0729305804088846
"43","ABCD4","tissueLP",1,0.21273817198331
"44","ABCE1","tissueLP",2.92410649676365e-05,0.530586286413115
"45","ABCF1","tissueLP",3.63882298903341e-31,0.842365987585017
"46","ABCF2","tissueLP",1,0.160102243868471
"47","ABCF3","tissueLP",0.0484937040139423,0.576554366225003
"48","ABCG1","tissueLP",1,0.0676589500959407
"49","ABCG2","tissueLP",1,-0.220033588630544
"50","ABHD10","tissueLP",1,-0.00602421082326768
"51","ABHD11","tissueLP",1,-0.608445962143792
"52","ABHD12","tissueLP",1,-0.106931994241714
"53","ABHD13","tissueLP",1,-0.148417157370248
"54","ABHD14A","tissueLP",1,-0.365460772472369
"55","ABHD14B","tissueLP",1,-0.0559678344421752
"56","ABHD15","tissueLP",1,-0.347949362274716
"57","ABHD15-AS1","tissueLP",1,-0.369012363526338
"58","ABHD16A","tissueLP",1,0.432449390632468
"59","ABHD17A","tissueLP",1,0.21097378864694
"60","ABHD17B","tissueLP",0.466825811706578,0.521869433149171
"61","ABHD18","tissueLP",1,-0.0108833179340445
"62","ABHD2","tissueLP",1,-0.496538187180737
"63","ABHD3","tissueLP",1,-0.0827241975177548
"64","ABHD4","tissueLP",1,0.0536780652022874
"65","ABHD5","tissueLP",1,-0.0899939813246489
"66","ABHD6","tissueLP",1,0.46662644760651
"67","ABHD8","tissueLP",1,-0.372977384957634
"68","ABI1","tissueLP",1,0.231399001599776
"69","ABI2","tissueLP",1,0.244846489527432
"70","ABI3","tissueLP",1,-0.072398501736506
"71","ABITRAM","tissueLP",1,0.268193122099725
"72","ABL1","tissueLP",1,-0.0676503326544441
"73","ABL2","tissueLP",1,0.11184691308754
"74","ABLIM1","tissueLP",2.73467424384349e-41,1.01458119159184
"75","ABLIM2","tissueLP",1,-0.569465668870332
"76","ABR","tissueLP",1,0.018394264993449
"77","ABRACL","tissueLP",1,0.0368302219201135
"78","ABRAXAS1","tissueLP",1,-0.23033721855978
"79","ABRAXAS2","tissueLP",1,0.530671065799249
"80","ABT1","tissueLP",6.85897320143141e-10,0.70497609076086
"81","ABTB1","tissueLP",1,0.239813099428051
"82","ABTB2","tissueLP",0.14618960117931,0.627577926446735
"83","AC000065.1","tissueLP",1,-0.178629970748829
"84","AC002091.1","tissueLP",1,-0.446228246319008
"85","AC002091.2","tissueLP",1,-0.530923603763123
"86","AC002116.2","tissueLP",1,-0.534767381969178
"87","AC002306.1","tissueLP",1,-0.172569763789575
"88","AC002310.1","tissueLP",1,-0.668559527001984
"89","AC002331.1","tissueLP",1,-2.08207889921282
"90","AC002454.1","tissueLP",1,-0.480705327063553
"91","AC002460.2","tissueLP",1,-0.837642818306452
"92","AC002463.1","tissueLP",1,-0.233751658355709
"93","AC002467.1","tissueLP",1,-0.0958418881886866
"94","AC003681.1","tissueLP",1,0.116030002518193
"95","AC004039.1","tissueLP",1,0.546743780639857
"96","AC004083.1","tissueLP",1,-0.392916750588267
"97","AC004241.1","tissueLP",1,-0.768050171878414
"98","AC004253.1","tissueLP",1,0.0916347444291728
"99","AC004551.1","tissueLP",1,-0.422602401180844
"100","AC004556.3","tissueLP",1,-0.122202190713892
"101","AC004585.1","tissueLP",1,-1.08431795887059
"102","AC004596.1","tissueLP",1,-0.918163190244723
"103","AC004687.1","tissueLP",0.00195301292091981,-0.67546067217613
"104","AC004771.3","tissueLP",1,-0.715951996741033
"105","AC004797.1","tissueLP",1,-0.419686139148687
"106","AC004812.2","tissueLP",1,0.0350939099386106
"107","AC004816.1","tissueLP",1,-0.318624659484509
"108","AC004817.3","tissueLP",1,-0.28905654000252
"109","AC004817.5","tissueLP",1,2.49867267297542e-13
"110","AC004832.6","tissueLP",1,-0.737689249678718
"111","AC004837.4","tissueLP",1,-0.509033451843454
"112","AC004847.1","tissueLP",1,0.0407862457214242
"113","AC004854.2","tissueLP",1,-0.583832205329514
"114","AC004865.2","tissueLP",1,-1.57504986641944
"115","AC004895.1","tissueLP",1,-0.0235762514597085
"116","AC004906.1","tissueLP",1,-0.299438090678526
"117","AC004917.1","tissueLP",1,-0.157473867638234
"118","AC004938.2","tissueLP",1,-0.918163190244723
"119","AC004943.2","tissueLP",1,-0.350651756586602
"120","AC004951.1","tissueLP",1,-0.335808179347725
"121","AC004974.1","tissueLP",1,-0.206011422600758
"122","AC005037.1","tissueLP",1,0.251160659717332
"123","AC005041.5","tissueLP",1,-0.21166497740432
"124","AC005052.2","tissueLP",0.907296122869875,-1.23785780698213
"125","AC005070.3","tissueLP",1,0.0362779671008858
"126","AC005083.1","tissueLP",1,-0.170934152744148
"127","AC005225.2","tissueLP",1,-0.394287579048805
"128","AC005229.4","tissueLP",1,-0.306822256649964
"129","AC005237.1","tissueLP",1,-0.205407118697603
"130","AC005261.1","tissueLP",1,0.580556576236275
"131","AC005264.1","tissueLP",1,-1.45757501703442
"132","AC005332.1","tissueLP",1,-0.717499966014138
"133","AC005332.4","tissueLP",1,-0.608883969158412
"134","AC005332.5","tissueLP",1,0.521441664589919
"135","AC005332.6","tissueLP",1,0.517465338842202
"136","AC005355.1","tissueLP",1,-0.565239165254772
"137","AC005363.2","tissueLP",1,-0.958654301870358
"138","AC005400.1","tissueLP",0.00197726110001154,0.962818458908332
"139","AC005476.2","tissueLP",1,-0.24153427950157
"140","AC005480.1","tissueLP",1,0.547234015396912
"141","AC005498.3","tissueLP",1,-0.023576251459709
"142","AC005520.2","tissueLP",1,-0.624852486909663
"143","AC005523.2","tissueLP",1,0.484099134040087
"144","AC005532.1","tissueLP",1,-0.671871722027525
"145","AC005540.1","tissueLP",1,0.0172744396342895
"146","AC005562.1","tissueLP",1,-0.230606716664757
"147","AC005614.1","tissueLP",1,-0.337559409193526
"148","AC005632.3","tissueLP",1,-0.356248864394389
"149","AC005670.3","tissueLP",1,-0.16540236872765
"150","AC005695.2","tissueLP",1,-0.0235762514597085
"151","AC005726.1","tissueLP",1,-0.0824869270626208
"152","AC005786.3","tissueLP",1,-0.356248864394386
"153","AC005808.1","tissueLP",1,0.408919161261448
"154","AC005833.2","tissueLP",1,-0.299438090678531
"155","AC005837.1","tissueLP",1,-1.13151708850785
"156","AC005842.1","tissueLP",1,-0.48246001959051
"157","AC005856.1","tissueLP",1,2.49867267297542e-13
"158","AC005899.8","tissueLP",1,0.213576084253625
"159","AC005920.2","tissueLP",1,0.58915592186984
"160","AC005944.1","tissueLP",1,-0.0961576796521466
"161","AC005972.3","tissueLP",1,-0.497639739416869
"162","AC006001.2","tissueLP",1,-0.00971488840753212
"163","AC006042.2","tissueLP",1,-0.735676537095237
"164","AC006059.1","tissueLP",1,0.280783967506247
"165","AC006064.2","tissueLP",1,0.0974338581416925
"166","AC006064.4","tissueLP",1,0.376161060732889
"167","AC006064.5","tissueLP",1,2.49867267297542e-13
"168","AC006141.1","tissueLP",1,0.308748017091893
"169","AC006160.1","tissueLP",1,0.238374980801627
"170","AC006207.1","tissueLP",1,-0.856214770981157
"171","AC006213.2","tissueLP",1,-0.508920210965905
"172","AC006252.1","tissueLP",1,-0.446228246319008
"173","AC006299.1","tissueLP",1,-0.702701512828174
"174","AC006333.2","tissueLP",1,-0.661815229302081
"175","AC006369.1","tissueLP",2.01984431525762e-14,-1.36326478782416
"176","AC006372.3","tissueLP",1,-0.813852387685078
"177","AC006387.1","tissueLP",1,-0.0467734146964415
"178","AC006449.6","tissueLP",1,-0.0448766095957722
"179","AC006460.1","tissueLP",1.77076866051694e-07,1.35380293991542
"180","AC006460.2","tissueLP",1,0.357002795879559
"181","AC006504.5","tissueLP",1,-0.424940275352039
"182","AC006511.6","tissueLP",1,-1.42253390312919
"183","AC006581.1","tissueLP",1,-1.45757501703443
"184","AC006581.2","tissueLP",1,-0.446228246319008
"185","AC006942.1","tissueLP",1,-0.972946487801385
"186","AC006960.2","tissueLP",1,-0.463569774569767
"187","AC006994.2","tissueLP",1,-1.60550977599841
"188","AC007032.1","tissueLP",1,0.0754534093997947
"189","AC007038.1","tissueLP",1,0.0680584891467557
"190","AC007114.1","tissueLP",1,-0.201287777746276
"191","AC007163.1","tissueLP",1,-0.505271125979242
"192","AC007216.4","tissueLP",1,-0.0708367561079783
"193","AC007262.2","tissueLP",1,-0.626402050094778
"194","AC007349.2","tissueLP",1,2.49867267297542e-13
"195","AC007349.3","tissueLP",1,-0.410907028866757
"196","AC007365.1","tissueLP",1,-0.406005022725408
"197","AC007383.2","tissueLP",1,-0.361813484883408
