,Gene stable ID,Gene name_mart,Used by 10X,ultimate_gene_name
14249,ENSG00000287433,,True,AC107222.2
14250,ENSG00000211645,IGLV1-50,True,IGLV1-50
14251,ENSG00000206853,,,ENSG00000206853
14252,ENSG00000222889,RN7SKP29,,RN7SKP29
14253,ENSG00000248816,,True,AC079226.2
14254,ENSG00000277740,Metazoa_SRP,,Metazoa_SRP_ENSG00000277740
14255,ENSG00000225724,ASH2LP3,,ASH2LP3
14256,ENSG00000223350,IGLV9-49,True,IGLV9-49
14257,ENSG00000207816,MIR124-2,,MIR124-2
14258,ENSG00000243532,RN7SL19P,,RN7SL19P
14259,ENSG00000252594,RNU6-656P,,RNU6-656P
14260,ENSG00000232515,,,ENSG00000232515
14261,ENSG00000275128,RN7SL203P,,RN7SL203P
14262,ENSG00000211647,IGLV5-48,True,IGLV5-48
14263,ENSG00000223220,Y_RNA,,Y_RNA_ENSG00000223220
14264,ENSG00000038295,TLL1,True,TLL1
14265,ENSG00000252509,RNA5SP271,,RNA5SP271
14266,ENSG00000206649,,,ENSG00000206649
14267,ENSG00000211648,IGLV1-47,True,IGLV1-47
14268,ENSG00000239184,RNA5SP269,,RNA5SP269
14269,ENSG00000223293,RNA5SP270,,RNA5SP270
14270,ENSG00000222231,RNU2-54P,,RNU2-54P
14271,ENSG00000251904,RNA5SP272,,RNA5SP272
14272,ENSG00000237428,ASH2LP2,,ASH2LP2
14273,ENSG00000277063,MIR8084,,MIR8084
14274,ENSG00000211649,IGLV7-46,True,IGLV7-46
14275,ENSG00000265588,MIR5708,,MIR5708
14276,ENSG00000207036,RNY3P14,,RNY3P14
14277,ENSG00000206701,RNU6-1040P,,RNU6-1040P
14278,ENSG00000232603,,,ENSG00000232603
14279,ENSG00000202095,RNU6-1172P,,RNU6-1172P
14280,ENSG00000211650,IGLV5-45,True,IGLV5-45
14281,ENSG00000202112,RNU6-690P,,RNU6-690P
14282,ENSG00000284288,MIR378D2,,MIR378D2
14283,ENSG00000242315,RN7SL685P,,RN7SL685P
14284,ENSG00000166930,MS4A5,True,MS4A5
14285,ENSG00000252935,RNU6-1220P,,RNU6-1220P
14286,ENSG00000252755,RNU6-703P,,RNU6-703P
14287,ENSG00000211651,IGLV1-44,True,IGLV1-44
14288,ENSG00000207215,SNORD3H,,SNORD3H
14289,ENSG00000222416,RNA5SP274,,RNA5SP274
14290,ENSG00000280397,,,ENSG00000280397
14291,ENSG00000207378,RNU6-748P,,RNU6-748P
14292,ENSG00000211652,IGLV7-43,True,IGLV7-43
14293,ENSG00000241550,RN7SL41P,,RN7SL41P
14294,ENSG00000279147,,,ENSG00000279147
14295,ENSG00000276673,,,ENSG00000276673
14296,ENSG00000254175,IGLVI-42,True,IGLVI-42
14297,ENSG00000207067,SNORA72,,SNORA72_ENSG00000207067
14298,ENSG00000254073,IGLVVII-41-1,True,IGLVVII-41-1
14299,ENSG00000253818,IGLV1-41,True,IGLV1-41
14300,ENSG00000242671,LINC02010,True,LINC02010
14301,ENSG00000202310,Y_RNA,,Y_RNA_ENSG00000202310
14302,ENSG00000211653,IGLV1-40,True,IGLV1-40
14303,ENSG00000199667,Y_RNA,,Y_RNA_ENSG00000199667
14304,ENSG00000212414,SNORD77B,,SNORD77B
14305,ENSG00000221387,RNU6ATAC8P,,RNU6ATAC8P
14306,ENSG00000202399,Y_RNA,,Y_RNA_ENSG00000202399
14307,ENSG00000221753,,,ENSG00000221753
14308,ENSG00000252558,RNU6-914P,,RNU6-914P
14309,ENSG00000252593,RNU6-1224P,,RNU6-1224P
14310,ENSG00000206719,Y_RNA,,Y_RNA_ENSG00000206719
14311,ENSG00000266756,MIR5680,,MIR5680
14312,ENSG00000224144,ASH2LP1,,ASH2LP1_ENSG00000224144
14313,ENSG00000275041,Metazoa_SRP,,Metazoa_SRP_ENSG00000275041
14314,ENSG00000253889,IGLVI-38,True,IGLVI-38
14315,ENSG00000200806,RNA5SP275,,RNA5SP275
14316,ENSG00000211654,IGLV5-37,True,IGLV5-37
14317,ENSG00000199450,RNA5SP276,,RNA5SP276
14318,ENSG00000207334,RNU6-12P,,RNU6-12P
14319,ENSG00000206776,,,ENSG00000206776
14320,ENSG00000211655,IGLV1-36,True,IGLV1-36
14321,ENSG00000251840,RN7SKP155,,RN7SKP155
14322,ENSG00000239115,RNU7-67P,,RNU7-67P
14323,ENSG00000244033,RN7SL228P,,RN7SL228P
14324,ENSG00000230821,ASH2LP4,,ASH2LP4_ENSG00000230821
14325,ENSG00000253631,IGLV7-35,True,IGLV7-35
14326,ENSG00000240151,RN7SL826P,,RN7SL826P
14327,ENSG00000226595,,,ENSG00000226595
14328,ENSG00000238399,MIR2053,,MIR2053
14329,ENSG00000252297,RNU6-875P,,RNU6-875P
14330,ENSG00000187860,CCDC157,True,CCDC157
14331,ENSG00000276479,MIR548AZ,,MIR548AZ
14332,ENSG00000283172,MIR548D1,,MIR548D1
14333,ENSG00000252158,SNORA72,,SNORA72_ENSG00000252158
14334,ENSG00000252852,,,ENSG00000252852
14335,ENSG00000205358,MT1H,True,MT1H
14336,ENSG00000207704,MIR548AA1,,MIR548AA1
14337,ENSG00000222795,RNU4-83P,,RNU4-83P
14338,ENSG00000199732,Y_RNA,,Y_RNA_ENSG00000199732
14339,ENSG00000238372,,,ENSG00000238372
14340,ENSG00000278374,U4,,U4_ENSG00000278374
14341,ENSG00000277541,ZNF630-AS1,True,ZNF630-AS1
14342,ENSG00000222146,RNU4-37P,,RNU4-37P
14343,ENSG00000276961,MIR7848,,MIR7848
14344,ENSG00000266712,MIR3149,,MIR3149
14345,ENSG00000230241,,,ENSG00000230241
14346,ENSG00000221768,MIR1302-7,,MIR1302-7
14347,ENSG00000206695,RNU6-442P,,RNU6-442P
14348,ENSG00000271555,,True,AC113139.1
14349,ENSG00000233139,,,ENSG00000233139
14350,ENSG00000201517,RNU6-707P,,RNU6-707P
14351,ENSG00000288611,NPBWR1,,NPBWR1_ENSG00000288611
14352,ENSG00000225198,SSX13P,,SSX13P
14353,ENSG00000248911,,,ENSG00000248911
14354,ENSG00000238032,S100A11P5,,S100A11P5
14355,ENSG00000234780,,,ENSG00000234780
14356,ENSG00000252856,RNA5SP503,,RNA5SP503
14357,ENSG00000204368,SSX20P,,SSX20P
14358,ENSG00000147535,PLPP5,True,PLPP5
14359,ENSG00000184232,OAF,True,OAF
14360,ENSG00000169255,B3GALNT1,True,B3GALNT1
14361,ENSG00000231568,S100A11P7,,S100A11P7
14362,ENSG00000229662,,,ENSG00000229662
14363,ENSG00000237345,,,ENSG00000237345
14364,ENSG00000184788,SATL1,True,SATL1
14365,ENSG00000087250,MT3,True,MT3
14366,ENSG00000185615,PDIA2,True,PDIA2
14367,ENSG00000219361,RPSAP72,,RPSAP72
14368,ENSG00000177989,CIMAP1B,True,CIMAP1B
14369,ENSG00000234768,,True,AL611929.1
14370,ENSG00000091844,RGS17,True,RGS17
14371,ENSG00000188021,UBQLN2,True,UBQLN2
14372,ENSG00000185985,SLITRK2,True,SLITRK2
14373,ENSG00000137709,POU2F3,True,POU2F3
14374,ENSG00000291869,IFNL3P1,,IFNL3P1_ENSG00000291869
14375,ENSG00000291876,IFNL3,,IFNL3_ENSG00000291876
14376,ENSG00000235847,LDHAP7,,LDHAP7
14377,ENSG00000291870,MSRB1P1,,MSRB1P1_ENSG00000291870
14378,ENSG00000291871,IFNL4P1,,IFNL4P1_ENSG00000291871
14379,ENSG00000234965,SHISA8,True,SHISA8
14380,ENSG00000291875,IFNL2,,IFNL2_ENSG00000291875
14381,ENSG00000291872,IFNL1,,IFNL1_ENSG00000291872
14382,ENSG00000101911,PRPS2,True,PRPS2
14383,ENSG00000291874,LRFN1,,LRFN1_ENSG00000291874
14384,ENSG00000291873,GMFG,,GMFG_ENSG00000291873
14385,ENSG00000230202,RPL29P4,,RPL29P4
14386,ENSG00000173557,CIMIP2C,True,CIMIP2C
14387,ENSG00000100221,JOSD1,True,JOSD1
14388,ENSG00000164488,DACT2,True,DACT2
14389,ENSG00000291878,,,ENSG00000291878
14390,ENSG00000291879,,,ENSG00000291879
14391,ENSG00000292250,IFNL4,,IFNL4_ENSG00000292250
14392,ENSG00000090932,DLL3,True,DLL3
14393,ENSG00000226341,MTCYBP39,,MTCYBP39
14394,ENSG00000230696,,True,AC011753.2
14395,ENSG00000162869,PPP1R21,True,PPP1R21
14396,ENSG00000196376,SLC35F1,True,SLC35F1
14397,ENSG00000006327,TNFRSF12A,True,TNFRSF12A
14398,ENSG00000218426,,,ENSG00000218426
14399,ENSG00000260418,,True,AL023284.4
14400,ENSG00000287056,,True,AL606970.5
14401,ENSG00000243439,RN7SL352P,,RN7SL352P
14402,ENSG00000233157,,,ENSG00000233157
14403,ENSG00000280669,RN7SL32P,,RN7SL32P_ENSG00000280669
14404,ENSG00000275859,MIR6720,,MIR6720
14405,ENSG00000265083,MIR3691,,MIR3691
14406,ENSG00000221583,RNU6ATAC21P,,RNU6ATAC21P
14407,ENSG00000180150,HMGN2P9,,HMGN2P9
14408,ENSG00000281089,ATG16L1,,ATG16L1_ENSG00000281089
14409,ENSG00000240936,RN7SL554P,,RN7SL554P
14410,ENSG00000130540,SULT4A1,True,SULT4A1
14411,ENSG00000201483,Y_RNA,,Y_RNA_ENSG00000201483
14412,ENSG00000176401,EID2B,True,EID2B
14413,ENSG00000206960,RNU6-793P,,RNU6-793P
14414,ENSG00000201367,RNU6-522P,,RNU6-522P
14415,ENSG00000176396,EID2,True,EID2
14416,ENSG00000201519,RNU6-645P,,RNU6-645P
14417,ENSG00000207775,MIR548A1,,MIR548A1
14418,ENSG00000242989,RN7SL332P,,RN7SL332P
14419,ENSG00000201415,RNA5SP204,,RNA5SP204
14420,ENSG00000269588,,,ENSG00000269588
14421,ENSG00000251830,,,ENSG00000251830
14422,ENSG00000200681,RNU6-263P,,RNU6-263P
14423,ENSG00000277411,5S_rRNA,,5S_rRNA_ENSG00000277411
14424,ENSG00000269188,,,ENSG00000269188
14425,ENSG00000199715,Y_RNA,,Y_RNA_ENSG00000199715
14426,ENSG00000207394,RNU6-1060P,,RNU6-1060P
14427,ENSG00000244253,RPS29P24,,RPS29P24
14428,ENSG00000085224,ATRX,True,ATRX
14429,ENSG00000222515,RN7SKP240,,RN7SKP240
14430,ENSG00000243581,RPS29P25,,RPS29P25
14431,ENSG00000139797,RNF113B,True,RNF113B
14432,ENSG00000201523,RNA5SP205,,RNA5SP205
14433,ENSG00000200957,RNU6-801P,,RNU6-801P
14434,ENSG00000252046,RNU6-150P,,RNU6-150P
14435,ENSG00000201442,Y_RNA,,Y_RNA_ENSG00000201442
14436,ENSG00000182013,PNMA8A,True,PNMA8A
14437,ENSG00000212240,RNU6-930P,,RNU6-930P
14438,ENSG00000239953,RN7SL273P,,RN7SL273P
14439,ENSG00000252990,RNU1-54P,,RNU1-54P
14440,ENSG00000222969,RN7SKP8,,RN7SKP8
14441,ENSG00000212468,RNU6-754P,,RNU6-754P
14442,ENSG00000263399,MIR3170,,MIR3170
14443,ENSG00000103145,HCFC1R1,True,HCFC1R1
14444,ENSG00000212532,,,ENSG00000212532
14445,ENSG00000269189,,True,AL445223.1
14446,ENSG00000264056,MIR5685,,MIR5685
14447,ENSG00000252457,RNU7-65P,,RNU7-65P
14448,ENSG00000269599,,True,AL161896.1
14449,ENSG00000206908,RNU1-136P,,RNU1-136P
14450,ENSG00000240641,RN7SL580P,,RN7SL580P
14451,ENSG00000231194,FARP1-AS1,True,FARP1-AS1
14452,ENSG00000251965,RNA5SP208,,RNA5SP208
14453,ENSG00000212229,,,ENSG00000212229
14454,ENSG00000291881,VN1R17P,,VN1R17P_ENSG00000291881
14455,ENSG00000233695,GAS6-AS1,True,GAS6-AS1
14456,ENSG00000291889,,,ENSG00000291889
14457,ENSG00000251946,RNU6-1023P,,RNU6-1023P
14458,ENSG00000238949,RNU7-66P,,RNU7-66P
14459,ENSG00000291882,Y_RNA,,Y_RNA_ENSG00000291882
14460,ENSG00000291884,ZNF496,,ZNF496_ENSG00000291884
14461,ENSG00000238697,RNU6-261P,,RNU6-261P
14462,ENSG00000212017,MIR548U,,MIR548U
14463,ENSG00000272445,RNU6-84P,,RNU6-84P
14464,ENSG00000206886,SNORA70,,SNORA70_ENSG00000206886
14465,ENSG00000206672,Y_RNA,,Y_RNA_ENSG00000206672
14466,ENSG00000252156,RNU6-155P,,RNU6-155P
14467,ENSG00000279770,LINC00552,,LINC00552_ENSG00000279770
14468,ENSG00000252137,RNU6-1338P,,RNU6-1338P
14469,ENSG00000204851,PNMA8B,True,PNMA8B
14470,ENSG00000223169,RNA5SP209,,RNA5SP209
14471,ENSG00000184497,TMEM255B,True,TMEM255B
14472,ENSG00000291885,ZNF496-DT,,ZNF496-DT_ENSG00000291885
14473,ENSG00000201015,RNU6-280P,,RNU6-280P_ENSG00000201015
14474,ENSG00000223044,RNU6-130P,,RNU6-130P_ENSG00000223044
14475,ENSG00000278797,,,ENSG00000278797
14476,ENSG00000253010,RN7SKP256,,RN7SKP256
14477,ENSG00000147548,NSD3,True,NSD3
14478,ENSG00000249210,GAPDHP38,,GAPDHP38
14479,ENSG00000259541,,True,AP001150.1
14480,ENSG00000212336,RNA5SP210,,RNA5SP210
14481,ENSG00000252249,,,ENSG00000252249
14482,ENSG00000222652,RNU6-248P,,RNU6-248P
14483,ENSG00000243124,RN7SL643P,,RN7SL643P
14484,ENSG00000240961,RN7SL415P,,RN7SL415P
14485,ENSG00000263734,MIR4643,,MIR4643
14486,ENSG00000265226,MIR548AI,,MIR548AI
14487,ENSG00000160014,CALM3,True,CALM3
14488,ENSG00000202283,,,ENSG00000202283
14489,ENSG00000263479,RN7SL509P,,RN7SL509P
14490,ENSG00000274303,7SK,,7SK_ENSG00000274303
14491,ENSG00000202069,RNU4-66P,,RNU4-66P
14492,ENSG00000173457,PPP1R14B,True,PPP1R14B
14493,ENSG00000197114,ZGPAT,True,ZGPAT
14494,ENSG00000291883,,,ENSG00000291883
14495,ENSG00000249284,,,ENSG00000249284
14496,ENSG00000200492,U3,,U3_ENSG00000200492
14497,ENSG00000291888,VN1R5,,VN1R5_ENSG00000291888
14498,ENSG00000242560,RN7SL797P,,RN7SL797P
14499,ENSG00000221455,U3,,U3_ENSG00000221455
14500,ENSG00000238386,RNU7-48P,,RNU7-48P
14501,ENSG00000164114,MAP9,True,MAP9
14502,ENSG00000252125,RNU6-1299P,,RNU6-1299P
14503,ENSG00000238367,MIR2113,,MIR2113
14504,ENSG00000212147,RNU6-1106P,,RNU6-1106P
14505,ENSG00000266760,MIR4464,,MIR4464
14506,ENSG00000273744,U4,,U4_ENSG00000273744
14507,ENSG00000173848,NET1,True,NET1
14508,ENSG00000244710,RN7SL47P,,RN7SL47P
14509,ENSG00000252444,RNU6-344P,,RNU6-344P
14510,ENSG00000200522,RNU6-957P,,RNU6-957P
14511,ENSG00000201386,RNU6-1163P,,RNU6-1163P
14512,ENSG00000206857,RNU6-214P,,RNU6-214P
14513,ENSG00000252498,RNU6-1016P,,RNU6-1016P
14514,ENSG00000164265,SCGB3A2,True,SCGB3A2
14515,ENSG00000200040,Y_RNA,,Y_RNA_ENSG00000200040
14516,ENSG00000251814,RN7SKP18,,RN7SKP18
14517,ENSG00000252944,RNU6-897P,,RNU6-897P
14518,ENSG00000200091,RN7SKP163,,RN7SKP163
14519,ENSG00000200310,RNA5SP215,,RNA5SP215
14520,ENSG00000207044,RNU6-1226P,,RNU6-1226P
14521,ENSG00000222713,RN7SKP51,,RN7SKP51
14522,ENSG00000222445,RN7SKP56,,RN7SKP56
14523,ENSG00000274766,,True,BX072579.2
14524,ENSG00000207461,RNU6-253P,,RNU6-253P
14525,ENSG00000207632,MIR588,,MIR588
14526,ENSG00000201613,RNU6-200P,,RNU6-200P
14527,ENSG00000201379,RNU4-76P,,RNU4-76P
14528,ENSG00000202438,Y_RNA,,Y_RNA_ENSG00000202438
14529,ENSG00000265725,MIR3144,,MIR3144
14530,ENSG00000251920,RNA5SP216,,RNA5SP216
14531,ENSG00000251882,RNU6-475P,,RNU6-475P
14532,ENSG00000199932,RNU1-18P,,RNU1-18P
14533,ENSG00000293677,,,ENSG00000293677
14534,ENSG00000206754,SNORD101,,SNORD101
14535,ENSG00000229373,LINC00452,True,LINC00452
14536,ENSG00000283409,MIR3662,,MIR3662
14537,ENSG00000222649,Y_RNA,,Y_RNA_ENSG00000222649
14538,ENSG00000207345,RNU6-1222P,,RNU6-1222P
14539,ENSG00000221500,SNORD100,,SNORD100
14540,ENSG00000207982,MIR548B,,MIR548B
14541,ENSG00000200732,RNU6-194P,,RNU6-194P
14542,ENSG00000200534,SNORA33,,SNORA33
14543,ENSG00000206982,Y_RNA,,Y_RNA_ENSG00000206982
14544,ENSG00000257069,KCNK4-CATSPERZ,,KCNK4-CATSPERZ
14545,ENSG00000238789,RNU7-152P,,RNU7-152P
14546,ENSG00000213661,,,ENSG00000213661
14547,ENSG00000200198,RN7SKP211,,RN7SKP211
14548,ENSG00000254239,,True,AC002428.2
14549,ENSG00000199246,RNU6-896P,,RNU6-896P
14550,ENSG00000222806,RNA5SP225,,RNA5SP225
14551,ENSG00000222659,RNU2-8P,,RNU2-8P
14552,ENSG00000201628,RNU4-7P,,RNU4-7P
14553,ENSG00000238616,RNU6-300P,,RNU6-300P
14554,ENSG00000201939,RNA5SP224,,RNA5SP224
14555,ENSG00000222764,RN7SKP106,,RN7SKP106
14556,ENSG00000283199,C13orf46,True,C13orf46
14557,ENSG00000238594,,,ENSG00000238594
14558,ENSG00000221456,MIR1202,,MIR1202
14559,ENSG00000207024,Y_RNA,,Y_RNA_ENSG00000207024
14560,ENSG00000240606,RN7SL564P,,RN7SL564P
14561,ENSG00000100341,PNPLA5,True,PNPLA5
14562,ENSG00000266245,MIR4644,,MIR4644
14563,ENSG00000219435,CATSPERZ,True,CATSPERZ
14564,ENSG00000212295,SNORD28B,,SNORD28B
14565,ENSG00000022355,GABRA1,True,GABRA1
14566,ENSG00000276680,,,ENSG00000276680
14567,ENSG00000223203,RNA5SP221,,RNA5SP221
14568,ENSG00000227352,ARHGEF7-AS1,True,ARHGEF7-AS1
14569,ENSG00000202343,,,ENSG00000202343
14570,ENSG00000285856,,True,AL353704.1
14571,ENSG00000207292,Y_RNA,,Y_RNA_ENSG00000207292
14572,ENSG00000275248,,True,AL355810.1
14573,ENSG00000220871,DNAJC19P6,,DNAJC19P6
14574,ENSG00000201161,RN7SKP10,,RN7SKP10
14575,ENSG00000217653,PIMREGP3,,PIMREGP3_ENSG00000217653
14576,ENSG00000199630,Y_RNA,,Y_RNA_ENSG00000199630
14577,ENSG00000274331,,True,AL355974.1
14578,ENSG00000218300,RPL22P14,,RPL22P14_ENSG00000218300
14579,ENSG00000219240,,,ENSG00000219240
14580,ENSG00000135355,GJA10,True,GJA10
14581,ENSG00000231428,LINC00396,True,LINC00396
14582,ENSG00000265885,RN7SL783P,,RN7SL783P
14583,ENSG00000187498,COL4A1,True,COL4A1
14584,ENSG00000252891,Y_RNA,,Y_RNA_ENSG00000252891
14585,ENSG00000226455,,True,AL121787.1
14586,ENSG00000222078,RN7SKP110,,RN7SKP110
14587,ENSG00000118412,CASP8AP2,True,CASP8AP2
14588,ENSG00000126432,PRDX5,True,PRDX5
14589,ENSG00000181938,GINS3,True,GINS3
14590,ENSG00000100345,MYH9,True,MYH9
14591,ENSG00000291891,PNLIPRP1,,PNLIPRP1_ENSG00000291891
14592,ENSG00000205309,NT5M,True,NT5M
14593,ENSG00000291892,SPMIP5,,SPMIP5_ENSG00000291892
14594,ENSG00000103227,LMF1,True,LMF1
14595,ENSG00000291893,HSPA12A-AS1,,HSPA12A-AS1_ENSG00000291893
14596,ENSG00000291894,RPL5P27,,RPL5P27_ENSG00000291894
14597,ENSG00000291895,PNLIPRP2,,PNLIPRP2_ENSG00000291895
14598,ENSG00000178372,CALML5,True,CALML5
14599,ENSG00000215030,RPL13P12,,RPL13P12
14600,ENSG00000178363,CALML3,True,CALML3
14601,ENSG00000230865,TSEN15P1,,TSEN15P1
14602,ENSG00000201741,Y_RNA,,Y_RNA_ENSG00000201741
14603,ENSG00000141026,MED9,True,MED9
14604,ENSG00000256462,,True,AL732437.1
14605,ENSG00000240577,RN7SL445P,,RN7SL445P
14606,ENSG00000196372,ASB13,True,ASB13
14607,ENSG00000285598,,True,AL023283.1
14608,ENSG00000201119,RNU1-33P,,RNU1-33P
14609,ENSG00000217612,,,ENSG00000217612
14610,ENSG00000279161,,,ENSG00000279161
14611,ENSG00000168071,CCDC88B,True,CCDC88B
14612,ENSG00000197380,DACT3,True,DACT3
14613,ENSG00000108551,RASD1,True,RASD1
14614,ENSG00000270638,,True,AL023806.1
14615,ENSG00000288056,,True,AL023806.4
14616,ENSG00000280184,,,ENSG00000280184
14617,ENSG00000118496,FBXO30,True,FBXO30
14618,ENSG00000273154,,,ENSG00000273154
14619,ENSG00000028839,TBPL1,True,TBPL1
14620,ENSG00000274501,,True,AL121845.4
14621,ENSG00000273047,,,ENSG00000273047
14622,ENSG00000125520,SLC2A4RG,True,SLC2A4RG
14623,ENSG00000131469,RPL27,True,RPL27
14624,ENSG00000243560,RN7SL364P,,RN7SL364P
14625,ENSG00000211513,MIR320E,,MIR320E
14626,ENSG00000222614,Y_RNA,,Y_RNA_ENSG00000222614
14627,ENSG00000128011,LRFN1,True,LRFN1
14628,ENSG00000130545,CRB3,True,CRB3
14629,ENSG00000270427,NRBF2P5,,NRBF2P5
14630,ENSG00000272764,,True,AL596094.1
14631,ENSG00000118526,TCF21,True,TCF21
14632,ENSG00000240180,RPL12P28,,RPL12P28
14633,ENSG00000109576,AADAT,True,AADAT
14634,ENSG00000174156,GSTA3,True,GSTA3
14635,ENSG00000138180,CEP55,True,CEP55
14636,ENSG00000291896,MPTX1,,MPTX1_ENSG00000291896
14637,ENSG00000291897,OR10J2P,,OR10J2P_ENSG00000291897
14638,ENSG00000275597,ANAPC1P5,,ANAPC1P5
14639,ENSG00000291905,FCER1A,,FCER1A_ENSG00000291905
14640,ENSG00000237085,,,ENSG00000237085
14641,ENSG00000291902,,,ENSG00000291902
14642,ENSG00000291898,OR10J7P,,OR10J7P_ENSG00000291898
14643,ENSG00000230595,RSL24D1P2,,RSL24D1P2
14644,ENSG00000291899,OR10J8P,,OR10J8P_ENSG00000291899
14645,ENSG00000291900,OR10J9P,,OR10J9P_ENSG00000291900
14646,ENSG00000291903,OR10J1,,OR10J1_ENSG00000291903
14647,ENSG00000212396,RNA5SP323,,RNA5SP323
14648,ENSG00000186188,FFAR4,True,FFAR4
14649,ENSG00000229682,,,ENSG00000229682
14650,ENSG00000291904,LINC02819,,LINC02819_ENSG00000291904
14651,ENSG00000291901,OR10J3,,OR10J3_ENSG00000291901
14652,ENSG00000292247,OR10J4,,OR10J4_ENSG00000292247
14653,ENSG00000135951,TSGA10,True,TSGA10
14654,ENSG00000095464,PDE6C,True,PDE6C
14655,ENSG00000205744,DENND1C,True,DENND1C
14656,ENSG00000167080,B4GALNT2,True,B4GALNT2
14657,ENSG00000288014,,,ENSG00000288014
14658,ENSG00000170899,GSTA4,True,GSTA4
14659,ENSG00000226217,RPL19P1,,RPL19P1
14660,ENSG00000088882,CPXM1,True,CPXM1
14661,ENSG00000148690,FRA10AC1,True,FRA10AC1
14662,ENSG00000155666,KDM8,True,KDM8
14663,ENSG00000291906,OR51P1P,,OR51P1P_ENSG00000291906
14664,ENSG00000291907,OR52J2P,,OR52J2P_ENSG00000291907
14665,ENSG00000291908,OR52J3,,OR52J3_ENSG00000291908
14666,ENSG00000291909,OR52E2,,OR52E2_ENSG00000291909
14667,ENSG00000291910,OR52S1P,,OR52S1P_ENSG00000291910
14668,ENSG00000291911,OR52E3P,,OR52E3P_ENSG00000291911
14669,ENSG00000291912,OR52J1P,,OR52J1P_ENSG00000291912
14670,ENSG00000291913,,,ENSG00000291913
14671,ENSG00000291915,OR52A4P,,OR52A4P_ENSG00000291915
14672,ENSG00000291916,,,ENSG00000291916
14673,ENSG00000292245,OR52E1,,OR52E1_ENSG00000292245
14674,ENSG00000202198,7SK,,7SK_ENSG00000202198
14675,ENSG00000283293,RN7SK,,RN7SK
14676,ENSG00000242865,RN7SL244P,,RN7SL244P
14677,ENSG00000261745,,True,AL512347.1
14678,ENSG00000137270,GCM1,True,GCM1
14679,ENSG00000241690,,,ENSG00000241690
14680,ENSG00000258713,C20orf141,True,C20orf141
14681,ENSG00000068079,IFI35,True,IFI35
14682,ENSG00000233388,TRMT112P8,,TRMT112P8
14683,ENSG00000273044,,True,AL022334.2
14684,ENSG00000100302,RASD2,True,RASD2
14685,ENSG00000198326,TMEM239,True,TMEM239
14686,ENSG00000253026,RNU6-464P,,RNU6-464P
14687,ENSG00000219074,SOD1P1,,SOD1P1
14688,ENSG00000217539,IQCB2P,,IQCB2P
14689,ENSG00000132635,PCED1A,True,PCED1A
14690,ENSG00000199851,U3,,U3_ENSG00000199851
14691,ENSG00000217315,OR2W2P,,OR2W2P
14692,ENSG00000187763,OR2B7P,,OR2B7P
14693,ENSG00000182477,OR2B8P,,OR2B8P
14694,ENSG00000168126,OR2W6P,,OR2W6P
14695,ENSG00000124657,OR2B6,True,OR2B6
14696,ENSG00000214374,RPLP2P1,,RPLP2P1
14697,ENSG00000216629,OR2W4P,,OR2W4P
14698,ENSG00000278359,MIR7155,,MIR7155
14699,ENSG00000108231,LGI1,True,LGI1
14700,ENSG00000218226,TATDN2P2,,TATDN2P2
14701,ENSG00000198125,MB,True,MB
14702,ENSG00000162302,RPS6KA4,True,RPS6KA4
14703,ENSG00000278571,MIR7161,,MIR7161
14704,ENSG00000285730,,True,Z94721.3
14705,ENSG00000265828,MIR3939,,MIR3939
14706,ENSG00000284825,,True,AL121935.1
14707,ENSG00000216966,,,ENSG00000216966
14708,ENSG00000112494,UNC93A,True,UNC93A
14709,ENSG00000177889,UBE2N,True,UBE2N
14710,ENSG00000155719,OTOA,True,OTOA
14711,ENSG00000291917,GPRC5C,,GPRC5C_ENSG00000291917
14712,ENSG00000287775,,True,AC096747.1
14713,ENSG00000248249,,,ENSG00000248249
14714,ENSG00000251253,MTHFD2P4,,MTHFD2P4
14715,ENSG00000168594,ADAM29,True,ADAM29
14716,ENSG00000255487,,True,AC087362.2
14717,ENSG00000254898,,True,AC087362.1
14718,ENSG00000272092,,True,AC087623.2
14719,ENSG00000253570,RNF5P1,,RNF5P1
14720,ENSG00000291918,CD300A,,CD300A_ENSG00000291918
14721,ENSG00000207258,Y_RNA,,Y_RNA_ENSG00000207258
14722,ENSG00000250733,C8orf17,,C8orf17
14723,ENSG00000278324,,,ENSG00000278324
14724,ENSG00000221771,MIR1205,,MIR1205
14725,ENSG00000207110,RNVU1-32,,RNVU1-32
14726,ENSG00000283200,MIR1206,,MIR1206
14727,ENSG00000278275,,,ENSG00000278275
14728,ENSG00000222501,RNU4-25P,,RNU4-25P
14729,ENSG00000221176,MIR1207,,MIR1207
14730,ENSG00000291919,CD300LB,,CD300LB_ENSG00000291919
14731,ENSG00000280055,LINC02912,,LINC02912
14732,ENSG00000269954,,True,AC022239.1
14733,ENSG00000278576,,True,AL162171.3
14734,ENSG00000291924,,,ENSG00000291924
14735,ENSG00000291920,CD300C,,CD300C_ENSG00000291920
14736,ENSG00000274492,,True,AL121768.1
14737,ENSG00000291921,,,ENSG00000291921
14738,ENSG00000200653,RNU4-92P,,RNU4-92P
14739,ENSG00000291922,CD300LD,,CD300LD_ENSG00000291922
14740,ENSG00000207342,Y_RNA,,Y_RNA_ENSG00000207342
14741,ENSG00000291923,CD300LD-AS1,,CD300LD-AS1_ENSG00000291923
14742,ENSG00000258990,MPPE1P1,,MPPE1P1
14743,ENSG00000170983,LINC00208,True,LINC00208
