,Gene stable ID,Gene name_mart,Used by 10X,ultimate_gene_name
68081,ENSG00000229282,,True,AL031963.2
68082,ENSG00000306344,,,ENSG00000306344
68083,ENSG00000308622,,,ENSG00000308622
68084,ENSG00000306351,,,ENSG00000306351
68085,ENSG00000289198,,,ENSG00000289198
68086,ENSG00000286826,,True,AL136129.1
68087,ENSG00000275789,MIR8064,,MIR8064
68088,ENSG00000279144,,,ENSG00000279144
68089,ENSG00000271857,,True,AL096865.1
68090,ENSG00000289519,,,ENSG00000289519
68091,ENSG00000308653,,,ENSG00000308653
68092,ENSG00000162267,ITIH3,True,ITIH3
68093,ENSG00000308660,,,ENSG00000308660
68094,ENSG00000236366,,True,AL359313.1
68095,ENSG00000308684,,,ENSG00000308684
68096,ENSG00000308689,,,ENSG00000308689
68097,ENSG00000306377,,,ENSG00000306377
68098,ENSG00000228793,,True,AL033523.1
68099,ENSG00000308692,,,ENSG00000308692
68100,ENSG00000288786,,,ENSG00000288786
68101,ENSG00000289003,,,ENSG00000289003
68102,ENSG00000289534,,,ENSG00000289534
68103,ENSG00000289272,,,ENSG00000289272
68104,ENSG00000236664,,True,AC011998.3
68105,ENSG00000213962,API5P2,,API5P2
68106,ENSG00000229744,SDHDP5,,SDHDP5
68107,ENSG00000206788,RNU6-629P,,RNU6-629P
68108,ENSG00000249909,CYCTP,,CYCTP
68109,ENSG00000227241,,,ENSG00000227241
68110,ENSG00000223096,RNU5E-9P,,RNU5E-9P
68111,ENSG00000140987,ZSCAN32,True,ZSCAN32
68112,ENSG00000128655,PDE11A,True,PDE11A
68113,ENSG00000121210,TMEM131L,True,TMEM131L
68114,ENSG00000290116,,,ENSG00000290116
68115,ENSG00000179406,LINC00174,True,LINC00174
68116,ENSG00000171298,GAA,True,GAA
68117,ENSG00000196684,HSH2D,True,HSH2D
68118,ENSG00000306391,,,ENSG00000306391
68119,ENSG00000306392,,,ENSG00000306392
68120,ENSG00000306399,,,ENSG00000306399
68121,ENSG00000306409,,,ENSG00000306409
68122,ENSG00000308698,,,ENSG00000308698
68123,ENSG00000306412,,,ENSG00000306412
68124,ENSG00000306421,,,ENSG00000306421
68125,ENSG00000308707,,,ENSG00000308707
68126,ENSG00000308711,,,ENSG00000308711
68127,ENSG00000287559,,True,AL136305.1
68128,ENSG00000308716,,,ENSG00000308716
68129,ENSG00000306444,,,ENSG00000306444
68130,ENSG00000288812,,,ENSG00000288812
68131,ENSG00000275846,,True,AL513548.3
68132,ENSG00000249150,,True,AC010267.1
68133,ENSG00000224893,LINC02840,True,LINC02840
68134,ENSG00000247199,FBXO38-DT,True,FBXO38-DT
68135,ENSG00000168026,TTC21A,True,TTC21A
68136,ENSG00000306465,,,ENSG00000306465
68137,ENSG00000306479,,,ENSG00000306479
68138,ENSG00000306482,,,ENSG00000306482
68139,ENSG00000293493,VNN3P,,VNN3P_ENSG00000293493
68140,ENSG00000103313,MEFV,True,MEFV
68141,ENSG00000310297,,,ENSG00000310297
68142,ENSG00000310317,,,ENSG00000310317
68143,ENSG00000310319,,,ENSG00000310319
68144,ENSG00000289352,,,ENSG00000289352
68145,ENSG00000141977,CIB3,True,CIB3
68146,ENSG00000308790,,,ENSG00000308790
68147,ENSG00000287600,,True,AC122719.3
68148,ENSG00000179314,WSCD1,True,WSCD1
68149,ENSG00000308840,,,ENSG00000308840
68150,ENSG00000308869,,,ENSG00000308869
68151,ENSG00000310326,,,ENSG00000310326
68152,ENSG00000234456,MAGI2-AS3,True,MAGI2-AS3
68153,ENSG00000308874,,,ENSG00000308874
68154,ENSG00000308898,,,ENSG00000308898
68155,ENSG00000231585,,True,AC034228.2
68156,ENSG00000308916,,,ENSG00000308916
68157,ENSG00000308925,,,ENSG00000308925
68158,ENSG00000308934,,,ENSG00000308934
68159,ENSG00000105058,FAM32A,True,FAM32A
68160,ENSG00000308939,,,ENSG00000308939
68161,ENSG00000308944,,,ENSG00000308944
68162,ENSG00000272523,LINC01023,True,LINC01023
68163,ENSG00000308954,,,ENSG00000308954
68164,ENSG00000270133,,True,AC025766.1
68165,ENSG00000289260,,,ENSG00000289260
68166,ENSG00000308968,,,ENSG00000308968
68167,ENSG00000308996,,,ENSG00000308996
68168,ENSG00000309010,,,ENSG00000309010
68169,ENSG00000309012,,,ENSG00000309012
68170,ENSG00000287216,,True,AC106865.2
68171,ENSG00000300572,,,ENSG00000300572
68172,ENSG00000248208,WDR45P1,,WDR45P1
68173,ENSG00000250771,,,ENSG00000250771
68174,ENSG00000309031,,,ENSG00000309031
68175,ENSG00000179148,ALOXE3,True,ALOXE3
68176,ENSG00000309052,,,ENSG00000309052
68177,ENSG00000137462,TLR2,True,TLR2
68178,ENSG00000309104,,,ENSG00000309104
68179,ENSG00000267033,,True,AC020911.1
68180,ENSG00000275901,Metazoa_SRP,,Metazoa_SRP_ENSG00000275901
68181,ENSG00000309115,,,ENSG00000309115
68182,ENSG00000271913,TAGAP-AS1,True,TAGAP-AS1
68183,ENSG00000072958,AP1M1,True,AP1M1
68184,ENSG00000309117,,,ENSG00000309117
68185,ENSG00000249526,,True,AC008667.1
68186,ENSG00000145428,RNF175,True,RNF175
68187,ENSG00000309123,,,ENSG00000309123
68188,ENSG00000223597,LINC02142,True,LINC02142
68189,ENSG00000230655,OR7E55P,,OR7E55P_ENSG00000230655
68190,ENSG00000141367,CLTC,True,CLTC
68191,ENSG00000244699,EVA1CP5,,EVA1CP5_ENSG00000244699
68192,ENSG00000242953,,,ENSG00000242953
68193,ENSG00000243794,SNRPCP10,,SNRPCP10_ENSG00000243794
68194,ENSG00000244674,RPS3AP15,,RPS3AP15_ENSG00000244674
68195,ENSG00000288948,,,ENSG00000288948
68196,ENSG00000241529,RN7SL767P,,RN7SL767P
68197,ENSG00000249309,,True,AC020703.1
68198,ENSG00000176542,USF3,True,USF3
68199,ENSG00000277764,,,ENSG00000277764
68200,ENSG00000116035,VAX2,True,VAX2
68201,ENSG00000145423,SFRP2,True,SFRP2
68202,ENSG00000306494,,,ENSG00000306494
68203,ENSG00000309134,,,ENSG00000309134
68204,ENSG00000309135,,,ENSG00000309135
68205,ENSG00000249131,PSD2-AS1,True,PSD2-AS1
68206,ENSG00000306505,,,ENSG00000306505
68207,ENSG00000121579,NAA50,True,NAA50
68208,ENSG00000285492,,True,AL356417.3
68209,ENSG00000116039,ATP6V1B1,True,ATP6V1B1
68210,ENSG00000232301,LNCPRESS1,True,LNCPRESS1
68211,ENSG00000250427,LINC02148,True,LINC02148
68212,ENSG00000249364,LINC02997,True,LINC02997
68213,ENSG00000310396,,,ENSG00000310396
68214,ENSG00000224478,,True,AL356417.1
68215,ENSG00000232445,EMSLR,True,EMSLR
68216,ENSG00000188827,SLX4,True,SLX4
68217,ENSG00000188693,CYP51A1-AS1,True,CYP51A1-AS1
68218,ENSG00000234273,,True,AC073071.1
68219,ENSG00000306564,,,ENSG00000306564
68220,ENSG00000306577,,,ENSG00000306577
68221,ENSG00000225096,,True,AL445250.1
68222,ENSG00000310458,,,ENSG00000310458
68223,ENSG00000105397,TYK2,True,TYK2
68224,ENSG00000231951,,True,AC004837.3
68225,ENSG00000228554,,True,AC004837.2
68226,ENSG00000188185,LINC00265,True,LINC00265
68227,ENSG00000239280,DBTP1,,DBTP1
68228,ENSG00000242659,,True,AC108693.2
68229,ENSG00000178075,GRAMD1C,True,GRAMD1C
68230,ENSG00000260277,,True,AC009019.1
