standard_gene_names,Gene,Gene_name,Ensembl_ID,Shift_to_goal_end,Goal_end_vs_random_pval,Goal_end_FDR,N_Detections,Sig,-log10_FDR
SPSB3,10504,C16ORF31,ENSG00000162032,0.0007550182153088,0.0584129584147758,0.2512244566501191,129,0,0.5999380843967014
GSDMD,2911,DFNA5L,ENSG00000104518,0.0007545775261478,0.047328604019762,0.21800827132847,69,0,0.6615270287616016
CLN5,2689,CLN5,ENSG00000102805,0.0007541474575797,0.3152160480566655,0.6348258498642741,24,0,0.19734539725297914
CLN8,14654,CLN8,ENSG00000182372,0.0007541373372077,0.7487307097392826,0.9059809291749044,15,0,0.04288094409059886
YIF1A,13468,FINGER7,ENSG00000174851,0.0007541269684831,0.3317414138859905,0.6498040646594618,48,0,0.1872175763803034
IMPG2,1520,IMPG2,ENSG00000081148,0.0007538869976997,0.7514694858476426,0.9074476186597829,1,0,0.042178434703503666
MFSD14B,8918,MFSD14B,ENSG00000148110,0.0007534464200337,0.1966810052771611,0.4986986113479992,30,0,0.3021618410953344
KDM8,9743,JMJD5,ENSG00000155666,0.0007532825693488,0.4849093681023948,0.7674989231340353,8,0,0.11492222520227337
C16orf54,15381,SAIL,ENSG00000185905,0.0007531334396818,0.1031654881393708,0.3532429545021506,71,0,0.45192649147898595
IRS1,12277,HIRS-1,ENSG00000169047,0.0007529854774475,0.5717334173805435,0.8196981241397848,4,0,0.0863460587851288
ANAPC5,1802,ANAPC5,ENSG00000089053,0.0007525209440003,0.0923866570175029,0.3308157731921799,109,0,0.48041379160130715
CEP43,17517,CEP43,ENSG00000213066,0.0007524915216934,0.0226269922491483,0.1306471328573002,84,0,0.8839001167282091
NOP10,14596,NOP10,ENSG00000182117,0.0007522291428334,0.0130418871699743,0.0883219630317962,148,0,1.0539312869382156
RAB1A,7487,YPT1,ENSG00000138069,0.0007519810743953,0.0286554985768626,0.1543505451272258,115,0,0.8114918323605186
ZNF319,11590,ZFP319,ENSG00000166188,0.0007517178853352,0.2549354688230903,0.5732441227277538,15,0,0.24166038924519298
LRP10,16455,MST087,ENSG00000197324,0.0007515985356724,0.0825741095929266,0.3117012835020819,92,0,0.5062614094115655
ESF1,1800,ABTAP,ENSG00000089048,0.0007509729083703,0.1696362907066672,0.4637970240539348,49,0,0.33367204233257436
