Gene stable ID,Transcript stable ID,Gene name,Transcript name
ENSG00000207932,ENST00000385197,MIR33A,MIR33A-201
ENSG00000159958,ENST00000291232,TNFRSF13C,TNFRSF13C-201
ENSG00000237828,ENST00000442248,PA2G4P1,PA2G4P1-201
ENSG00000184675,ENST00000374869,AMER1,AMER1-201
ENSG00000223615,ENST00000417622,,
ENSG00000281810,ENST00000630380,MIR3972,MIR3972-202
ENSG00000280908,ENST00000626048,PADI4,PADI4-206
ENSG00000280908,ENST00000628229,PADI4,PADI4-210
ENSG00000280908,ENST00000628035,PADI4,PADI4-209
ENSG00000280908,ENST00000627887,PADI4,PADI4-208
ENSG00000280908,ENST00000627140,PADI4,PADI4-207
ENSG00000279591,ENST00000624910,,
ENSG00000283829,ENST00000582688,MIR378I,MIR378I-201
ENSG00000156925,ENST00000287538,ZIC3,ZIC3-201
ENSG00000156925,ENST00000370606,ZIC3,ZIC3-202
ENSG00000156925,ENST00000478471,ZIC3,ZIC3-203
ENSG00000198951,ENST00000396398,NAGA,NAGA-201
ENSG00000198951,ENST00000403363,NAGA,NAGA-203
ENSG00000198951,ENST00000402937,NAGA,NAGA-202
ENSG00000157303,ENST00000375472,SUSD3,SUSD3-202
ENSG00000157303,ENST00000465709,SUSD3,SUSD3-203
ENSG00000157303,ENST00000471462,SUSD3,SUSD3-204
ENSG00000157303,ENST00000617293,SUSD3,SUSD3-205
ENSG00000157303,ENST00000375469,SUSD3,SUSD3-201
ENSG00000050820,ENST00000393422,BCAR1,BCAR1-203
ENSG00000050820,ENST00000162330,BCAR1,BCAR1-201
ENSG00000050820,ENST00000562556,BCAR1,BCAR1-211
ENSG00000050820,ENST00000563038,BCAR1,BCAR1-212
ENSG00000050820,ENST00000566982,BCAR1,BCAR1-218
ENSG00000050820,ENST00000535626,BCAR1,BCAR1-206
ENSG00000050820,ENST00000538440,BCAR1,BCAR1-207
ENSG00000050820,ENST00000418647,BCAR1,BCAR1-204
ENSG00000050820,ENST00000542031,BCAR1,BCAR1-208
ENSG00000050820,ENST00000420641,BCAR1,BCAR1-205
ENSG00000050820,ENST00000393420,BCAR1,BCAR1-202
ENSG00000050820,ENST00000569340,BCAR1,BCAR1-222
ENSG00000050820,ENST00000564170,BCAR1,BCAR1-216
ENSG00000050820,ENST00000568864,BCAR1,BCAR1-220
ENSG00000050820,ENST00000564028,BCAR1,BCAR1-215
ENSG00000050820,ENST00000566465,BCAR1,BCAR1-217
ENSG00000050820,ENST00000569006,BCAR1,BCAR1-221
ENSG00000050820,ENST00000561970,BCAR1,BCAR1-210
ENSG00000050820,ENST00000563323,BCAR1,BCAR1-213
ENSG00000050820,ENST00000567215,BCAR1,BCAR1-219
ENSG00000050820,ENST00000563700,BCAR1,BCAR1-214
ENSG00000050820,ENST00000546196,BCAR1,BCAR1-209
ENSG00000280584,ENST00000627758,OBP2B,OBP2B-205
ENSG00000280584,ENST00000629235,OBP2B,OBP2B-207
ENSG00000280584,ENST00000630166,OBP2B,OBP2B-208
ENSG00000280584,ENST00000628865,OBP2B,OBP2B-206
ENSG00000251636,ENST00000515150,LINC01218,LINC01218-201
ENSG00000270842,ENST00000604332,,
ENSG00000253989,ENST00000521454,IGHVIII-38-1,IGHVIII-38-1-201
ENSG00000282278,ENST00000507166,,
ENSG00000258385,ENST00000554380,,
ENSG00000270550,ENST00000603660,IGHV3-30,IGHV3-30-201
ENSG00000119714,ENST00000531499,GPR68,GPR68-203
ENSG00000119714,ENST00000529102,GPR68,GPR68-201
ENSG00000119714,ENST00000529300,GPR68,GPR68-202
ENSG00000119714,ENST00000650645,GPR68,GPR68-205
ENSG00000119714,ENST00000535815,GPR68,GPR68-204
ENSG00000223995,ENST00000415214,RPL32P35,RPL32P35-201
ENSG00000270397,ENST00000604983,,
ENSG00000232496,ENST00000436852,RPL3P12,RPL3P12-201
ENSG00000198573,ENST00000358993,SPANXC,SPANXC-201
ENSG00000274979,ENST00000613291,,
ENSG00000251588,ENST00000508893,,
ENSG00000138663,ENST00000509093,COPS4,COPS4-206
ENSG00000138663,ENST00000264389,COPS4,COPS4-201
ENSG00000138663,ENST00000511891,COPS4,COPS4-211
ENSG00000138663,ENST00000509317,COPS4,COPS4-207
ENSG00000138663,ENST00000510801,COPS4,COPS4-208
ENSG00000138663,ENST00000506443,COPS4,COPS4-204
ENSG00000138663,ENST00000507376,COPS4,COPS4-205
ENSG00000138663,ENST00000503682,COPS4,COPS4-202
ENSG00000138663,ENST00000511653,COPS4,COPS4-209
ENSG00000138663,ENST00000511708,COPS4,COPS4-210
ENSG00000138663,ENST00000504274,COPS4,COPS4-203
ENSG00000257864,ENST00000548007,,
ENSG00000257779,ENST00000546650,,
ENSG00000233560,ENST00000396270,KRT8P39,KRT8P39-201
ENSG00000149609,ENST00000375222,C20orf144,C20orf144-201
ENSG00000149609,ENST00000607738,C20orf144,C20orf144-202
ENSG00000165966,ENST00000402685,PDZRN4,PDZRN4-202
ENSG00000165966,ENST00000649474,PDZRN4,PDZRN4-205
ENSG00000165966,ENST00000539469,PDZRN4,PDZRN4-203
ENSG00000165966,ENST00000298919,PDZRN4,PDZRN4-201
ENSG00000165966,ENST00000548316,PDZRN4,PDZRN4-204
ENSG00000115705,ENST00000650224,TPO,TPO-216
ENSG00000115705,ENST00000497517,TPO,TPO-214
ENSG00000115705,ENST00000382269,TPO,TPO-206
ENSG00000115705,ENST00000329066,TPO,TPO-201
ENSG00000115705,ENST00000382201,TPO,TPO-205
ENSG00000115705,ENST00000423320,TPO,TPO-208
ENSG00000115705,ENST00000382198,TPO,TPO-204
ENSG00000115705,ENST00000422464,TPO,TPO-207
ENSG00000115705,ENST00000446278,TPO,TPO-210
ENSG00000115705,ENST00000469607,TPO,TPO-212
ENSG00000115705,ENST00000462973,TPO,TPO-211
ENSG00000115705,ENST00000425083,TPO,TPO-209
ENSG00000115705,ENST00000479902,TPO,TPO-213
ENSG00000115705,ENST00000345913,TPO,TPO-202
ENSG00000115705,ENST00000539820,TPO,TPO-215
ENSG00000115705,ENST00000346956,TPO,TPO-203
ENSG00000258716,ENST00000553712,,
ENSG00000270771,ENST00000605353,,
ENSG00000176970,ENST00000446092,RPL7L1P11,RPL7L1P11-201
ENSG00000203923,ENST00000370493,SPANXN1,SPANXN1-201
ENSG00000280820,ENST00000625856,LCN1P1,LCN1P1-202
ENSG00000258699,ENST00000556926,,
ENSG00000258423,ENST00000555893,OR7E105P,OR7E105P-201
ENSG00000273894,ENST00000618036,SLC20A1P2,SLC20A1P2-201
ENSG00000282651,ENST00000632950,IGHV5-10-1,IGHV5-10-1-201
ENSG00000271803,ENST00000606866,,
ENSG00000101412,ENST00000343380,E2F1,E2F1-201
ENSG00000258869,ENST00000555187,LINC02312,LINC02312-201
ENSG00000258869,ENST00000557296,LINC02312,LINC02312-202
ENSG00000152315,ENST00000282146,KCNK13,KCNK13-201
ENSG00000280632,ENST00000625498,Y_RNA,Y_RNA.819-201
ENSG00000268883,ENST00000538162,PNMA6B,PNMA6B-201
ENSG00000281430,ENST00000627503,LCN1P2,LCN1P2-202
ENSG00000166016,ENST00000435224,ABTB2,ABTB2-201
ENSG00000166016,ENST00000530814,ABTB2,ABTB2-202
ENSG00000165509,ENST00000298296,MAGEC3,MAGEC3-201
ENSG00000165509,ENST00000483584,MAGEC3,MAGEC3-204
ENSG00000165509,ENST00000409007,MAGEC3,MAGEC3-202
ENSG00000165509,ENST00000544766,MAGEC3,MAGEC3-205
ENSG00000165509,ENST00000443323,MAGEC3,MAGEC3-203
ENSG00000281309,ENST00000629980,SURF6,SURF6-204
ENSG00000281309,ENST00000628950,SURF6,SURF6-203
ENSG00000159128,ENST00000290219,IFNGR2,IFNGR2-201
ENSG00000159128,ENST00000439213,IFNGR2,IFNGR2-205
ENSG00000159128,ENST00000381995,IFNGR2,IFNGR2-202
ENSG00000159128,ENST00000545369,IFNGR2,IFNGR2-206
ENSG00000159128,ENST00000405436,IFNGR2,IFNGR2-203
ENSG00000159128,ENST00000696724,IFNGR2,IFNGR2-207
ENSG00000159128,ENST00000421802,IFNGR2,IFNGR2-204
ENSG00000254289,ENST00000519182,IGHV3-32,IGHV3-32-201
ENSG00000254203,ENST00000524010,IGHVII-33-1,IGHVII-33-1-201
ENSG00000211951,ENST00000390611,IGHV2-26,IGHV2-26-201
ENSG00000279972,ENST00000624230,,
ENSG00000270688,ENST00000604767,,
ENSG00000165392,ENST00000650667,WRN,WRN-204
ENSG00000165392,ENST00000298139,WRN,WRN-201
ENSG00000165392,ENST00000651642,WRN,WRN-205
ENSG00000165392,ENST00000521620,WRN,WRN-203
ENSG00000165392,ENST00000520169,WRN,WRN-202
ENSG00000165392,ENST00000651946,WRN,WRN-206
ENSG00000288537,ENST00000419853,,
ENSG00000042088,ENST00000554976,TDP1,TDP1-210
ENSG00000042088,ENST00000393452,TDP1,TDP1-202
ENSG00000042088,ENST00000554180,TDP1,TDP1-209
ENSG00000042088,ENST00000393454,TDP1,TDP1-203
ENSG00000042088,ENST00000553617,TDP1,TDP1-207
ENSG00000042088,ENST00000335725,TDP1,TDP1-201
ENSG00000042088,ENST00000555565,TDP1,TDP1-212
ENSG00000042088,ENST00000556867,TDP1,TDP1-216
ENSG00000042088,ENST00000553569,TDP1,TDP1-206
ENSG00000042088,ENST00000553527,TDP1,TDP1-205
ENSG00000042088,ENST00000553989,TDP1,TDP1-208
ENSG00000042088,ENST00000545686,TDP1,TDP1-204
ENSG00000042088,ENST00000555178,TDP1,TDP1-211
ENSG00000042088,ENST00000556498,TDP1,TDP1-215
ENSG00000042088,ENST00000555880,TDP1,TDP1-213
ENSG00000042088,ENST00000557782,TDP1,TDP1-217
ENSG00000042088,ENST00000556063,TDP1,TDP1-214
ENSG00000148200,ENST00000487099,NR6A1,NR6A1-205
ENSG00000148200,ENST00000373584,NR6A1,NR6A1-202
ENSG00000148200,ENST00000416460,NR6A1,NR6A1-203
ENSG00000148200,ENST00000344523,NR6A1,NR6A1-201
ENSG00000148200,ENST00000475178,NR6A1,NR6A1-204
ENSG00000280949,ENST00000625380,PADI6,PADI6-202
ENSG00000232161,ENST00000442554,,
ENSG00000231232,ENST00000429418,,
ENSG00000236529,ENST00000447086,LINC03129,LINC03129-201
ENSG00000227489,ENST00000445093,,
ENSG00000250625,ENST00000503029,,
ENSG00000235254,ENST00000524311,TMEM185AP1,TMEM185AP1-201
ENSG00000101417,ENST00000409299,PXMP4,PXMP4-203
ENSG00000101417,ENST00000344022,PXMP4,PXMP4-202
ENSG00000101417,ENST00000217398,PXMP4,PXMP4-201
ENSG00000227426,ENST00000411800,VN1R33P,VN1R33P-201
ENSG00000232612,ENST00000431058,RPL31P35,RPL31P35-201
ENSG00000188730,ENST00000340652,VWC2,VWC2-201
ENSG00000152944,ENST00000546323,MED21,MED21-206
ENSG00000152944,ENST00000536503,MED21,MED21-202
ENSG00000152944,ENST00000282892,MED21,MED21-201
ENSG00000152944,ENST00000536711,MED21,MED21-203
ENSG00000152944,ENST00000538186,MED21,MED21-204
ENSG00000152944,ENST00000621885,MED21,MED21-207
ENSG00000152944,ENST00000544998,MED21,MED21-205
ENSG00000231093,ENST00000443260,TRMT1P1,TRMT1P1-201
ENSG00000232177,ENST00000424002,MTND4P24,MTND4P24-201
ENSG00000183171,ENST00000332359,,
ENSG00000185903,ENST00000415818,OR11N1P,OR11N1P-201
ENSG00000235329,ENST00000457667,,
ENSG00000171116,ENST00000370416,HSFX1,HSFX1-201
ENSG00000284616,ENST00000641871,,
ENSG00000182712,ENST00000369484,CMC4,CMC4-202
ENSG00000182712,ENST00000369479,CMC4,CMC4-201
ENSG00000157911,ENST00000288774,PEX10,PEX10-201
ENSG00000157911,ENST00000447513,PEX10,PEX10-202
ENSG00000157911,ENST00000650293,PEX10,PEX10-209
ENSG00000157911,ENST00000507596,PEX10,PEX10-204
ENSG00000157911,ENST00000510434,PEX10,PEX10-206
ENSG00000157911,ENST00000508384,PEX10,PEX10-205
ENSG00000157911,ENST00000515760,PEX10,PEX10-208
ENSG00000157911,ENST00000502666,PEX10,PEX10-203
ENSG00000157911,ENST00000514502,PEX10,PEX10-207
ENSG00000281393,ENST00000631178,Y_RNA,Y_RNA.821-201
ENSG00000281022,ENST00000631196,MED22,MED22-220
ENSG00000281022,ENST00000629522,MED22,MED22-214
ENSG00000281022,ENST00000626118,MED22,MED22-211
ENSG00000281022,ENST00000629975,MED22,MED22-216
ENSG00000281022,ENST00000628583,MED22,MED22-212
ENSG00000281022,ENST00000629701,MED22,MED22-215
ENSG00000281022,ENST00000629491,MED22,MED22-213
ENSG00000281022,ENST00000629994,MED22,MED22-217
ENSG00000281022,ENST00000630604,MED22,MED22-219
ENSG00000281022,ENST00000630090,MED22,MED22-218
ENSG00000227344,ENST00000421150,HAUS6P1,HAUS6P1-201
ENSG00000224101,ENST00000419535,ELMO1-AS1,ELMO1-AS1-201
ENSG00000106483,ENST00000436072,SFRP4,SFRP4-201
ENSG00000106483,ENST00000478975,SFRP4,SFRP4-203
ENSG00000106483,ENST00000447200,SFRP4,SFRP4-202
ENSG00000281391,ENST00000630320,RCC2-AS1,RCC2-AS1-202
ENSG00000281540,ENST00000631021,RCC2,RCC2-206
ENSG00000281540,ENST00000628207,RCC2,RCC2-204
ENSG00000281540,ENST00000628984,RCC2,RCC2-205
ENSG00000170293,ENST00000458535,CMTM8,CMTM8-202
ENSG00000170293,ENST00000307526,CMTM8,CMTM8-201
ENSG00000265115,ENST00000584863,,
ENSG00000223516,ENST00000435346,AFF2-IT1,AFF2-IT1-201
ENSG00000265689,ENST00000577584,,
ENSG00000270646,ENST00000605253,,
ENSG00000228042,ENST00000436086,M6PRP1,M6PRP1-201
ENSG00000226064,ENST00000421501,PGBD4P6,PGBD4P6-201
ENSG00000229562,ENST00000416133,ZFYVE9P1,ZFYVE9P1-201
ENSG00000156009,ENST00000286482,MAGEA8,MAGEA8-201
ENSG00000156009,ENST00000345830,MAGEA8,MAGEA8-202
ENSG00000156009,ENST00000493910,MAGEA8,MAGEA8-203
ENSG00000156009,ENST00000535454,MAGEA8,MAGEA8-204
ENSG00000156009,ENST00000542674,MAGEA8,MAGEA8-205
ENSG00000108599,ENST00000225737,AKAP10,AKAP10-201
ENSG00000108599,ENST00000578898,AKAP10,AKAP10-209
ENSG00000108599,ENST00000395536,AKAP10,AKAP10-202
ENSG00000108599,ENST00000583951,AKAP10,AKAP10-211
ENSG00000108599,ENST00000460046,AKAP10,AKAP10-203
ENSG00000108599,ENST00000582611,AKAP10,AKAP10-210
ENSG00000108599,ENST00000474245,AKAP10,AKAP10-204
ENSG00000108599,ENST00000572155,AKAP10,AKAP10-206
ENSG00000108599,ENST00000572341,AKAP10,AKAP10-207
ENSG00000108599,ENST00000576896,AKAP10,AKAP10-208
ENSG00000108599,ENST00000571858,AKAP10,AKAP10-205
ENSG00000220204,ENST00000405210,,
ENSG00000166889,ENST00000300146,PATL1,PATL1-201
ENSG00000166889,ENST00000531919,PATL1,PATL1-202
ENSG00000286579,ENST00000653118,,
ENSG00000238008,ENST00000416832,COX6CP10,COX6CP10-201
ENSG00000283563,ENST00000635992,,
ENSG00000271660,ENST00000603634,,
ENSG00000010404,ENST00000340855,IDS,IDS-201
ENSG00000010404,ENST00000466323,IDS,IDS-206
ENSG00000010404,ENST00000370441,IDS,IDS-202
ENSG00000010404,ENST00000490775,IDS,IDS-207
ENSG00000010404,ENST00000464251,IDS,IDS-204
ENSG00000010404,ENST00000466019,IDS,IDS-205
ENSG00000010404,ENST00000428056,IDS,IDS-203
ENSG00000010404,ENST00000521702,IDS,IDS-208
ENSG00000230837,ENST00000413849,RPL31P2,RPL31P2-201
ENSG00000101421,ENST00000217402,CHMP4B,CHMP4B-201
ENSG00000154783,ENST00000640506,FGD5,FGD5-207
ENSG00000154783,ENST00000285046,FGD5,FGD5-201
ENSG00000154783,ENST00000457774,FGD5,FGD5-202
ENSG00000154783,ENST00000468662,FGD5,FGD5-203
ENSG00000154783,ENST00000476851,FGD5,FGD5-204
ENSG00000154783,ENST00000487605,FGD5,FGD5-205
ENSG00000154783,ENST00000543601,FGD5,FGD5-206
ENSG00000280920,ENST00000629899,,
ENSG00000248259,ENST00000514859,MTND4LP31,MTND4LP31-201
ENSG00000257865,ENST00000546569,,
ENSG00000246774,ENST00000500526,COL25A1-DT,COL25A1-DT-201
ENSG00000286659,ENST00000662963,,
ENSG00000249614,ENST00000510505,LINC02503,LINC02503-201
ENSG00000177096,ENST00000321753,PHETA2,PHETA2-201
ENSG00000177096,ENST00000419475,PHETA2,PHETA2-202
ENSG00000248820,ENST00000503440,DYNLL1P6,DYNLL1P6-201
ENSG00000136270,ENST00000258770,TBRG4,TBRG4-201
ENSG00000136270,ENST00000361278,TBRG4,TBRG4-202
ENSG00000136270,ENST00000395655,TBRG4,TBRG4-203
ENSG00000136270,ENST00000495973,TBRG4,TBRG4-217
ENSG00000136270,ENST00000494076,TBRG4,TBRG4-215
ENSG00000136270,ENST00000483615,TBRG4,TBRG4-212
ENSG00000136270,ENST00000482482,TBRG4,TBRG4-211
ENSG00000136270,ENST00000478116,TBRG4,TBRG4-208
ENSG00000136270,ENST00000488222,TBRG4,TBRG4-214
ENSG00000136270,ENST00000484326,TBRG4,TBRG4-213
ENSG00000136270,ENST00000478532,TBRG4,TBRG4-209
ENSG00000136270,ENST00000461363,TBRG4,TBRG4-204
ENSG00000136270,ENST00000477328,TBRG4,TBRG4-207
ENSG00000136270,ENST00000471142,TBRG4,TBRG4-205
ENSG00000136270,ENST00000475893,TBRG4,TBRG4-206
ENSG00000136270,ENST00000482285,TBRG4,TBRG4-210
ENSG00000136270,ENST00000495078,TBRG4,TBRG4-216
ENSG00000173451,ENST00000308086,THAP2,THAP2-201
ENSG00000173451,ENST00000547843,THAP2,THAP2-202
ENSG00000173451,ENST00000551488,THAP2,THAP2-204
ENSG00000173451,ENST00000551238,THAP2,THAP2-203
ENSG00000248488,ENST00000512491,PGAM4P2,PGAM4P2-201
ENSG00000155011,ENST00000285311,DKK2,DKK2-201
ENSG00000155011,ENST00000510534,DKK2,DKK2-203
ENSG00000155011,ENST00000513208,DKK2,DKK2-204
ENSG00000155011,ENST00000510463,DKK2,DKK2-202
ENSG00000270116,ENST00000602568,,
ENSG00000263969,ENST00000579533,RN7SL678P,RN7SL678P-201
ENSG00000157538,ENST00000497493,VPS26C,VPS26C-212
ENSG00000157538,ENST00000399000,VPS26C,VPS26C-203
ENSG00000157538,ENST00000309117,VPS26C,VPS26C-201
ENSG00000157538,ENST00000399001,VPS26C,VPS26C-204
ENSG00000157538,ENST00000476950,VPS26C,VPS26C-207
ENSG00000157538,ENST00000488368,VPS26C,VPS26C-209
ENSG00000157538,ENST00000398998,VPS26C,VPS26C-202
ENSG00000157538,ENST00000495858,VPS26C,VPS26C-211
ENSG00000157538,ENST00000480452,VPS26C,VPS26C-208
ENSG00000157538,ENST00000475009,VPS26C,VPS26C-206
ENSG00000157538,ENST00000492514,VPS26C,VPS26C-210
ENSG00000157538,ENST00000462467,VPS26C,VPS26C-205
ENSG00000157538,ENST00000498789,VPS26C,VPS26C-213
ENSG00000238498,ENST00000458891,SNORD13P1,SNORD13P1-201
ENSG00000238584,ENST00000459160,RNU7-167P,RNU7-167P-201
ENSG00000100281,ENST00000420166,HMGXB4,HMGXB4-203
ENSG00000100281,ENST00000418170,HMGXB4,HMGXB4-202
ENSG00000100281,ENST00000466438,HMGXB4,HMGXB4-206
ENSG00000100281,ENST00000216106,HMGXB4,HMGXB4-201
ENSG00000100281,ENST00000455359,HMGXB4,HMGXB4-204
ENSG00000100281,ENST00000498325,HMGXB4,HMGXB4-208
ENSG00000100281,ENST00000464480,HMGXB4,HMGXB4-205
ENSG00000100281,ENST00000498212,HMGXB4,HMGXB4-207
ENSG00000278413,ENST00000617467,,
ENSG00000254734,ENST00000530249,,
ENSG00000285929,ENST00000649055,,
ENSG00000234031,ENST00000425466,RPS3AP44,RPS3AP44-201
ENSG00000255073,ENST00000389919,ZFP91-CNTF,ZFP91-CNTF-201
ENSG00000255073,ENST00000422974,ZFP91-CNTF,ZFP91-CNTF-202
ENSG00000232487,ENST00000454005,RASA3-IT1,RASA3-IT1-201
ENSG00000118596,ENST00000552432,SLC16A7,SLC16A7-216
ENSG00000118596,ENST00000547379,SLC16A7,SLC16A7-203
ENSG00000118596,ENST00000549465,SLC16A7,SLC16A7-209
ENSG00000118596,ENST00000552024,SLC16A7,SLC16A7-214
ENSG00000118596,ENST00000548610,SLC16A7,SLC16A7-206
ENSG00000118596,ENST00000261187,SLC16A7,SLC16A7-201
ENSG00000118596,ENST00000550062,SLC16A7,SLC16A7-212
ENSG00000118596,ENST00000549588,SLC16A7,SLC16A7-210
ENSG00000118596,ENST00000546459,SLC16A7,SLC16A7-202
ENSG00000118596,ENST00000552405,SLC16A7,SLC16A7-215
ENSG00000118596,ENST00000549033,SLC16A7,SLC16A7-207
ENSG00000118596,ENST00000551877,SLC16A7,SLC16A7-213
ENSG00000118596,ENST00000547801,SLC16A7,SLC16A7-204
ENSG00000118596,ENST00000549928,SLC16A7,SLC16A7-211
ENSG00000118596,ENST00000549305,SLC16A7,SLC16A7-208
ENSG00000118596,ENST00000548444,SLC16A7,SLC16A7-205
ENSG00000283361,ENST00000643687,CFAP97D2,CFAP97D2-205
ENSG00000283361,ENST00000635974,CFAP97D2,CFAP97D2-203
ENSG00000283361,ENST00000635901,CFAP97D2,CFAP97D2-202
ENSG00000283361,ENST00000636692,CFAP97D2,CFAP97D2-204
ENSG00000283361,ENST00000646158,CFAP97D2,CFAP97D2-206
ENSG00000283361,ENST00000635874,CFAP97D2,CFAP97D2-201
ENSG00000240639,ENST00000460953,RN7SL666P,RN7SL666P-201
ENSG00000226038,ENST00000464473,PPIAP21,PPIAP21-201
ENSG00000252193,ENST00000516384,,
ENSG00000242372,ENST00000675032,EIF6,EIF6-209
ENSG00000242372,ENST00000440766,EIF6,EIF6-205
ENSG00000242372,ENST00000374436,EIF6,EIF6-201
ENSG00000242372,ENST00000374443,EIF6,EIF6-202
ENSG00000242372,ENST00000447927,EIF6,EIF6-206
ENSG00000242372,ENST00000374450,EIF6,EIF6-203
ENSG00000242372,ENST00000415116,EIF6,EIF6-204
ENSG00000242372,ENST00000462894,EIF6,EIF6-208
ENSG00000242372,ENST00000456600,EIF6,EIF6-207
ENSG00000283347,ENST00000637433,,
ENSG00000130177,ENST00000360383,CDC16,CDC16-204
ENSG00000130177,ENST00000628084,CDC16,CDC16-211
ENSG00000130177,ENST00000356221,CDC16,CDC16-203
ENSG00000130177,ENST00000650489,CDC16,CDC16-212
ENSG00000130177,ENST00000375310,CDC16,CDC16-206
ENSG00000130177,ENST00000494766,CDC16,CDC16-210
ENSG00000130177,ENST00000252457,CDC16,CDC16-201
ENSG00000130177,ENST00000375308,CDC16,CDC16-205
ENSG00000130177,ENST00000252458,CDC16,CDC16-202
ENSG00000130177,ENST00000484907,CDC16,CDC16-208
ENSG00000130177,ENST00000494581,CDC16,CDC16-209
ENSG00000130177,ENST00000461716,CDC16,CDC16-207
ENSG00000242834,ENST00000476420,RPL7AP56,RPL7AP56-201
ENSG00000270588,ENST00000604322,,
ENSG00000124942,ENST00000530124,AHNAK,AHNAK-205
ENSG00000124942,ENST00000257247,AHNAK,AHNAK-201
ENSG00000124942,ENST00000525875,AHNAK,AHNAK-203
ENSG00000124942,ENST00000533365,AHNAK,AHNAK-208
ENSG00000124942,ENST00000378024,AHNAK,AHNAK-202
ENSG00000124942,ENST00000530285,AHNAK,AHNAK-206
ENSG00000124942,ENST00000528508,AHNAK,AHNAK-204
ENSG00000124942,ENST00000531324,AHNAK,AHNAK-207
ENSG00000281699,ENST00000627937,RPL21P81,RPL21P81-202
ENSG00000280858,ENST00000627647,RPL7A,RPL7A-213
ENSG00000280858,ENST00000625669,RPL7A,RPL7A-210
ENSG00000280858,ENST00000630979,RPL7A,RPL7A-217
ENSG00000280858,ENST00000625844,RPL7A,RPL7A-211
ENSG00000280858,ENST00000629468,RPL7A,RPL7A-215
ENSG00000280858,ENST00000631188,RPL7A,RPL7A-218
ENSG00000280858,ENST00000627260,RPL7A,RPL7A-212
ENSG00000280858,ENST00000628986,RPL7A,RPL7A-214
ENSG00000280858,ENST00000629488,RPL7A,RPL7A-216
ENSG00000260972,ENST00000564261,,
ENSG00000224340,ENST00000456484,RPL21P21,RPL21P21-201
ENSG00000229280,ENST00000449232,EEF1DP6,EEF1DP6-201
ENSG00000142655,ENST00000472851,PEX14,PEX14-202
ENSG00000142655,ENST00000356607,PEX14,PEX14-201
ENSG00000142655,ENST00000491661,PEX14,PEX14-203
ENSG00000142655,ENST00000492696,PEX14,PEX14-204
ENSG00000248778,ENST00000503155,,
ENSG00000286291,ENST00000653472,,
ENSG00000236699,ENST00000265154,ARHGEF38,ARHGEF38-201
ENSG00000236699,ENST00000420470,ARHGEF38,ARHGEF38-202
ENSG00000236699,ENST00000506828,ARHGEF38,ARHGEF38-204
ENSG00000236699,ENST00000508036,ARHGEF38,ARHGEF38-205
ENSG00000236699,ENST00000503289,ARHGEF38,ARHGEF38-203
ENSG00000236699,ENST00000510406,ARHGEF38,ARHGEF38-207
ENSG00000236699,ENST00000508961,ARHGEF38,ARHGEF38-206
ENSG00000205078,ENST00000378644,SYCE1L,SYCE1L-201
ENSG00000205078,ENST00000568925,SYCE1L,SYCE1L-203
ENSG00000205078,ENST00000563157,SYCE1L,SYCE1L-202
ENSG00000064489,ENST00000354191,BORCS8-MEF2B,BORCS8-MEF2B-201
ENSG00000064489,ENST00000630940,BORCS8-MEF2B,BORCS8-MEF2B-207
ENSG00000064489,ENST00000602804,BORCS8-MEF2B,BORCS8-MEF2B-206
ENSG00000064489,ENST00000514819,BORCS8-MEF2B,BORCS8-MEF2B-202
ENSG00000064489,ENST00000602276,BORCS8-MEF2B,BORCS8-MEF2B-203
ENSG00000064489,ENST00000602438,BORCS8-MEF2B,BORCS8-MEF2B-204
ENSG00000064489,ENST00000602689,BORCS8-MEF2B,BORCS8-MEF2B-205
ENSG00000148175,ENST00000286713,STOM,STOM-201
ENSG00000148175,ENST00000347359,STOM,STOM-202
ENSG00000148175,ENST00000538954,STOM,STOM-203
ENSG00000277214,ENST00000617603,,
ENSG00000232596,ENST00000634256,LINC01646,LINC01646-202
ENSG00000232596,ENST00000635556,LINC01646,LINC01646-203
ENSG00000232596,ENST00000420522,LINC01646,LINC01646-201
ENSG00000232596,ENST00000659059,LINC01646,LINC01646-204
ENSG00000232596,ENST00000667354,LINC01646,LINC01646-208
ENSG00000232596,ENST00000659083,LINC01646,LINC01646-205
ENSG00000232596,ENST00000661628,LINC01646,LINC01646-206
ENSG00000232596,ENST00000666685,LINC01646,LINC01646-207
ENSG00000156482,ENST00000518164,RPL30,RPL30-205
ENSG00000156482,ENST00000521534,RPL30,RPL30-210
ENSG00000156482,ENST00000521291,RPL30,RPL30-209
ENSG00000156482,ENST00000396070,RPL30,RPL30-202
ENSG00000156482,ENST00000518850,RPL30,RPL30-206
ENSG00000156482,ENST00000287038,RPL30,RPL30-201
ENSG00000156482,ENST00000523172,RPL30,RPL30-213
ENSG00000156482,ENST00000521726,RPL30,RPL30-211
ENSG00000156482,ENST00000517489,RPL30,RPL30-203
ENSG00000156482,ENST00000517805,RPL30,RPL30-204
ENSG00000156482,ENST00000522156,RPL30,RPL30-212
ENSG00000156482,ENST00000520998,RPL30,RPL30-207
ENSG00000156482,ENST00000521112,RPL30,RPL30-208
ENSG00000260750,ENST00000660578,,
ENSG00000131196,ENST00000253506,NFATC1,NFATC1-201
ENSG00000131196,ENST00000591814,NFATC1,NFATC1-217
ENSG00000131196,ENST00000397790,NFATC1,NFATC1-204
