"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"1","Synthesis Of Lipoxins (LX) R-HSA-2142700","4/6",1.07265613613927e-05,0.00946082712074838,0,0,66.2389078498293,757.957748232443,"HPGD;ALOX5;ALOX5AP;LTC4S"
